global_cluster2_ccf1_oni,global_cluster3_ccf1_oni,global_cluster3_ccf1_iod,global_cluster3_ccf2_oni,global_cluster3_ccf2_pdo,global_cluster3_ccf2_npgo,global_cluster4_ccf1_pdo,global_cluster8_ccf1_oni,global_cluster8_ccf1_pdo,global_cluster8_ccf3_pdo,global_cluster9_ccf1_oni,global_cluster10_ccf2_nao,global_cluster17_ccf1_nao,global_cluster18_ccf1_oni,global_cluster19_ccf1_oni,global_cluster19_ccf3_oni,global_cluster21_ccf1_npgo,global_cluster22_ccf1_nao,global_cluster26_ccf1_oni,global_cluster28_ccf1_nao,global_cluster31_ccf3_nao,global_cluster35_ccf1_oni,global_cluster35_ccf3_npgo,global_cluster40_ccf1_oni,global_cluster41_ccf3_nao,global_cluster51_ccf3_oni,global_cluster54_ccf2_oni
-0.166337311408993,-0.000611571770298258,-0.0108709753713251,0.0253084692147162,-0.0449483199253857,-0.0631674474987701,0.182438861448427,0.0235866378877891,0.124130639270278,-0.0938493419225023,-0.0312113176848179,0.0200631344342539,0.0372931121659207,0.0404930291403703,-0.143957947587795,-0.000285245053594355,-0.000636417781094887,0.00674362306705104,0.163250476477836,0.0686818963668013,0.0561665870639226,-0.0914329425538236,0.0720861879793671,0.0902958366425561,-0.00316524691245891,0.113812590081068,0.132044628610028
-0.0143512902624728,-0.024550696560696,-0.0146478717036566,-0.0672344546294935,-0.0249896164123981,0.0546196648592894,0.0776721294712762,0.144682887733308,0.154846285921929,-0.166669726000832,0.0661694626622658,0.0959891659904072,-0.103062991172937,-0.0152074609570565,0.0743442350783546,-0.0556717093585857,-0.0209344992047789,-0.0756017935979324,-0.0758352320335914,-0.0876685957429774,0.00898168864247397,0.0826144300497817,-0.0996794073022459,0.0410461835944033,0.172962598396928,0.00105425715299855,0.151321656211674
0.104164497335495,-0.0445912570141547,0.0476443344127816,0.133533658759138,0.0352724392302827,0.172916071843005,0.0258066937743908,-0.127590425301167,0.0790389957128964,-0.102879995595899,-0.0406067853009135,-0.108783817247804,-0.0234933564753697,0.0701246250057289,0.0377799392069322,-0.0200094021652777,0.134018550691578,0.0586771970905336,-0.0615522861911242,0.0461629374312405,0.245661528557568,0.054146240066342,-0.192288698282824,-0.0589549956891842,0.0497885150026493,-0.415724723491285,0.0491655973213439
-0.17351713269194,0.0709335823777657,0.0310503448177709,0.144871587192159,-0.116917399104458,0.268567309356855,-0.00432197051932208,0.00216831034012025,-0.0851746745743065,0.0397658373343821,-0.0319678123643842,0.0858452092083687,-0.152135136731651,-0.145670969523697,-0.206630177145182,0.0732398408563733,0.218186099484399,-0.277013830805605,0.19186691091546,0.1358836505956,-0.0468751452845785,-0.163327858156159,-0.278488221158519,-0.256478832324473,-0.0598602587946106,0.0902249502111978,0.152276604123346
-0.154463929556258,-0.0678623935461621,0.0952524853852528,-0.190009696526873,-0.408006221891041,0.320322395412074,-0.132376657382215,-0.0247589614611918,-0.194520510419792,0.309123258493686,-0.00914046155462065,-0.113327662921293,0.178717088708748,-0.313070781758212,-0.319680717460315,-0.306231193453542,0.415515893546025,0.117457650621437,0.391427931884454,-0.139559183314094,-0.0813935789462984,-0.0798224397769208,-0.329184951062597,-0.25549448279489,-0.0142545829841598,0.15061821562524,-0.0468008690196592
0.403704326044392,-0.273330048300637,-0.44141316546417,-0.646877289948671,-0.467038729903304,0.415471445691787,-0.413304900736649,-0.413717295075969,-0.409008081122797,0.4164653886147,-0.405249182781496,-0.150006328726773,-0.449992388076193,0.245903321178993,0.487427610000715,-0.478319386470616,0.320478909470881,-0.519942918440838,-0.207321042602771,0.544072219353294,0.43874622796041,0.484419693488432,-0.423353640951742,0.415655926350168,-0.42012716592954,-0.012200060382387,-0.266037323166886
0.182788591200834,0.473965359523912,0.294677140006978,-0.295458830923067,-0.125944333393973,0.203808752445926,-0.0995390736954579,-0.259305936104173,-0.175596137007557,0.0716184233750104,-0.232266138942368,-0.0264509664190461,-0.00189944825704471,0.406478170512223,0.60653696324824,0.181220665027149,0.0127248939427665,0.089595814399633,-0.511078106781499,-0.101648476679237,0.0466027780491546,0.375174121347522,-0.47776118292074,0.333454639821938,-0.0402404591672299,-0.126176345444961,-0.419440437293463
0.0215900247331705,-0.0504724572335455,0.0238047979792385,0.203899808329164,0.202108059217888,-0.0950467488084581,0.0509454529523055,0.0819238238397993,-0.0332617197429635,-0.1145586296108,0.0857214222950432,-0.406368274520991,0.0827280766382121,-0.182333666470985,-0.238609093820245,0.0865237860911409,0.0112367368898364,-0.134106617968793,0.253820897359711,0.114856370535953,0.0339430355977114,-0.385379075728233,-0.255549248697126,-0.192647038791174,-0.201694504657364,-0.0917885012507103,0.218304005451512
0.0678280280604369,-0.0632461939247341,-0.0509196909079976,0.172646280997222,0.239065149212731,-0.266071823031764,0.127493293955589,0.0995694605301686,-0.032856856115534,-0.19614390133056,0.125971471444722,-0.00720564897426928,-0.134221921770238,-0.213774037188036,-0.153408124198771,-0.0719276287151941,-0.0885417051424176,-0.0767586590671229,0.0345516993310425,0.12226015314196,-0.0547156565770611,-0.0969555707630954,-0.0910915425762886,-0.187574152943597,0.0763790271432054,0.062323691567763,0.156508256455866
0.0957688783514649,0.0731896518340283,-0.0108291051752415,0.126734595053334,0.122550653177905,-0.39532010811894,0.139440383833271,0.0911880692019709,0.0367590429539096,-0.0352283660502613,-0.0378205913719507,0.0467288220175648,-0.0405079740898587,0.0140441669602741,0.0706072897105121,-0.163774071205667,-0.010129626191442,-0.00620535607673484,-0.0404175321479325,-0.0323732868273104,-0.0371625652930344,0.236681073241475,0.195049290688862,0.0189069144832016,-0.0154231478124221,0.0348249985466362,-0.103676191654371
