index,region,cluster,pc,cor
oni,Africa,1,1,0.326764115596476
pdo,Americas,1,1,0.318643737809843
iod,Antarctica,1,1,0.231375502396908
oni,Asia,1,3,0.282906708543232
nao,Europe,1,3,0.330271514683489
pdo,Oceania,1,3,0.258163226690996
npgo,Africa,1,3,0.310244661387869
nao,Americas,2,1,0.305569452018703
npgo,Antarctica,2,1,0.283637057725719
nao,Asia,2,2,0.233457471882211
pdo,Europe,2,2,0.247172489026132
npgo,Oceania,2,2,0.267418649438085
npo,Africa,2,2,0.239341047384389
oni,Americas,2,3,0.243451847492359
nao,Antarctica,2,3,0.348134217414653
pdo,Asia,2,3,0.38589282238918
npgo,Europe,2,3,0.343378613626471
pdo,Oceania,3,1,0.285839317137441
npgo,Africa,3,1,0.237075241246594
oni,Americas,3,2,0.342903868607438
nao,Antarctica,3,2,0.276413994428717
pdo,Asia,3,2,0.331491092919067
npgo,Europe,3,2,0.324259411859482
nao,Oceania,3,3,0.233116024148201
pdo,Africa,4,1,0.273156879483199
nao,Americas,4,2,0.277988927239314
iod,Antarctica,4,2,0.284138722052974
oni,Asia,4,3,0.241347446858926
nao,Europe,4,3,0.253327788320602
pdo,Oceania,4,3,0.266202374316936
npo,Africa,4,3,0.239605195446443
iod,Americas,5,1,0.249117662158524
npo,Antarctica,5,1,0.237704744437979
iod,Asia,5,2,0.269718518666398
oni,Europe,5,3,0.246763743952566
nao,Oceania,5,3,0.267812565828457
iod,Africa,5,3,0.242124653213421
npo,Americas,5,3,0.239249493854722
oni,Antarctica,6,1,0.241513020536549
nao,Asia,6,1,0.25505619569849
iod,Europe,6,1,0.254308389664574
oni,Oceania,6,2,0.346222909837111
pdo,Africa,6,2,0.264723904725373
iod,Americas,6,2,0.250806975691511
npgo,Antarctica,6,2,0.326103083371245
nao,Asia,6,3,0.350782050834706
pdo,Europe,6,3,0.236214117134085
iod,Oceania,6,3,0.287738494325448
npgo,Africa,6,3,0.297746046345886
oni,Americas,7,1,0.29266398996623
nao,Antarctica,7,1,0.349735985674483
iod,Asia,7,1,0.276989752061497
npo,Europe,7,1,0.253723891005977
oni,Oceania,7,2,0.238697436723258
npo,Africa,7,2,0.246173020821444
oni,Americas,7,3,0.250129959356615
npgo,Antarctica,7,3,0.284409046280362
oni,Asia,8,1,cor04
nao,Europe,8,1,0.28978323941879
pdo,Oceania,8,1,cor04
npgo,Africa,8,1,0.398396249771387
npo,Americas,8,1,cor04
pdo,Antarctica,8,2,0.276534655488679
npo,Asia,8,2,0.268748898126118
npgo,Europe,8,3,0.356533514721279
npo,Oceania,8,3,0.251735154884954
oni,Africa,9,1,0.396708369701346
pdo,Americas,9,1,0.354191635821627
iod,Antarctica,9,1,0.248205924888321
npgo,Asia,9,1,0.32028775377785
npo,Europe,9,1,0.387616800036781
oni,Oceania,9,2,cor04
pdo,Africa,9,2,cor04
npgo,Americas,9,2,0.361083572219747
oni,Antarctica,9,3,0.265999159708827
npo,Asia,9,3,cor04
oni,Europe,10,1,cor04
nao,Oceania,10,1,0.316928121876404
pdo,Africa,10,1,0.293849402403023
npgo,Americas,10,1,0.331258745158439
npo,Antarctica,10,1,0.272912118262953
