global_cluster4_ccf1_npo,global_cluster4_ccf2_oni,global_cluster4_ccf2_pdo,global_cluster4_ccf2_npgo,global_cluster5_ccf1_nao,global_cluster6_ccf1_nao,global_cluster6_ccf1_npgo,global_cluster7_ccf1_oni,global_cluster7_ccf1_pdo,global_cluster8_ccf1_oni,global_cluster12_ccf1_oni,global_cluster20_ccf2_nao,global_cluster23_ccf1_oni,global_cluster23_ccf3_oni,global_cluster23_ccf3_pdo,global_cluster23_ccf3_npgo
-0.04776532447105,-0.0720749844255515,-0.10769851972263,-0.183620018931955,0.0801074364757565,0.00418863172180117,-0.0224513392421939,-0.0296776927917673,0.0567290610016343,-0.164437298710033,-0.0703616336288379,-0.00967778965153077,-0.0117388650216201,0.0274780183828211,-0.0689006063606117,-0.210011135087615
0.0205207903290078,0.0408422398497044,-0.0320999296679348,-0.223430409026491,-0.278762532353927,-0.113559994438517,-0.0124298311269747,0.026927707827067,0.0719611000536747,0.0418628738561295,0.0860976523541692,-0.234378074012165,-0.157115998078188,0.000791937576430526,-0.0608503137963517,-0.0800569948611375
0.0662561939748331,-0.0526405366984747,-0.0539592387783255,-0.196399966273367,0.012367650603798,0.0860927168815003,0.13462452946484,0.0840595554216692,0.125903544145728,0.036004410602763,0.0813261168687249,-0.0172938348617373,-0.0489468519140027,0.0686838821660011,0.0136717013056351,0.0514368283787939
0.192818544562303,-0.0307077823230816,-0.0718153369721599,-0.161283276422594,-0.180285668660306,-0.0158442520732848,0.238982728494803,0.11566369236129,0.0160967492252228,-0.205971016712111,-0.299333782590902,-0.0505664855527404,0.0174231720545182,0.190264029349449,-0.079906637174119,0.154402056295543
-0.0739382372729697,0.0743173420695577,0.255988370588396,-0.341999041012582,0.253788063501657,0.0931035430764442,0.430365459781791,-0.0426869910179947,-0.216169325863231,-0.329351638700164,-0.411723321801794,0.0664418124214245,0.0679681822165577,0.00739855834205462,-0.330968464238237,0.264254906584148
-0.421007277754228,0.484688946320906,0.488569204417737,-0.407705281063599,-0.51468847001527,-0.482244178569599,0.380478895828516,-0.447520723226988,-0.402506756373268,0.4159379769917,0.145841977896858,-0.410953091975711,0.152170767659742,-0.495978288114615,-0.425024509819086,0.420954779851246
0.125827800300222,0.251441172980715,0.0887449141549691,-0.179057156556805,0.0419198165867956,-0.10724131321684,0.0262262973516523,-0.118112081372464,-0.265879133129624,0.651123460724494,0.251250159164172,0.115020687342921,-0.42156217807948,-0.345105813470695,-0.299936133239726,0.341186267405288
-0.0699397412991923,-0.0115602202047697,-0.143824375237001,0.00189514948671767,-0.0848810259128306,-0.218182972226406,0.0504150472625954,-0.00756110706316799,-0.112507965112539,-0.23086185725152,-0.166458002914641,-0.0484541686102496,-0.0354045919092911,0.0792112136051857,0.117795356732117,0.0884065671621984
-0.0402591570827283,-0.18771264432307,-0.1517298085783,0.150259196181165,-0.104154238389946,-0.250339765201332,0.0570218831562305,0.115543668610132,0.0344781818858417,-0.143877881299693,-0.0852036720146514,-0.179048640054155,0.190838666040479,0.124190432079296,0.243336633715001,-0.0897954843924747
0.0619007052713832,-0.0830586915564612,-0.0483991484900691,0.221719501105076,0.0409646923154034,0.166309455398648,-0.017903208138842,0.0848249702276381,0.0655955518348907,0.0664901087083876,0.177353819579919,-0.162662763448835,0.00779480083045072,0.0832282926345921,0.202704721072324,-0.15538629214958
-0.00807129108445688,0.0425321183469441,0.0748682254058324,0.248226270807666,-0.0499797869834194,-0.107138543871636,-0.0969551349660148,-0.013247068232346,0.0566894880076443,0.0340296055916831,0.0190862956446158,0.0621377590360064,0.00864450367528673,0.0357741600198152,0.0974606503468351,-0.179344791670625
