pc.Variables,pc.Importance
rlds,11.1229482587194
ps,10.6811781385086
tasmin,9.70176595649429
tas,8.18302824312172
tasmax,7.01364743460257
sfcwind,4.35070845209509
hurs,3.38403542246799
rsds,1.95131573416087
PC2,1.49837685383576
pr,0.0702861448184089
PC3,-1.06938781260986
