index,cluster,pc,cor
oni,1,1,0.394152921602352
pdo,1,1,0.265235605039489
npgo,1,1,0.259094306525646
nao,1,2,0.249751602391833
pdo,1,2,0.238521921643568
npo,1,2,0.288220288927354
pdo,1,3,0.281823934747164
iod,1,3,0.231241816727926
npo,1,3,0.266154395160654
oni,2,1,0.313789895027277
nao,2,1,0.254013838548621
pdo,2,1,0.372637831155481
oni,2,2,0.248495448974934
nao,2,2,0.321152127662559
iod,2,2,0.280638050447772
npgo,2,2,0.329820048485406
oni,2,3,0.300251366611008
nao,2,3,0.2816193440078
npo,2,3,0.242784931028943
nao,3,2,0.364689692105238
pdo,3,2,0.341599005558292
iod,3,2,0.275690781490502
npgo,3,2,0.349568838350849
oni,3,3,0.268363671771979
npgo,3,3,0.376560425062649
npo,3,3,0.246707472744792
oni,4,1,0.328953178515037
pdo,4,1,0.287593410180506
iod,4,1,0.307500830060498
npgo,4,1,0.347600075762914
npo,4,1,0.421007277754228
oni,4,2,0.484688946320906
nao,4,2,0.275248434719524
pdo,4,2,0.488569204417737
iod,4,2,0.243003065401296
npgo,4,2,0.407705281063599
oni,4,3,0.266583854221064
nao,4,3,0.239236589419662
iod,4,3,0.232566723067789
npo,4,3,0.279767458956892
oni,5,1,0.371787383792266
nao,5,1,0.51468847001527
npgo,5,1,0.272035391990945
npo,5,1,0.239810816014389
oni,5,2,0.307498591027794
pdo,5,2,0.291003536627454
npo,5,2,0.313286012287735
oni,5,3,0.232786494005407
nao,5,3,0.249234953235805
npo,5,3,0.265818759474453
oni,6,1,0.251889877498593
nao,6,1,0.482244178569599
npgo,6,1,0.430365459781791
npo,6,1,0.324346785337407
nao,6,2,0.242874164164674
oni,6,3,0.2513527385191
nao,6,3,0.23724434741447
pdo,6,3,0.329310666578614
oni,7,1,0.42332392283936
nao,7,1,0.24435141207728
pdo,7,1,0.326635779580842
npo,7,1,0.246082557215227
iod,7,2,0.307556241718542
oni,7,3,0.38470505481352
pdo,7,3,0.292599595007396
iod,7,3,0.299057031450892
npo,7,3,0.339699122524293
oni,8,1,0.651123460724494
nao,8,1,0.274119921688757
pdo,8,1,0.318560399945637
iod,8,1,0.263182487547007
npgo,8,1,0.288362389858518
npo,8,1,0.310895618617924
nao,8,2,0.257723300389775
pdo,8,2,0.284747226801799
npo,8,2,0.246079208893343
oni,8,3,0.31090989140362
iod,8,3,0.3419804611023
npo,8,3,0.235853354508373
nao,9,1,0.234894213178496
pdo,9,1,0.309627626263832
iod,9,1,0.233508164442018
npgo,9,2,0.257226011848365
npo,9,2,0.325024064796002
oni,9,3,0.23758952291185
iod,9,3,0.265254424811042
oni,10,1,0.250782359294694
iod,10,1,0.321931783635951
oni,10,2,0.274084874701237
nao,10,2,0.262848371510442
npgo,10,2,0.254350442035528
npo,10,2,0.254835542328701
oni,11,1,0.411723321801794
nao,11,1,0.280400787627234
npgo,11,1,0.29132308346248
npo,11,1,0.309304933149223
iod,11,2,0.283726236523056
npo,11,2,0.239506424726448
pdo,11,3,0.352947324273159
iod,11,3,0.323445674316351
npo,11,3,0.231956361299368
nao,12,1,0.37856478804926
npgo,12,1,0.287061223201214
npo,12,2,0.242837443156067
oni,12,3,0.288825511954189
npgo,12,3,0.257047241677344
npo,12,3,0.345850921592037
nao,13,1,0.291360777106662
npo,13,1,0.246971178833362
oni,13,2,0.321955749130492
nao,13,2,0.255016802972586
pdo,13,2,0.358499139636042
iod,13,2,0.275076049889176
npo,13,2,0.247084434577249
oni,13,3,0.290632577707822
nao,13,3,0.244487454688118
pdo,14,1,0.270836542906753
nao,14,2,0.286738822912869
npo,14,2,0.237523537855808
oni,14,3,0.299264652415452
nao,14,3,0.279636330205679
iod,14,3,0.331656714873642
npgo,14,3,0.281157099586951
npo,14,3,0.234135170603817
oni,15,1,0.278904674379116
iod,15,1,0.283551742180484
pdo,15,2,0.242852282257641
iod,15,2,0.25040046455106
oni,15,3,0.302401945971369
nao,15,3,0.250228279431515
pdo,15,3,0.250028337356684
npgo,15,3,0.245039570314716
oni,16,1,0.302240479784821
pdo,16,1,0.326457366177045
npo,16,1,0.263662752910224
oni,16,2,0.23545538831346
nao,16,2,0.370243690951296
pdo,16,2,0.244615513782363
iod,16,2,0.294184642109592
nao,16,3,0.294072633613474
nao,17,1,0.30753249473366
iod,17,1,0.249052645545293
npo,17,1,0.256781305911362
oni,17,2,0.296266064900379
iod,17,2,0.24985714254704
oni,17,3,0.287893318218143
pdo,17,3,0.257490258755519
npo,17,3,0.299004686046967
oni,18,1,0.279415967508203
npo,18,1,0.251326667264471
npgo,18,2,0.335033600142776
nao,18,3,0.262989564872092
iod,18,3,0.335306285403702
nao,19,1,0.280051890827883
pdo,19,1,0.274473767776819
iod,19,1,0.298951649632234
oni,19,2,0.231293942908744
nao,19,2,0.316144122554028
npgo,19,2,0.272217371634527
nao,19,3,0.248764103939506
npgo,19,3,0.285439731621715
npo,19,3,0.291885410229381
oni,20,2,0.277426683343781
nao,20,2,0.264251011949738
npo,20,2,0.312265266305458
oni,20,3,0.367548393692436
pdo,20,3,0.232574701793985
oni,21,1,0.42156217807948
iod,21,1,0.273320155345603
oni,21,2,0.27779932604477
nao,21,2,0.255278702176059
iod,21,2,0.290299813884865
npgo,21,2,0.275727787122777
npo,21,2,0.239883611528725
oni,21,3,0.495978288114615
nao,21,3,0.332189966898742
pdo,21,3,0.425024509819086
npgo,21,3,0.420954779851247
npo,21,3,0.270112383607684
