pc.Variables,pc.Importance
rsds,8.77622231780941
pr,8.00422932202524
tas,4.18615164596804
tasmax,3.86510133404756
PC1,3.84517095587374
rlds,3.65348886956544
tasmin,3.15635568798945
hurs,2.83359175884522
sfcwind,2.29488962278569
PC3,0.0215315068918623
ps,-0.874244121318161
