global_cluster7_ccf1_oni,global_cluster7_ccf1_pdo,global_cluster7_ccf1_npo,global_cluster8_ccf2_oni,global_cluster8_ccf2_pdo,global_cluster8_ccf3_npo,global_cluster9_ccf1_oni,global_cluster10_ccf1_nao,global_cluster11_ccf1_pdo,global_cluster11_ccf1_npo,global_cluster14_ccf1_oni,global_cluster16_ccf1_npgo,global_cluster20_ccf1_oni,global_cluster20_ccf3_oni,global_cluster21_ccf1_npgo,global_cluster21_ccf2_nao,global_cluster23_ccf2_oni,global_cluster25_ccf1_oni,global_cluster26_ccf1_nao,global_cluster27_ccf1_nao,global_cluster28_ccf1_nao,global_cluster32_ccf1_oni,global_cluster35_ccf3_nao,global_cluster36_ccf1_iod,global_cluster36_ccf2_oni,global_cluster36_ccf2_npgo,global_cluster57_ccf2_npgo,global_cluster58_ccf1_iod,global_cluster61_ccf1_oni,global_cluster61_ccf3_npo,global_cluster66_ccf2_oni,global_cluster66_ccf3_nao,global_cluster72_ccf3_oni,global_cluster77_ccf2_oni,global_cluster77_ccf2_npgo,global_cluster79_ccf1_oni,global_cluster81_ccf1_oni,global_cluster81_ccf3_oni
0.00635642384556559,0.0172495610813188,0.0318009639253672,0.176318999502227,0.106047172791433,-0.0666671439066203,-0.113164037105604,0.00661039202655933,0.0523717695398925,0.110421727247769,-0.186273953662241,-0.0294850360595713,0.197729690828362,0.0378104447829247,0.0298445742958609,-0.0172851911518146,0.00473111620456754,-0.134622896681116,-0.00568118900961746,0.0875253009893717,0.06038736075984,-0.070350900528344,0.213041820795583,0.414593887813983,0.131258981647985,-0.150171182856546,-0.0186912990281253,0.0652559781304816,0.0150475967130789,-0.199716995494918,0.119109144574042,-0.0242777586218793,0.141909281874649,-0.0515016825199496,0.122774830652915,-0.0491495777458832,-0.0511407613008166,-0.0980575685503665
0.03793545593021,-0.0241186405680867,0.115975545856763,0.00552404017495776,0.09169470536704,0.00976345824941477,0.188832870804917,-0.0954690726722381,-0.0322177277773056,0.0361122508149851,0.0671100260767568,-0.00369553402442771,-0.0657274299730379,0.135628541209743,-0.0157250425044672,-0.0153499808110875,0.0920410387355861,0.0120716424107612,0.122692680830974,-0.130484405981738,-0.114748996414288,0.0374782974136055,0.0309500546010426,-0.00266196976504332,-0.08144415593097,0.014707787382635,-0.387862487530018,-0.00871093753241789,0.067907686749069,-0.0877040402890283,-0.18384416780987,-0.101237311993983,0.0486887217023761,-0.113582160249386,0.0798270652677795,-0.108953921876704,0.0327908516396738,0.0603408809817975
0.224178703123147,0.0884359963778835,0.0184919485714807,0.146257237095614,0.107739100866896,0.0244960624007419,0.285897220082839,0.0475823893078358,-0.01009569292793,0.152059587004742,0.0558348828767267,0.146734084742346,-0.0303067635253857,0.0199363412090697,0.121881199696118,-0.117152361971676,-0.100720334150328,0.00184378074786846,-0.213272539021496,0.0897179886454811,-0.071716509798507,0.120849071169282,0.0282064413549159,-0.133246738050117,-0.0575460993921,0.202445612821349,-0.455908553767634,0.0673035027056559,-0.0544685356765884,-0.234126854357065,-0.22295824878867,0.0926546404782326,0.0259922906549009,0.0302870625370365,0.00926403165176687,0.0560783739895278,-0.0234799771155887,-0.0788027170043647
0.0115114133077539,0.0175364305284027,0.259516038791416,0.0459228052981362,-0.00129708843330823,-0.0990252269152667,-0.170312367002199,0.0229088021426743,-0.0999413670485424,0.0554626991586963,-0.178999291144615,0.250673505529764,0.146956498597147,-0.151767742605671,0.208278126787519,-0.0154175765620685,0.00273521118089557,-0.181580683241039,0.104622442297476,-0.27945455905262,-0.234979405134551,0.164718686288151,-0.116156428424682,-0.0489655427773759,0.167408381930973,0.144232015245982,-0.295206958024022,-0.0421066941104571,-0.261209840953648,-0.0469742838056083,0.0250677108369358,0.17922680289257,-0.124796675742185,-0.169549184850275,-0.037845724541361,0.020254467115419,-0.0785428741750076,-0.223108504894906
-0.0968038302354747,0.121104039378313,-0.0370122458951578,-0.0542606003666237,-0.298888361985894,0.103322969197373,-0.462280197142706,0.217810592868842,-0.239066051095777,0.0859535045880206,-0.145364821067108,0.340966739837865,0.340763442310013,-0.0558496327342046,0.417979120819339,0.408384037146403,0.151187978384403,-0.357276984810127,0.0360089556183638,0.19215644687594,0.170916792046992,-0.0377294043223547,0.10915784045382,0.0621238852217791,-0.0904857286556115,0.114851711839427,-0.244878625311617,-0.0309815056609847,-0.271938571495288,0.410619788765411,0.14483423887817,0.136834348272029,0.112264659899222,-0.131179387234429,-0.101318088439291,0.0527839188398061,0.171639140233337,-0.108020553166523
0.448443772611745,0.427324144081859,-0.404517643949891,-0.451856990161083,-0.440067403989175,-0.482875670371205,0.00796680029402816,-0.419791508673851,-0.492682052128445,0.481698848136739,0.549150606783941,0.407672078118461,-0.109437173220791,-0.11413579849806,0.332506015338267,-0.0394664139128381,-0.326358598887807,0.399753377094102,0.441596951262762,-0.520543064010984,-0.591427958765178,-0.477738277422101,-0.438985094374148,-0.123645761561894,-0.4874394228452,0.116428231634128,-0.0964755428779189,-0.407805942489821,0.408861310690504,-0.0379106990254808,-0.218780448763644,0.509262531093416,0.316903796307171,0.126327905780516,-0.264207807550087,0.0936172745328422,0.522264127430324,0.440444053686754
0.413171330405583,0.238200177515705,0.116529072171064,-0.270374765929877,-0.113061720032911,-0.0781779278222861,0.256394274702167,-0.0566077801918861,-0.178943337239015,0.00483730182001943,0.487957303490393,0.130134158541908,-0.641895726450066,-0.379329955797309,0.10305542822843,-0.000540647294437707,-0.5711274833774,0.65866353335393,0.147091549846684,0.10095224810106,0.157892265278002,-0.028112573544467,-0.287272703196313,-0.0265397517585212,-0.0576012743915536,-0.0848861550653657,0.0541759910055647,0.039160021721,0.408047113623019,-0.0386173861399718,-0.169385687482379,0.0607705597364586,0.158797681800243,0.404703645974016,-0.401886383990574,-0.529544073718908,-0.28141625859014,0.37644421857677
-0.136553605107615,-0.0460279701383317,0.0353951676022337,0.185682869731317,0.159234844765693,0.177326691339012,-0.188591840712336,-0.169515941352526,-0.0902333246403203,0.0219402275341546,-0.259933191309071,0.136999699680222,0.127876676577538,-0.414143780535528,0.00232295156361161,-0.0237251675423853,0.10256295128031,-0.136708183695141,0.0999789455734468,-0.200502207143376,-0.0634321740962194,0.0383480534493182,-0.00836527882316568,-0.171560898501971,0.25853029327868,-0.407952799336187,0.019624417906243,0.0752621636552057,-0.219006060307794,0.0489972966513069,0.415259694931886,0.226829999673068,-0.427397814082411,-0.0186694098087383,-0.183194456099584,0.00872915967513305,-0.0376640657166215,-0.275141150800742
-0.225403022314175,-0.0709986992562524,-0.0732458199208587,0.188263105274853,0.159460586507564,0.0197828986847284,-0.151240035116338,-0.227291999887224,0.0269059091870129,-0.0737209037433804,-0.0997241221342984,0.124848474998756,0.0561083334254347,-0.0587280830469331,-0.0399790280223214,-0.0156137340213764,0.321018460326733,-0.213373957807414,0.0392697240871216,-0.0765684274910617,0.0515024513926676,0.0335299140341655,-0.0717608658059352,0.0220875042632389,0.070377260312334,-0.342268449399793,0.12727636447683,-0.0319560880215046,-0.110723543412248,-0.0250581574892467,0.089429784030803,0.0506783257134227,-0.20363872884639,-0.148429012721539,-0.0613750216493862,0.0993770917645937,0.0190993277601389,-0.0935923138544798
0.00659109621262911,-0.0857266806794298,0.0820576097195417,-0.00510009909449737,0.00325108866060877,0.00816794646037494,-0.0553231251485769,0.275121860926442,0.167263362709768,-0.0221846982224749,0.201088287468873,-0.0487472837555409,-0.00517476733431817,0.0908869956945954,-0.0607699849858818,0.0463594009838105,0.0315377623035409,-0.026304172634866,-0.0343610428485811,0.0517955008758626,-0.0180407547749791,0.0370950401765661,0.0388636256749141,0.0716698218170239,-0.0236132291532579,-0.201129136620798,0.170706881714037,-0.111621140201887,0.0243717799859519,0.0627085497652253,-0.0281741152411071,0.0823083715245992,-0.0552658268213471,-0.0491316009702386,-0.035554183088903,-0.000398203426891407,-0.102389655482682,0.0148242197620592
