global_cluster3_ccf1_oni,global_cluster3_ccf3_oni,global_cluster3_ccf3_npgo,global_cluster4_ccf1_pdo,global_cluster6_ccf3_npo,global_cluster9_ccf1_oni,global_cluster9_ccf1_pdo,global_cluster9_ccf3_pdo,global_cluster10_ccf1_oni,global_cluster11_ccf2_nao,global_cluster15_ccf1_pdo,global_cluster15_ccf3_pdo,global_cluster20_ccf3_oni,global_cluster21_ccf1_npgo,global_cluster22_ccf3_npo,global_cluster25_ccf1_oni,global_cluster25_ccf1_npgo,global_cluster25_ccf2_iod,global_cluster25_ccf3_oni,global_cluster25_ccf3_nao,global_cluster28_ccf1_oni,global_cluster28_ccf3_oni,global_cluster30_ccf1_npgo,global_cluster31_ccf1_nao,global_cluster32_ccf1_nao,global_cluster36_ccf3_oni,global_cluster39_ccf1_oni,global_cluster39_ccf1_nao,global_cluster41_ccf1_nao,global_cluster43_ccf2_oni,global_cluster46_ccf1_oni,global_cluster46_ccf3_oni,global_cluster47_ccf2_nao,global_cluster53_ccf1_oni,global_cluster56_ccf1_oni,global_cluster56_ccf2_npgo,global_cluster61_ccf1_oni,global_cluster63_ccf2_nao,global_cluster73_ccf2_oni,global_cluster78_ccf1_oni,global_cluster78_ccf3_oni,global_cluster89_ccf1_oni,global_cluster89_ccf1_iod,global_cluster91_ccf3_pdo,global_cluster91_ccf3_npo,global_cluster92_ccf3_oni
-0.0159117477836484,-0.0707873288390753,0.00247931466808777,0.182438861448427,-0.0457821882565312,-0.0356825077732763,-0.147154313884586,0.116676124738309,-0.031211317684818,0.0200631344342537,0.162546206779516,-0.0807442320110074,0.0553984421947428,-0.107375068193809,0.077250342616064,-0.0929975007739926,0.0574845950022193,-0.286977812259099,-0.0807842408076829,0.0627697843537506,-0.143957947587795,-0.000285245053594607,0.013307866757526,0.00674362306705106,0.032902174108957,0.0784357086129052,-0.135829337163863,-0.062292725569464,0.0686818963668012,-0.0202431288365319,0.142758837760426,-0.0558474806490748,-0.0808240368459167,-0.176525371449655,-0.0238036077955999,-0.19150212505144,0.0902958366425561,0.01432486446222,-0.00514633248137896,0.143262116048031,-0.0870374634624374,-0.0181554556978017,0.00441564823928326,0.12963462243381,-0.0838394433908638,0.0691438362471126
0.0381838662840732,0.0617762815477158,-0.0529414480700573,0.0776721294712762,-0.213490893023924,-0.139829197822463,-0.212596022521039,0.0349035324317181,0.0661694626622658,0.0959891659904071,0.0820989947246178,-0.0273815401464036,0.0669224219938119,-0.0629709546918764,-0.0575621161458907,0.0594531536212036,-0.121160887011732,-0.18952150918945,-0.153669060628203,-0.03775554869146,0.0743442350783546,-0.0556717093585856,-0.063615161353427,-0.0756017935979325,-0.103419589721053,-0.0771152585728467,0.0283780996705303,-0.0378027160442495,-0.0876685957429774,-0.082150141833806,0.0278176420173664,-0.0639074472542324,0.0222238126503081,0.0450215798139961,0.101948809486609,-0.0767090008178466,0.0410461835944033,-0.17484621228557,0.24267952790082,-0.100936075051306,0.0646774526597085,-0.00932364482943461,0.0642801926345648,0.0311953962187461,0.0497098103902657,0.0625586587404866
-0.0601678466233022,-0.00386871082608631,-0.12400561883736,0.0258066937743908,-0.0734239475538464,0.0283132848306683,-0.129116434289189,-0.0415449653824426,-0.0406067853009133,-0.108783817247804,-0.000500726146387968,-0.0736160983810463,-0.0630623403130372,-0.01801494363212,-0.0437612601655203,0.0233302425671057,-0.266605243921296,-0.239536939880067,0.0263474122381086,-0.0371273966375382,0.0377799392069321,-0.0200094021652777,0.096013096865732,0.0586771970905336,-0.00630464754482941,0.187859821643905,0.0150836886808209,0.0313951522328904,0.0461629374312405,0.0980421696667039,-0.039113782706487,-0.125755546869203,-0.0613090106843684,0.0332164680433916,0.0768235414096107,0.0742488640361672,-0.0589549956891842,-0.0758524973200585,0.0049447962833476,-0.0746831326140708,-0.189132982667161,-0.0938722204601004,0.0820588779430702,0.0635585311490124,0.0437681008118058,-0.00846533125905937
-0.128129493070436,-0.149456476360792,-0.202153651484907,-0.00432197051932207,-0.215860591393614,-0.00378381004091575,0.0787250999417909,-0.0433735144999392,-0.0319678123643842,0.0858452092083687,-0.0704043564222345,-0.169288690250032,-0.167225514083283,0.0641412636583424,0.0708219526462542,-0.197186291350435,-0.303684279326851,-0.287448685115058,-0.0649334648573281,0.0442300801463496,-0.206630177145182,0.0732398408563728,0.180645272474338,-0.277013830805605,-0.160091353444655,0.271387311694776,-0.184363004650846,-0.0353536111462446,0.1358836505956,0.188781026214609,0.217156083852999,-0.243282918420788,-0.0404098392018347,-0.169970179104395,-0.115190118986657,0.133845224257671,-0.256478832324473,0.0301057791857325,-0.126630951590826,0.148221378862094,-0.0886535019110179,0.0263593736784319,0.0389263406785427,0.0452690839421755,0.110761025023856,0.0306528494234128
0.210072927163624,-0.0997707313337769,-0.264807308945036,-0.132376657382215,0.0837044327345414,0.0823092633565122,0.269732279957236,-0.20502338875461,-0.00914046155462074,-0.113327662921293,-0.168557858261363,-0.340377307675421,-0.0896955103287112,0.406139900980878,-0.0773568881912238,-0.110971703507644,-0.269096854175185,-0.42539791273619,-0.260140102370097,0.124202367826545,-0.319680717460315,-0.306231193453543,0.433594125713682,0.117457650621437,0.120798681526948,0.0246335632916111,-0.417153142476881,0.0646447704536433,-0.139559183314094,-0.0620125078661432,0.440003069305059,-0.00283208913312506,0.0873924533897988,-0.0877786659855265,-0.0232529215752341,0.135628337163104,-0.25549448279489,0.020359355361236,0.0333238371303068,0.291416466763492,0.215373193368294,0.0364565145050458,0.0238187112913468,-0.284294827457583,0.0158214277882259,0.117965909554619
0.622640199380365,0.474336001853369,-0.430802197305311,-0.413304900736649,-0.0395155825018217,0.506148230444003,0.480297047292258,-0.497758011431728,-0.405249182781496,-0.150006328726773,-0.414367802671107,-0.460870906579585,0.451261506170686,0.308205813672712,-0.437327269620934,0.46783670620714,-0.477008919235321,-0.255684489106165,0.140649954044077,-0.413293963237308,0.487427610000715,-0.478319386470615,0.300719779050053,-0.519942918440837,-0.503904167461818,-0.636067915672887,-0.0625405962558449,-0.436773827071313,0.544072219353294,-0.508541185593216,-0.0322297856316921,0.408658451803401,-0.430199269502385,0.499334532383555,0.433064668414458,0.248045490070655,0.415655926350168,0.408671277511037,0.32389706448724,-0.293755415881578,0.574347362353621,-0.0294582142917746,-0.440784407829635,-0.479877188001875,0.422514506051586,-0.0797210792736032
-0.216643178713016,0.401172686863508,-0.304142547997886,-0.099539073695458,0.00113219843570084,0.279888356550618,0.158242552126038,-0.233692073298254,-0.232266138942368,-0.0264509664190461,-0.220127818801972,-0.169378981749719,0.142341882672176,-0.0367941917448212,-0.105341561803649,0.226611620172175,-0.426746422438339,-0.310509944970738,0.488658494919896,-0.0444971853066962,0.60653696324824,0.181220665027149,0.0182138682706192,0.0895958143996329,0.0892505052225669,0.0895096518211948,0.354530978666496,-0.162914750836612,-0.101648476679237,0.0211842801147078,-0.318203674734531,0.166499785135373,0.0276903744150714,0.444579291893303,0.311592064133147,0.429092466859478,0.333454639821938,0.0198921099438328,-0.0416830172795892,-0.497872073519221,0.00240862288176907,0.5253954275562,0.243183320794852,-0.439347578762693,0.283303631195452,-0.451679075517397
-0.100812885653518,-0.124883155504981,-0.00243553173007285,0.0509454529523054,-0.106206668561868,-0.100466942978464,-0.0167949970604158,0.01014376101307,0.0857214222950431,-0.406368274520991,-0.0956667485592031,0.077220910597356,-0.249323599723428,0.0603639965748547,-0.0857927779542786,-0.0303273713956558,-0.308101449051785,-0.42357944939803,-0.0587925320979235,-0.0676914139484923,-0.238609093820245,0.0865237860911408,0.0118135197653107,-0.134106617968793,0.1220213692184,0.341432895334069,-0.0702668756512709,-0.119713607962501,0.114856370535953,0.205188157378805,-0.0809937408322754,-0.308983801922484,-0.0664348269241232,-0.315090520264843,-0.39284453683426,0.385283315993759,-0.192647038791174,0.256441279215983,-0.511851379649621,0.338478305841416,-0.0990990246655009,-0.112923554984167,-0.000901909173331678,-0.126316965692429,0.0358217960490884,0.166853238049858
-0.051712137928803,0.0243538414644558,0.0508557875969527,0.127493293955589,-0.0111310196647682,-0.176239960230873,-0.042012663114987,0.130286193643867,0.125971471444722,-0.00720564897426944,-0.0708191633645654,0.119428529150552,-0.0937627330044655,0.000991319392125399,0.0188829488321849,-0.00438883184187806,-0.107192414592874,-0.336563554617973,-0.128600764215698,-0.167836439358176,-0.153408124198771,-0.0719276287151944,-0.0827692317241332,-0.0767586590671229,-0.0685766478205703,0.0951397387208169,-0.0837690553977014,-0.116535922641643,0.12226015314196,0.0777647384656687,-0.00678561601508801,-0.312378198002668,-0.0151641410594525,-0.0505305740713318,-0.118425891950001,0.117241427712784,-0.187574152943597,-0.138738949522608,-0.222189803594638,0.0186689067094766,-0.0688706676202283,-0.10986770085898,-0.0517533069367915,0.0138596643342312,0.0938926258511752,0.145157399578932
-0.117246938713045,-0.0182038686041541,0.0243455370704515,0.139440383833271,0.425537404728952,-0.0865089059688147,-0.0307314039376498,0.081524875254372,-0.0378205913719506,0.0467288220175647,0.105086459710655,0.0538811009885106,0.217762733584366,-0.0477568002082622,-0.0376625258435951,0.0609429750534483,-0.0204756047912886,-0.244589231892414,-0.033389689910674,-0.0839644760058015,0.0706072897105121,-0.163774071205667,-0.0299787265986545,-0.0062053560767348,-0.0413506021675215,-0.151333769003523,0.067276014920877,0.0447898875865519,-0.0323732868273103,-0.0407246591499646,-0.143720160098606,-0.0136441315846593,0.0236197342257444,0.233327360569673,0.182863857183301,0.0360282922745411,0.0189069144832016,0.0624914200231035,-0.0468809550520319,0.00122578090591792,0.0428517947192506,0.0331333136829583,0.00226943287356568,0.0431352716789992,-0.0773579100016786,-0.0834035326159503
