global_cluster4_ccf1_npo,global_cluster4_ccf2_oni,global_cluster4_ccf2_pdo,global_cluster4_ccf2_npgo,global_cluster5_ccf1_nao,global_cluster6_ccf1_nao,global_cluster7_ccf1_oni,global_cluster7_ccf1_pdo,global_cluster8_ccf1_oni,global_cluster8_ccf3_oni,global_cluster10_ccf1_nao,global_cluster10_ccf1_npgo,global_cluster17_ccf1_oni,global_cluster24_ccf2_nao,global_cluster28_ccf1_oni,global_cluster28_ccf3_oni,global_cluster28_ccf3_pdo,global_cluster28_ccf3_npgo
-0.04776532447105,-0.0720749844255514,-0.10769851972263,-0.183620018931955,0.0801074364757565,0.0066103920265594,-0.0296776927917673,0.0567290610016343,-0.175397769701963,-0.0170606342133339,0.00398425178686457,-0.00183772502247493,0.0624976170632564,-0.00967778965153081,-0.0117388650216201,0.0274780183828211,-0.0689006063606118,-0.210011135087614
0.0205207903290078,0.0408422398497045,-0.0320999296679346,-0.223430409026491,-0.278762532353927,-0.0954690726722381,0.0269277078270669,0.0719611000536747,0.0520777200784136,0.0504607481087963,-0.106831142122171,0.00135444442529942,0.0299343848794725,-0.234378074012165,-0.157115998078188,0.000791937576430479,-0.0608503137963517,-0.0800569948611373
0.0662561939748331,-0.0526405366984749,-0.0539592387783258,-0.196399966273366,0.0123676506037981,0.0475823893078358,0.0840595554216691,0.125903544145728,0.0289308091696005,0.0377528478736223,0.103868769207607,0.174006620648753,-0.0558824389497554,-0.0172938348617374,-0.0489468519140027,0.0686838821660011,0.0136717013056352,0.051436828378794
0.192818544562303,-0.0307077823230818,-0.0718153369721602,-0.161283276422593,-0.180285668660306,0.0229088021426742,0.11566369236129,0.0160967492252229,-0.19292788878382,0.0276343244265543,-0.0436212060707286,0.274896804406614,0.168532736901723,-0.0505664855527404,0.0174231720545182,0.190264029349449,-0.0799066371741188,0.154402056295543
-0.0739382372729697,0.0743173420695577,0.255988370588396,-0.341999041012582,0.253788063501657,0.217810592868842,-0.0426869910179947,-0.216169325863231,-0.3196778408667,-0.0498171099905063,-0.0100840200938903,0.409806201737327,0.253910749374386,0.0664418124214245,0.0679681822165578,0.00739855834205456,-0.330968464238237,0.264254906584148
-0.421007277754228,0.484688946320906,0.488569204417737,-0.407705281063599,-0.51468847001527,-0.419791508673851,-0.447520723226988,-0.402506756373269,0.423389395100475,-0.406125116709581,-0.446218824337646,0.400043778628977,-0.217448266236941,-0.410953091975711,0.152170767659742,-0.495978288114615,-0.425024509819086,0.420954779851247
0.125827800300222,0.251441172980715,0.088744914154969,-0.179057156556805,0.0419198165867957,-0.0566077801918861,-0.118112081372464,-0.265879133129624,0.654997679925782,0.0530790568263574,-0.116725205011482,0.0841251915131768,-0.406132676285668,0.115020687342921,-0.42156217807948,-0.345105813470695,-0.299936133239726,0.341186267405289
-0.0699397412991923,-0.0115602202047697,-0.143824375237001,0.00189514948671773,-0.0848810259128306,-0.169515941352526,-0.00756110706316791,-0.112507965112539,-0.197602320664319,-0.0485383350448889,-0.207032565909832,0.0636914885921672,0.240122709073243,-0.0484541686102496,-0.0354045919092912,0.0792112136051857,0.117795356732118,0.0884065671621983
-0.0402591570827283,-0.18771264432307,-0.1517298085783,0.150259196181165,-0.104154238389946,-0.227291999887224,0.115543668610132,0.0344781818858417,-0.156972962988267,0.133136217721632,-0.218796348454286,0.05419434579646,0.0546560972530613,-0.179048640054155,0.190838666040478,0.124190432079296,0.243336633715001,-0.0897954843924749
0.0619007052713832,-0.0830586915564614,-0.0483991484900691,0.221719501105077,0.0409646923154034,0.275121860926442,0.084824970227638,0.0655955518348907,0.0626970919135254,0.0220516360567319,0.0731500188202256,-0.0729184011364089,-0.0646860604486196,-0.162662763448835,0.00779480083045078,0.0832282926345923,0.202704721072324,-0.15538629214958
-0.00807129108445688,0.0425321183469443,0.0748682254058326,0.248226270807665,-0.0499797869834194,-0.102429274287126,-0.0132470682323459,0.0566894880076444,0.0457007922196485,-0.195200538359453,-0.0908085256396975,-0.148819345156833,0.00649342027139621,0.0621377590360064,0.00864450367528677,0.0357741600198153,0.0974606503468352,-0.179344791670625
