PC1,PC2,PC3
-7.43203121683448,4.15397845198763,2.98535770763137
19.1196568470892,1.68277503817431,9.30077210691639
4.68965827464676,2.08263369472894,-0.8385744952968
4.37772597945579,-2.18285781915416,-2.45127269411011
-9.98554652267917,9.8527777569034,-10.3799471349017
-16.2396783357599,10.3177334909632,-0.42484930946366
8.98742473532529,-5.91028900937393,-6.09245018114208
47.6125488344652,-8.10627085361791,-9.0190780235408
10.3256930407781,-1.41088474619334,6.71134710399946
-4.64897657230039,3.53912918313535,5.96562026433747
-14.9217198940659,-1.15767398534255,1.17214515622284
22.8714016437124,3.07722824394047,-18.1425295970956
3.96531041375686,-18.5419679418928,1.78953155177314
-25.1348617158064,-4.09421568888938,11.6949853785485
-27.7421400667423,-0.141323659496104,20.9605079970042
-28.1698900893669,-10.7172302390656,16.5263291432162
22.7509292441169,-12.9911911279261,15.5057411912873
8.05105940191937,-3.03353645168737,-13.3704412659548
-31.4782273656113,11.9878106912211,11.2475800049479
36.643203784418,6.67189909748573,-9.43760179660792
-2.19263209955274,9.43342505449485,1.07820520232637
2.2989790662682,-4.83739401131299,0.415295778860213
0.459193605997982,14.3317362370323,-9.88049589853988
-0.516853580830916,3.70282505198094,-2.82109612976724
-33.8877076083909,3.69357141001704,-13.606137375894
-22.2376365163237,-5.4544792710039,-2.84299860953809
-11.7778399983707,0.53741878570808,-7.88427746387837
7.07310651203674,-2.26205256525017,-16.3941131383004
-9.78037548368574,-2.78558321270551,-22.5139888748232
-9.34365620769278,11.164359946753,-6.86240153219363
3.4176177526923,9.46144474663407,2.78575245005509
-1.753538203435,24.2047676131372,4.71485414597034
12.8655569675134,6.71857452473337,3.5252160212114
60.1994463364643,-0.532927777675122,2.26991754325845
-15.8315187183495,-17.893817316892,0.183739821940618
-40.3148909995839,-7.6066828590131,-4.21443056327809
-11.4098612843528,-5.74399421548818,-0.00597713439996994
47.7087928428681,5.59469298198941,6.21282357206233
22.5361886967739,9.04498179216221,4.8454584330921
-24.4610830599544,-4.95108764246572,3.30153341302858
24.4215146215442,-4.96120771254857,2.86050435583032
13.8228949986324,9.80338835121908,6.25354315422922
10.9243768956485,-24.8649586205762,4.85416040314675
-2.26936872982802,-14.4046239321016,7.48772893468981
-10.6305301421778,15.603380018079,15.3119742791629
15.4017260489986,-4.63697197894152,5.21407498861738
-5.73612236992385,4.68028632067067,8.15196063442254
-4.69213570134355,3.53038450869467,-5.07082790348798
28.4252261502876,3.91526234049122,6.05526781901792
-41.3088746958469,-7.72004836934758,-6.84261505691186
-29.7939942922798,-4.93584311215131,-2.92140046233138
-4.35201632309933,-5.79700820149284,-13.2817619870973
-1.6862450424883,-5.80072885505138,-3.38633637309952
8.82888733326798,2.33034053986872,-0.838567040532296
-17.591365283709,-1.50210659339188,0.27944360770067
23.1870911799701,-12.342604676539,6.08259333887324
-11.008336659876,4.75841494250161,-7.66504531717391
-15.1525181835938,4.12699796043422,-2.42727929368238
-35.8612642251406,-2.28562705925944,-1.86540272168399
-4.83326304008893,2.53013993678992,-3.35033879894879
17.1202433255924,-7.77558126689686,-10.1608202862995
5.62076145462055,4.20118639652361,-15.7711570394379
0.382249091216831,-4.69588713513078,-3.69650000511599
-6.34495241706149,-1.74867322182244,2.05393812054283
-5.76704977414685,1.94283392886537,3.38325222383658
21.71421669665,-1.04183482874606,4.53008964111623
26.7191368946558,-8.94302729086855,10.5643097339182
4.78857578126786,11.0885190589494,0.443301400106737
-8.71278518114245,-10.4069115550754,1.77844812903405
30.4952152548776,4.47204045061286,-1.21714081580907
-3.05701780550418,16.0672472537032,14.1668304537348
-19.7471043005886,3.91491900380116,3.01371911466779
