pc.Variables,pc.Importance
pr,9.81624013493208
tas,3.42081933461432
hurs,3.12253857184991
tasmax,1.9302250493537
rlds,1.69542215809701
tasmin,1.40253265096838
PC1,0.835909559453572
sfcwind,0.354589738103941
rsds,-0.103429959890284
ps,-0.530394733111157
PC3,-2.16824965134591
