global_cluster1_ccf1_oni,global_cluster1_ccf1_pdo,global_cluster1_ccf1_iod,global_cluster1_ccf1_npgo,global_cluster1_ccf2_oni,global_cluster1_ccf2_nao,global_cluster1_ccf2_npo,global_cluster1_ccf3_pdo,global_cluster1_ccf3_iod,global_cluster1_ccf3_npgo,global_cluster1_ccf3_npo,global_cluster2_ccf1_nao,global_cluster2_ccf1_pdo,global_cluster2_ccf1_npo,global_cluster2_ccf2_oni,global_cluster2_ccf2_nao,global_cluster2_ccf2_pdo,global_cluster2_ccf2_iod,global_cluster2_ccf3_oni,global_cluster2_ccf3_nao,global_cluster2_ccf3_npo,global_cluster3_ccf1_oni,global_cluster3_ccf1_nao,global_cluster3_ccf1_pdo,global_cluster3_ccf1_npo,global_cluster3_ccf2_oni,global_cluster3_ccf2_pdo,global_cluster3_ccf2_npgo,global_cluster3_ccf3_oni,global_cluster3_ccf3_nao,global_cluster3_ccf3_pdo,global_cluster3_ccf3_npgo,global_cluster3_ccf3_npo,global_cluster4_ccf1_oni,global_cluster4_ccf1_pdo,global_cluster4_ccf1_iod,global_cluster4_ccf1_npgo,global_cluster4_ccf2_iod,global_cluster4_ccf2_npo,global_cluster5_ccf1_oni,global_cluster5_ccf1_nao,global_cluster5_ccf1_pdo,global_cluster5_ccf1_npgo,global_cluster5_ccf1_npo,global_cluster5_ccf2_pdo,global_cluster5_ccf2_iod,global_cluster5_ccf2_npo,global_cluster5_ccf3_oni,global_cluster5_ccf3_iod,global_cluster5_ccf3_npgo,global_cluster6_ccf1_oni,global_cluster6_ccf1_pdo,global_cluster6_ccf2_oni,global_cluster6_ccf2_nao,global_cluster6_ccf2_npgo,global_cluster6_ccf3_oni
-0.156543920929867,0.112296544579765,-0.226065305980587,0.105821858738887,0.0547105930279952,-0.100549089157295,-0.0841581713998215,-0.169880708376759,-0.0520291316511535,0.0674282566938342,0.169541499051603,0.112368102827746,0.22134240443745,-0.280854702607266,-0.0325706264713903,-0.183506603474402,-0.0468964813024118,-0.0784500851765684,-0.0185122494288917,0.189434159508916,-0.0286287715245074,-0.116437946773085,-0.046437499865785,0.069665640030405,-0.163898904294668,-0.0430824946855837,-0.0870168867617906,0.0263094536096324,-0.023516360955475,-0.0776419091549893,0.0294578303148672,0.138383211539543,-0.0510332148747984,0.0292713213993475,0.0786327894913251,-0.181028426061895,0.143472491776749,-0.249438900725277,-0.114304071311772,-0.113843527321055,0.0496455877448638,0.0194406996795451,-0.0461916379538089,-0.0534851336635559,0.069872778458385,-0.0182309884615402,-0.0505061817822313,0.0949356101432019,0.323174778405107,-0.156287182939948,0.143751033466257,0.103007143831903,0.103309403203269,0.129404872914277,0.00526778436149419,-0.0266648943205077
0.146019204282412,0.0686683290873134,-0.0741438466910425,0.0303659051984199,-0.115113415475397,-0.0342065985431855,0.0296195145810908,-0.115208976500143,0.151320000921304,-0.0481203840968866,0.0712404483955568,-0.0310878604996933,0.0402148844962808,0.00111812082315555,0.190454951898976,-0.071395059640174,-0.194565161667623,0.174230166074806,-0.0591960184942852,-0.181899992364298,0.0575346533818099,0.0649641979422984,-0.0530477345257863,-0.0489508025936147,-0.0261845965017588,-0.106698077846808,-0.0908837709625813,0.0973408069944339,0.072461074994567,-0.0554606013860111,0.0374491583675113,-0.00334136603619025,0.0577879790118345,-0.0261196185524777,0.0705909346691428,-0.240458622274904,0.161791827606785,0.15207414188753,-0.105877671031378,0.0676507522100046,-0.100019889518341,0.074840832645483,-0.0480704253414287,-0.119713869918369,-0.0939700267437417,0.120734136923998,0.157443362787937,-0.156285019452177,-0.0219701174975671,-0.131859068191018,-0.0478466837565234,-0.0507326216266407,-0.180045948917302,0.0953452223706392,0.202224104880395,-0.0981760350383516
0.0346236977575928,0.0827198466226497,-0.0723465067876402,-0.00718734645854594,-0.247609549845471,0.0202443586384081,0.0775815146129814,0.0487084115640974,0.234647836393095,-0.188472423959238,0.0233668602742319,0.248405848024902,0.041974733383572,0.136684965983563,-0.134825472546759,-0.114191088453312,-0.113192603660835,0.143836965937228,0.0782907376740012,-0.136920050868246,-0.165023473440206,0.081709564962499,0.0599403352709334,-0.202107439583042,0.159532188591816,0.117043753003759,-0.0649902436209469,0.165730621804613,-0.0911594111227952,0.0541437526227517,0.0407754274430288,-0.16525443185735,-0.0206986693288506,-0.0695915083184152,0.0156509211244843,-0.122105355952887,0.107765216812866,-0.120194257089607,-0.064771019302987,0.26044043412472,0.123938160157041,0.0707440295371884,0.0429587340045074,0.0207259627389108,-0.0934133664633655,0.0109770535092662,0.0240990606040548,0.112757620878149,0.0909189368391127,-0.254247124787065,-0.257544414691641,-0.194977390452146,-0.134577693585156,0.0111186332802487,0.31730280431533,0.0509434019867174
-0.0827431188280228,-0.0186836003653991,-0.104151699557234,0.0392569721219926,-0.078583968629554,-0.102303753753544,0.199120042223036,0.167808094311715,-0.00619407865896159,-0.28693973567038,0.112321983251455,0.112499590210438,0.188588163660655,-0.0859028822644078,-0.19333006954091,-0.0633866138373511,-0.0880155021545292,-0.0400052387935366,0.0385960835529002,-0.0451784211620829,0.0903273318516858,-0.272917878594308,0.0921934852246841,-0.204215788647389,0.246549935560164,-0.122111581848568,-0.256974424084005,0.255314024365143,-0.186059032632532,0.29877382587223,0.00268125288577795,-0.256055646014381,0.232109279667193,0.11093212837261,-0.00687286606067224,-0.00761502156010508,0.205372579508531,-0.0516721391255862,0.0433543839869839,-0.0341734462336476,-0.0308681287194897,-0.0511455155805105,0.121756847633711,-0.0094151519370776,0.0969300926316688,-0.049607199184426,0.15795031826452,0.00696523254553865,-0.0815072096656567,-0.293981640492392,-0.11188319104175,-0.107784124276885,0.0480490143771817,-0.187508126428748,0.367509732774191,0.267411351530125
-0.0880234485419769,-0.111266969447139,-0.0719383584769036,0.0716000546655605,-0.077060855270538,0.321230221179118,-0.00770718895972761,0.112925038675718,-0.0728155221624723,-0.195534259774131,-0.0547498816787056,0.0696299696706223,0.324559586349409,-0.187965833461545,0.123073856009608,0.0737694702584723,0.141436457864432,0.064013825171876,-0.288122688030956,0.0433929328437378,0.0970460962981718,-0.377101702966355,0.13550915061366,-0.0889655347921058,-0.0483786270910989,-0.28571269135828,-0.395762993199795,0.292509255422888,0.011121838606662,-0.0700832226465068,0.229660633031434,-0.186131195972783,-0.137090338966658,-0.00688697990245964,-0.137499292953362,0.145090415563446,0.277816342510617,-0.0650829967034659,0.100662711118024,-0.336103259492957,0.271992625593658,-0.272306170063229,0.393399892586589,0.157438156156485,0.0597067284799537,-0.170116492039307,-0.194872139932709,0.128150550615206,0.014438568725283,-0.194618770973351,0.167948484689416,0.23283336769757,-0.194778728522548,0.0281117852432364,0.243471609733602,0.105494320609107
-0.0997009531900343,-0.235206991863607,0.0805907248893927,0.0207660540153477,0.0934236566672759,-0.162052075629271,-0.0667247156091507,0.200163105477232,-0.0357946896432798,0.0128857692172165,-0.0221634426043071,-0.169446708078935,0.265003791714702,-0.0319578791740394,0.24367848736184,0.100401269579521,0.157831415189191,0.0710111210993689,-0.0571635520928227,-0.396702945232319,-0.241096519486675,0.401470956851528,-0.360129852835018,0.274434684347205,-0.290019119146554,-0.272763986560436,-0.262919686522458,0.248714803250666,0.355501568234353,0.462556897939049,0.23475308091145,-0.1909311364113,-0.101360194243453,-0.50929557577898,-0.431656942929121,-0.0932247283581809,0.28431306085841,-0.0163613960060418,0.25742421702058,-0.181930404612912,-0.389534087133895,-0.172489375239855,0.361187991718314,-0.246522217073452,0.0310814454920486,0.0311052052042785,-0.205272952083862,0.333990877474668,0.111327747359734,-0.101529565882342,0.103069883924091,0.230718883718046,-0.140149182458008,-0.383991770272837,0.196592018090751,-0.0625419277719542
-0.0543340511314989,-0.22604953546635,0.0348152417486886,-0.10074981045034,0.0876713485658469,0.0751161915847383,0.303790498218237,0.168434742359811,-0.0604304048848199,0.00926424575902556,-0.245208702960757,0.0905551437308084,0.0745440404948891,-0.0989290780329399,0.169663602406139,0.00587776838703849,0.363349101553295,-0.148348894440978,0.210904503048779,-0.0932698584365046,-0.0702215623166945,0.545110350009813,0.030908053581766,0.267347089904234,0.0517646592637612,-0.146952852830151,-0.0474492643146467,0.138183849207996,0.0786904927125718,0.174798351272204,0.0458273082721589,-0.0992926852005861,0.0554501255177762,-0.249658608911916,-0.228775803529692,0.105798410764523,0.0952282878971857,0.0274198739242449,-0.0714451648488511,0.166018874363415,-0.0519741486953424,0.0636651110290192,-0.00831043951315229,0.0783934873085575,0.107260680915478,-0.0246013999783342,0.0274332323688777,0.0179917893998791,-0.0420430228395453,-0.055998752830742,-0.0384983574764567,0.110507046281982,-0.0751453554622236,-0.173888082416496,0.127438222390436,0.117214036154434
-0.16180123910343,-0.0451652353589267,0.0242329255819226,-0.0703926602012649,-0.07211370970137,-0.0179320604291719,0.0598725576564672,-0.0550810668686328,-0.0366220162280749,0.120493875744923,0.157054060762994,0.132510283517438,-0.0543700315195872,0.101682364805596,0.0315273916234105,0.128030462620859,0.188158938473826,-0.238093669134563,-0.132087663790129,-0.0533282348296525,-0.0327829537634347,-0.314219501628587,0.00339974205578875,-0.0270877990110723,0.0234737372348266,-0.0547315972730988,-0.187213484511283,0.0314858326504988,-0.0955039061548182,0.170535774425647,-0.00530765005258673,-0.0329905508080275,0.0038263430038722,0.0864041234556263,-0.0182843845343323,0.167852239579136,-0.049022324018443,0.172095389158878,0.18323584230921,-0.161074156258799,-0.161785284879896,-0.0390258915062087,0.00956764603228983,-0.008653811220911,0.248533403146082,-0.220930761774081,-0.263263828893141,-0.119227272031646,-0.19720951207018,0.0449106462348406,0.0522177722007494,-0.0464292215164224,-0.0622534942344436,-0.243981862219985,0.0251460917200623,0.0796196119542793
0.0214022719656576,-0.127155737683336,0.0539687250139017,-0.0761737792284177,-0.0561904096226725,0.155133004410002,-0.00251312857166207,-0.101516074655281,-0.0334407814041034,0.321237447055057,-0.152668788608359,0.0703955060004966,-0.0109813881403367,0.0447511195503614,-0.040420774433885,0.0214366705089056,-0.103628947993952,-0.00676980344223863,-0.0846391508070678,-0.197436433030218,-0.164421942213306,-0.139845081438582,-0.111184370541667,-0.00823815462670931,-0.0379726220383733,0.0900150765541285,-0.0269001713744646,-0.217547707304281,-0.034134050130267,-0.09579158377281,-0.0623310355031345,0.080803194714633,-0.0729109722997751,0.13069631348617,0.0654624172581043,0.181393862439517,-0.193864204380082,0.037767995030654,-0.0336856784445673,-0.0560317358496161,-0.206591030495735,0.0283994713495691,-0.0810938115662014,-0.0713858071777725,0.128136377769291,-0.268890088981476,-0.0409409932965798,-0.11004370345203,-0.0173427001471137,0.160657743695018,0.101412173835446,0.0333501057449566,-0.147320325688621,-0.0174242407219583,-0.0694821559738892,-0.137543736304192
0.269715318422873,0.0614536268320464,0.260666346175773,-0.143303501939963,0.0611274257341075,0.0199724556461847,0.0131248782818565,-0.0583183107114629,-0.0465340620501326,0.266931174768621,-0.195603126355225,0.204965451572769,-0.0307831995363774,0.0325292257557356,-0.00323963742884311,0.30123833594581,0.0415982269898228,-0.0125018953106229,0.17096216479647,-0.0856953029778534,0.0642593290871248,0.138943900820653,0.0820140405570261,-0.032911701759429,0.0126286088117828,0.193832325914229,0.0507848875528336,-0.352330088868167,0.172419114517062,0.0692774938960312,0.0517717548506925,-0.118527488794674,-0.0196373207403077,0.0627274722742586,0.099125730670149,-0.0361984017184405,-0.196213038240632,-0.0177480188886146,0.00740565408481108,0.123586069730376,0.108740403871208,-0.154898423101059,-0.0511470778244091,0.30667634808939,0.15164051108187,0.0590000134997171,-0.150433133017359,0.00842760515626345,0.0880598545467667,0.0483737495469973,-0.104602375053051,0.0278807713338616,0.0415752915745776,-0.108528676352584,-0.0821150687913565,-0.0814064435586004
