,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72
global11,0.87018,0.04799,0.04062,0.01016,0.00783,0.00503,0.00356,0.0025,0.00165,0.00128,0.00111,0.00088,0.00076,7e-04,5e-04,0.00045,0.00044,0.00039,0.00036,0.00029,0.00027,0.00025,0.00024,0.00021,0.00019,0.00017,0.00016,0.00014,0.00013,0.00012,0.00011,1e-04,9e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
global12,0.72428,0.10639,0.04108,0.03534,0.01433,0.00993,0.00855,0.00788,0.0066,0.00505,0.00401,0.00299,0.00272,0.00258,0.0024,0.0021,0.00186,0.00173,0.00151,0.00129,0.00116,0.00115,0.00111,0.00102,0.00093,0.00087,0.00081,0.00076,7e-04,0.00063,0.00058,0.00054,0.00052,0.00046,0.00045,0.00041,4e-04,0.00036,0.00033,0.00031,0.00028,0.00026,0.00024,0.00022,0.00022,0.00021,2e-04,0.00018,0.00017,0.00016,0.00016,0.00015,0.00014,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,9e-05,7e-05,7e-05,7e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,2e-05,0
global13,0.83187,0.08447,0.03905,0.01167,0.00673,0.00557,0.00365,0.00269,0.00217,0.00179,0.00139,9e-04,0.00087,0.00072,0.00063,0.00058,0.00051,0.00045,0.00033,0.00033,3e-04,0.00024,0.00023,0.00022,2e-04,0.00018,0.00016,0.00015,0.00014,0.00013,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
global14,0.68206,0.10204,0.07458,0.02737,0.01943,0.01484,0.01271,0.00955,0.00591,0.00528,0.00476,0.00402,0.00385,0.00311,0.00288,0.00242,0.00211,0.00183,0.00159,0.00152,0.00145,0.00125,0.00119,0.00104,0.00092,0.00086,8e-04,0.00073,0.00066,0.00064,0.00059,0.00059,0.00052,0.00049,0.00047,0.00042,0.00038,0.00036,0.00033,0.00032,0.00027,0.00026,0.00025,0.00025,0.00023,0.00022,0.00021,0.00019,0.00018,0.00016,0.00016,0.00015,0.00014,0.00013,0.00013,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,4e-05,3e-05,0
global15,0.77806,0.11264,0.04978,0.01284,0.0108,0.00748,0.00526,0.00306,0.00251,0.00219,0.00155,0.00144,0.00123,0.00102,0.00089,0.00085,0.00072,0.00066,0.00062,0.00052,0.00046,0.00042,4e-04,0.00033,0.00029,0.00028,0.00026,0.00025,0.00024,0.00021,0.00019,0.00019,0.00017,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,0
global16,0.74805,0.11233,0.06364,0.0205,0.01083,0.00906,0.00575,0.00431,0.00302,0.00275,0.00211,0.00176,0.00158,0.00129,0.00125,0.00116,0.00089,8e-04,0.00074,0.00067,0.00059,0.00048,0.00044,0.00043,4e-04,4e-04,0.00032,0.00031,0.00029,0.00027,0.00024,0.00022,0.00021,0.00019,0.00018,0.00017,0.00015,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,8e-05,7e-05,7e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,1e-05,0
global17,0.74911,0.10549,0.05214,0.02076,0.01763,0.0082,0.00651,0.00511,0.00435,0.00357,0.00339,0.0027,0.00257,0.00197,0.00173,0.00151,0.00129,0.00109,0.00095,0.00082,0.00076,0.00066,0.00057,0.00055,0.00049,0.00042,0.00039,0.00038,0.00037,0.00032,0.00029,0.00026,0.00025,0.00024,0.00021,0.00018,0.00017,0.00017,0.00015,0.00015,0.00013,0.00013,0.00013,0.00012,0.00011,1e-04,1e-04,1e-04,9e-05,8e-05,8e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,0
global18,0.81678,0.08567,0.04131,0.01733,0.00763,0.0066,0.00646,0.00292,0.00226,0.00164,0.0013,0.00121,0.00097,0.00084,0.00072,0.00053,0.00052,0.00045,4e-04,0.00037,0.00035,0.00034,0.00027,0.00025,0.00023,0.00021,0.00018,0.00017,0.00016,0.00014,0.00013,0.00012,0.00011,1e-04,1e-04,9e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
global19,0.71735,0.11045,0.06561,0.02688,0.01517,0.00911,0.00678,0.00572,0.00439,0.00394,0.00344,0.00316,0.00245,0.00232,0.00204,0.00165,0.00134,0.00125,0.00109,0.00104,0.00097,0.00086,0.00083,0.00075,0.00074,0.00067,0.00063,6e-04,0.00056,0.00052,0.00047,0.00045,0.00041,4e-04,0.00038,0.00037,0.00035,0.00033,0.00031,0.00029,0.00027,0.00025,0.00024,0.00022,0.00021,0.00019,0.00019,0.00018,0.00017,0.00016,0.00016,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,9e-05,9e-05,9e-05,8e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,6e-05,5e-05,4e-05,3e-05,0
global20,0.58681,0.13959,0.06682,0.0298,0.02519,0.02097,0.01484,0.01469,0.01232,0.01027,0.00839,0.00808,0.00533,0.0044,0.00402,0.00368,0.0032,0.00313,0.00287,0.00239,0.00238,0.00209,0.00193,0.00181,0.00167,0.00159,0.00142,0.00128,0.00121,0.00113,0.00102,0.00096,0.00085,0.00081,0.00077,0.00074,0.00068,0.00067,6e-04,6e-04,0.00056,0.00054,0.00051,5e-04,0.00048,0.00044,0.00042,4e-04,0.00038,0.00036,0.00034,0.00033,0.00031,0.00029,0.00027,0.00027,0.00025,0.00024,0.00023,0.00022,0.00021,2e-04,0.00018,0.00017,0.00016,0.00015,0.00014,0.00013,0.00012,9e-05,9e-05,0
global21,0.62778,0.05214,0.04283,0.03638,0.0291,0.02093,0.0191,0.01567,0.01341,0.01081,0.01001,0.00935,0.00751,0.0072,0.00636,0.00595,0.00539,0.00527,0.0048,0.00419,0.00401,0.00387,0.00345,0.0032,0.00286,0.00285,0.00262,0.00235,0.00221,0.00216,0.00192,0.0018,0.00171,0.00165,0.0016,0.00154,0.0014,0.00134,0.00131,0.00124,0.00119,0.00116,0.00115,0.00107,0.00099,0.00096,9e-04,0.00089,0.00085,0.00079,0.00078,0.00075,0.00072,0.00067,0.00066,0.00063,0.00062,0.00057,0.00055,0.00052,5e-04,0.00048,0.00047,0.00044,0.00043,0.00043,0.00038,0.00037,0.00032,3e-04,0.00018,0
global22,0.78631,0.09073,0.0485,0.02152,0.00863,0.0078,0.00614,0.00444,0.00338,0.00267,0.00231,0.00203,0.00185,0.0016,0.00116,0.00104,0.00092,0.00072,0.00069,0.00058,0.00052,0.00046,0.00041,4e-04,0.00037,0.00034,0.00032,3e-04,3e-04,0.00026,0.00023,0.00021,2e-04,0.00017,0.00017,0.00017,0.00015,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,0
global23,0.74115,0.10585,0.04625,0.02603,0.01958,0.01009,0.00855,0.00486,0.00461,0.00398,0.0032,0.00251,0.002,0.00187,0.00177,0.00165,0.0014,0.00116,0.00105,9e-04,0.00081,0.00074,0.00068,0.00066,0.00061,0.00051,0.00047,0.00045,0.00045,0.00041,0.00038,0.00033,0.00032,3e-04,0.00029,0.00028,0.00025,0.00023,0.00022,0.00021,2e-04,0.00019,0.00018,0.00017,0.00015,0.00015,0.00014,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,9e-05,9e-05,8e-05,8e-05,8e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,0
global24,0.79231,0.1049,0.04784,0.01191,0.00849,0.00635,0.00503,0.00376,0.00292,0.00212,0.00177,0.00139,0.00115,0.00101,0.00085,0.00069,0.00064,0.00062,5e-04,0.00046,4e-04,0.00036,0.00035,0.00032,0.00027,0.00026,0.00024,0.00023,2e-04,0.00019,0.00017,0.00017,0.00016,0.00014,0.00013,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0
global25,0.69929,0.11187,0.05448,0.02642,0.01733,0.01259,0.01043,0.00876,0.00706,0.00594,0.00493,0.00389,0.00331,0.00301,0.00224,0.00214,0.00199,0.00186,0.00162,0.00157,0.0015,0.00135,0.00123,0.00112,0.00094,0.00088,0.00087,0.00074,7e-04,0.00065,0.00059,0.00058,0.00052,5e-04,0.00043,0.00041,0.00039,0.00039,0.00035,0.00033,0.00032,0.00031,3e-04,0.00028,0.00026,0.00025,0.00023,0.00021,2e-04,0.00019,0.00018,0.00018,0.00016,0.00015,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,5e-05,4e-05,0
global26,0.6373,0.13928,0.06887,0.04386,0.02727,0.01547,0.01243,0.00791,0.00675,0.00441,0.00413,0.00311,0.00282,0.00259,0.00207,0.00183,0.00166,0.0015,0.0014,0.00121,0.00111,0.00089,8e-04,0.00079,0.00069,0.00064,0.00059,0.00055,0.00051,0.00049,0.00047,0.00041,0.00041,0.00037,0.00034,0.00033,0.00031,3e-04,0.00029,0.00028,0.00025,0.00024,0.00021,2e-04,0.00019,0.00019,0.00017,0.00016,0.00015,0.00014,0.00013,0.00013,0.00012,0.00012,1e-04,1e-04,9e-05,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,3e-05,0
global27,0.67465,0.13262,0.04996,0.03938,0.02115,0.01684,0.01002,0.00847,0.00541,0.00486,0.00363,0.00337,0.00257,0.0022,0.00203,0.00195,0.00176,0.00162,0.0014,0.00116,0.00113,0.00105,0.00101,0.00089,0.00078,0.00074,0.00066,6e-04,0.00058,0.00055,0.00049,0.00043,0.00041,0.00039,0.00036,0.00033,3e-04,0.00029,0.00027,0.00025,0.00023,0.00023,0.00021,0.00018,0.00017,0.00017,0.00016,0.00015,0.00014,0.00014,0.00013,0.00012,0.00011,0.00011,0.00011,1e-04,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,3e-05,0
global28,0.51924,0.18351,0.05098,0.03978,0.0375,0.02314,0.01924,0.01484,0.01365,0.0101,0.00983,0.00684,0.00621,0.00575,0.00496,0.00478,0.00441,0.00371,0.00331,0.00275,0.00229,0.00227,0.00213,0.00197,0.00192,0.00166,0.00161,0.00137,0.0013,0.00121,0.00106,0.00099,0.00092,0.00086,0.00083,0.00077,0.00076,0.00074,0.00069,0.00067,0.00063,0.00061,0.00056,0.00052,0.00049,0.00046,0.00045,0.00043,0.00041,0.00038,0.00036,0.00035,0.00033,3e-04,0.00029,0.00027,0.00026,0.00025,0.00023,0.00022,0.00021,2e-04,0.00018,0.00018,0.00017,0.00015,0.00013,0.00013,0.00012,0.00011,7e-05,0
global29,0.74581,0.10368,0.04772,0.02106,0.01628,0.00864,0.00755,0.00686,0.00571,0.00428,0.00404,0.00283,0.00243,0.00217,0.0017,0.00144,0.00139,0.00121,0.00109,0.00094,9e-04,0.00083,0.00078,7e-04,0.00066,0.00062,0.00053,0.00051,0.00049,0.00044,4e-04,0.00038,0.00036,0.00035,0.00033,0.00028,0.00027,0.00025,0.00025,0.00024,0.00023,0.00021,0.00021,0.00019,0.00019,0.00018,0.00016,0.00016,0.00015,0.00014,0.00013,0.00013,0.00012,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,0
global30,0.4313,0.11981,0.11441,0.08589,0.03823,0.02648,0.02261,0.02169,0.01758,0.01277,0.0119,0.0084,0.00826,0.00745,0.00659,0.00582,0.00463,0.00419,0.00386,0.00334,0.00316,0.00301,0.00287,0.00273,0.00234,0.00203,0.0019,0.00181,0.00162,0.00148,0.00145,0.00138,0.00119,0.00114,0.00106,0.00103,0.00098,0.00096,0.00083,0.00082,8e-04,0.00071,0.00067,0.00065,0.00061,0.00055,0.00053,0.00049,0.00049,0.00044,0.00042,0.00041,0.00038,0.00036,0.00035,0.00031,0.00029,0.00028,0.00025,0.00024,0.00022,2e-04,0.00019,0.00019,0.00017,0.00016,0.00015,0.00013,0.00012,0.00011,1e-04,0
global31,0.7288,0.12946,0.04491,0.02091,0.01507,0.01235,0.00928,0.00519,0.00436,0.00361,0.00299,0.00261,0.00224,0.00171,0.00149,0.00143,0.00123,0.00108,0.00098,0.00093,0.00069,0.00062,6e-04,0.00054,0.00052,0.00047,0.00041,4e-04,0.00036,0.00034,0.00033,0.00028,0.00027,0.00023,0.00022,0.00021,0.00018,0.00018,0.00017,0.00016,0.00015,0.00015,0.00014,0.00013,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,0
global32,0.75784,0.0863,0.06224,0.01808,0.01244,0.00879,0.0068,0.00614,0.00433,0.00411,0.00342,0.00278,0.00268,0.00229,0.00192,0.0018,0.00135,0.00126,0.00119,0.00118,0.0011,0.00087,0.00081,0.00075,0.00067,0.00066,0.00061,0.00051,0.00051,0.00046,0.00043,0.00038,0.00036,0.00032,0.00032,3e-04,3e-04,0.00025,0.00024,0.00021,0.00021,2e-04,0.00018,0.00017,0.00017,0.00016,0.00014,0.00014,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,2e-05,2e-05,0
global33,0.65565,0.1068,0.07159,0.03918,0.0182,0.01567,0.01278,0.00898,0.0071,0.00653,0.00541,0.00528,0.00472,0.00378,0.00318,0.00278,0.00243,0.00228,0.00199,0.00193,0.00189,0.00167,0.00158,0.00137,0.00111,0.00106,0.00093,0.00089,0.00084,0.00081,0.00075,0.00075,7e-04,0.00062,0.00061,0.00053,5e-04,0.00048,0.00042,0.00038,0.00037,0.00037,0.00034,0.00032,3e-04,0.00028,0.00028,0.00026,0.00025,0.00024,0.00023,0.00023,0.00021,2e-04,0.00018,0.00018,0.00017,0.00016,0.00014,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,9e-05,8e-05,8e-05,6e-05,4e-05,0
global34,0.70173,0.14613,0.06067,0.01951,0.01645,0.0126,0.00837,0.00571,0.00308,0.0028,0.00223,0.00217,0.00165,0.00148,0.00145,0.00119,0.00113,0.00092,0.00084,0.00075,0.00067,0.00066,0.00061,0.00055,0.00051,0.00046,0.00041,0.00038,0.00034,0.00031,0.00029,0.00028,0.00025,0.00024,0.00023,2e-04,0.00019,0.00019,0.00017,0.00015,0.00014,0.00014,0.00013,0.00013,0.00012,0.00011,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,0
global35,0.73001,0.09156,0.06875,0.02792,0.01643,0.00938,0.00737,0.00616,0.00557,0.00408,0.00304,0.00284,0.00253,0.00216,0.00197,0.00166,0.00146,0.00139,0.00129,0.00092,0.00088,0.00083,0.00077,0.00072,7e-04,0.00065,6e-04,5e-04,5e-04,0.00048,0.00043,4e-04,0.00037,0.00034,0.00033,3e-04,0.00029,0.00027,0.00026,0.00025,0.00025,0.00023,0.00022,0.00021,2e-04,0.00018,0.00016,0.00016,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,0.00011,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,3e-05,0
global36,0.78742,0.09819,0.05162,0.0194,0.00865,0.00745,0.00621,0.00342,0.00232,0.00187,0.00168,0.0014,0.00104,0.00082,0.00071,7e-04,0.00061,0.00052,0.00048,0.00041,0.00039,0.00036,0.00033,0.00029,0.00029,0.00026,0.00022,2e-04,0.00019,0.00018,0.00016,0.00014,0.00014,0.00013,0.00012,0.00012,0.00011,0.00011,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0
global37,0.73611,0.08298,0.07053,0.01976,0.01817,0.01201,0.00902,0.00643,0.00564,0.00467,0.00379,0.00321,0.00249,0.00212,0.00189,0.00183,0.0015,0.00134,0.00115,0.00109,0.00101,0.00086,0.00074,0.00072,0.00069,0.00065,0.00063,6e-04,0.00056,0.00046,0.00045,0.00043,0.00041,0.00038,0.00037,0.00035,0.00033,0.00029,0.00028,0.00027,0.00026,0.00025,0.00024,0.00022,0.00021,0.00021,0.00019,0.00018,0.00017,0.00016,0.00015,0.00013,0.00013,0.00012,0.00012,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,0
