global_cluster5_ccf1_oni,global_cluster5_ccf1_pdo,global_cluster5_ccf1_npo,global_cluster5_ccf3_npo,global_cluster6_ccf1_oni,global_cluster7_ccf1_nao,global_cluster8_ccf1_pdo,global_cluster8_ccf1_npo,global_cluster11_ccf1_oni,global_cluster13_ccf1_npgo,global_cluster16_ccf1_nao,global_cluster17_ccf1_oni,global_cluster18_ccf1_npgo,global_cluster18_ccf2_nao,global_cluster20_ccf1_nao,global_cluster21_ccf1_nao,global_cluster24_ccf1_oni,global_cluster27_ccf3_nao,global_cluster28_ccf1_oni,global_cluster52_ccf2_oni,global_cluster52_ccf2_npgo,global_cluster53_ccf1_oni,global_cluster53_ccf2_oni,global_cluster53_ccf2_pdo,global_cluster53_ccf2_npgo
0.0728247998711215,0.0467214542019085,-0.00174101722186259,0.00068938939332593,-0.113164037105604,0.0066103920265594,0.0523717695398924,0.110421727247769,-0.162340602273477,-0.0294850360595714,0.0446626026808285,-0.165499580291923,0.0298445742958609,-0.0172851911518146,-0.00568118900961738,0.0875253009893718,-0.0703509005283439,0.213041820795585,0.0624976170632564,-0.0515016825199494,0.122774830652914,-0.0583437824567175,0.00448256923563461,-0.0915214842236477,-0.0587362259251308
0.0508931227133407,-0.0179796166347286,0.0554952792507899,0.0160387036130203,0.188832870804917,-0.0954690726722381,-0.0322177277773057,0.0361122508149852,0.0777104011892978,-0.00369553402442771,-0.267805878727933,0.0304315344920175,-0.0157250425044672,-0.0153499808110874,0.122692680830974,-0.130484405981738,0.0374782974136055,0.0309500546010419,0.0299343848794725,-0.113582160249386,0.0798270652677793,-0.0548904661165157,-0.135125154466376,-0.158606781777292,0.069042177351654
0.207569549829402,0.0254687385845844,0.0920964005467192,0.0799688258664725,0.285897220082839,0.0475823893078358,-0.0100956929279301,0.152059587004742,0.051660218691696,0.146734084742346,-0.0990793843431266,0.0117994498675697,0.121881199696118,-0.117152361971676,-0.213272539021496,0.0897179886454811,0.120849071169282,0.0282064413549161,-0.0558824389497554,0.0302870625370367,0.00926403165176674,0.027718377100587,0.0855172870038647,-0.0391677812947292,0.0922923405831694
-0.0378157763087369,0.0691887296361551,0.222415616008421,-0.010539959620649,-0.170312367002199,0.0229088021426742,-0.0999413670485425,0.0554626991586964,-0.179389420800083,0.250673505529764,-0.227813827188447,-0.180344425698396,0.208278126787519,-0.0154175765620685,0.104622442297476,-0.27945455905262,0.164718686288151,-0.116156428424682,0.168532736901723,-0.169549184850275,-0.0378457245413611,-0.0221385249377542,0.113033587995364,-0.130657927026932,0.215260283244351
-0.0473890891967991,0.152805330316483,-0.0826701599866428,-0.00908170678093416,-0.462280197142706,0.217810592868842,-0.239066051095777,0.0859535045880208,-0.163185539498105,0.340966739837865,0.202374634924514,-0.371830216308958,0.417979120819339,0.408384037146403,0.0360089556183638,0.19215644687594,-0.0377294043223546,0.109157840453821,0.253910749374386,-0.131179387234429,-0.101318088439291,0.114724076396357,-0.121272551007555,-0.383688490003395,0.333682298281625
0.466347168888488,0.427328474308765,-0.438578574546001,-0.473034234882615,0.00796680029402822,-0.419791508673851,-0.492682052128445,0.481698848136739,0.526241930989014,0.407672078118461,-0.435537885549725,0.325712994237881,0.332506015338267,-0.0394664139128384,0.441596951262762,-0.520543064010984,-0.477738277422101,-0.438985094374147,-0.217448266236941,0.126327905780516,-0.264207807550087,0.29608228297741,-0.512219598094104,-0.401274894383963,0.462550110430167
0.372955024895883,0.171751873677186,0.128850084929879,-0.0859674888798142,0.256394274702167,-0.0566077801918861,-0.178943337239015,0.00483730182001938,0.454264391934834,0.130134158541908,0.121554263269455,0.69482823385709,0.10305542822843,-0.000540647294437746,0.147091549846684,0.10095224810106,-0.0281125735444671,-0.287272703196312,-0.406132676285668,0.404703645974016,-0.401886383990573,-0.490189601930803,-0.245207682976386,-0.175572501395458,0.240070874874187
-0.133042601326348,-0.0392318755467012,-0.0306969140241245,0.143679525953264,-0.188591840712336,-0.169515941352526,-0.0902333246403203,0.0219402275341546,-0.276413187693564,0.136999699680222,0.0270214588679626,-0.136815445241029,0.0023229515636116,-0.0237251675423855,0.0999789455734468,-0.200502207143376,0.0383480534493182,-0.0083652788231649,0.240122709073243,-0.018669409808738,-0.183194456099584,-0.00433723186445585,0.0822032564671565,0.129950066897223,-0.0618095336876269
-0.242488685130313,-0.0668716833079402,-0.0195084574004935,0.0199083721206758,-0.151240035116338,-0.227291999887224,0.0269059091870129,-0.0737209037433804,-0.101176156830295,0.124848474998756,-0.0360515853675469,-0.171419338528337,-0.0399790280223214,-0.0156137340213764,0.0392697240871216,-0.0765684274910617,0.0335299140341655,-0.071760865805935,0.0546560972530613,-0.148429012721539,-0.0613750216493862,0.0769766884430321,0.0877768791558436,0.275987119239334,-0.253111117667729
-0.0864109885292808,-0.0807344372998562,-0.0159726104328041,-0.0738626839814231,-0.055323125148577,0.275121860926442,0.167263362709768,-0.0221846982224749,0.203966974521508,-0.0487472837555408,-0.01743872630557,-0.0168389756520371,-0.0607699849858817,0.0463594009838105,-0.0343610428485811,0.0517955008758626,0.0370950401765661,0.0388636256749141,-0.0646860604486196,-0.0491316009702387,-0.0355541830889029,-0.0470571385144305,0.109044512206607,0.118708202337448,-0.317472182068174
