pc.Variables,pc.Importance
rlds,5.38977743987279
hurs,5.07497499879927
tasmin,4.79293421936795
tas,2.86143091617804
pr,2.62804488878714
tasmax,2.4163879143504
sfcwind,1.94969505410945
ps,0.471005159014322
PC1,-1.24311287292607
PC3,-1.4860292985952
rsds,-2.57341375160897
