pc.Variables,pc.Importance
tas,4.44506305698874
tasmin,3.45031621219803
tasmax,2.78737298768001
pr,2.70100253616582
rlds,2.56249363020445
sfcwind,2.22800571759311
PC2,1.72892116630079
rsds,0.580847596206038
hurs,0.26089198840733
PC1,-2.35531962199512
ps,-6.32457437295081
