pc.Variables,pc.Importance
sfcwind,10.8125301780425
tasmax,3.67845712733601
tasmin,2.85865903427535
tas,2.37981598593295
rlds,1.82356674755216
hurs,1.80165460152471
ps,1.41624734356534
pr,0.710002848460638
rsds,0.341369293698783
PC1,-1.69198405272453
PC2,-5.65921640979736
