pc.Variables,pc.Importance
pr,11.5944687282487
tasmax,10.6798893908256
hurs,10.3365249933996
tasmin,9.64666030237176
tas,9.03635915386093
rlds,6.83948991188031
ps,5.45244768973998
sfcwind,3.95840409917762
rsds,2.63051243756403
PC3,0.513048419142164
PC2,-2.10328136396831
