pc.Variables,pc.Importance
hurs,8.24433041278474
tas,5.70526932250643
tasmax,5.25132195881364
pr,4.7377839167942
sfcwind,4.48896358220041
ps,4.0679289498479
rsds,3.73255460193083
tasmin,2.62487398375187
PC1,1.03447651217139
rlds,0.0430805706408353
PC2,-0.0505141744347556
