pc.Variables,pc.Importance
tasmax,13.713191942445
tas,11.964614477752
rsds,11.322827345893
rlds,10.4385394243502
tasmin,8.69851788503546
pr,5.59525887439852
sfcwind,5.3240639446244
hurs,5.28445698024765
PC2,-0.504807614135211
ps,-0.952425891678823
PC3,-3.29007683480482
