pc.Variables,pc.Importance
rsds,8.33246625373288
pr,6.57434011447866
tas,3.89696435394001
tasmax,2.85182897616095
tasmin,2.65790407990425
rlds,0.36379741653349
hurs,0.307164207858167
PC1,-0.0138624088615293
PC3,-0.823775990574734
ps,-1.53837549789232
sfcwind,-2.2277918277774
