pc.Variables,pc.Importance
rsds,6.59249927325169
ps,4.68112209001652
tas,4.23440164474138
rlds,3.79191388818948
tasmax,2.93170716682091
pr,2.87014388900149
tasmin,2.73652298710513
PC1,1.99293103849108
sfcwind,1.44544700089378
hurs,0.832403581331813
PC3,-3.36738536825734
