pc.Variables,pc.Importance
sfcwind,10.9132869686432
pr,9.43739265896227
ps,8.01554762695735
rlds,5.30358751644883
rsds,5.28451012278213
tasmin,5.00891943078591
hurs,4.98636893995594
tasmax,4.9386311745121
tas,4.47343384135854
PC3,3.58052701956672
PC1,1.41003568492536
