global_cluster2_ccf2_pdo,global_cluster3_ccf1_oni,global_cluster3_ccf2_oni,global_cluster4_ccf3_pdo,global_cluster6_ccf1_oni,global_cluster6_ccf1_pdo,global_cluster7_ccf1_nao,global_cluster10_ccf1_nao,global_cluster10_ccf1_npgo,global_cluster14_ccf2_npgo,global_cluster16_ccf2_npo,global_cluster18_ccf3_pdo
0.0370554441791059,-0.130658220394613,0.091065121881741,-0.156967707576505,-0.0431475256157055,0.0909538679915506,-0.0201120428977029,-0.0255551645849621,0.0161756864631994,-0.0265204852733149,0.124162225589974,0.0996727222393127
0.0422161248217195,0.0829550277852022,-0.0105904432487372,-0.173800743574565,0.12426673792932,0.150649945569409,-0.0487963974494538,-0.0315991704580818,0.0137742106023439,-0.221671315688057,-0.0379848140428508,0.137628209910117
0.0118710827462596,0.0472458385947289,0.0392717995149909,-0.0446786958249121,-0.0504565961499362,0.0693517098543649,-0.0414303590371947,0.0455812770430758,0.180352833090006,-0.337596786252288,-0.00596221028901832,0.0214633918147059
0.0123924134262114,-0.205692763143948,-0.127816485408525,0.145594533930529,0.0460278386494365,-0.0669927398760493,-0.080598332587406,-0.112032342169184,0.272505026319545,-0.4010262672842,-0.00626737892974133,-0.0932304202089865
-0.0577866291728432,-0.282616261281372,0.140665563482534,0.366683601408094,-0.0859963426580187,-0.208063520140932,0.121126904451678,0.139631869099406,0.437167897738594,-0.256482002199756,-0.0569802545947406,-0.401932432232495
-0.196249990328763,0.443487819710585,0.465587874390989,0.440820991218731,-0.45585244491431,-0.419447920373509,-0.513681553936589,-0.408094181440655,0.342960898144847,-0.181092905638106,-0.0454353615535879,-0.335254439921068
-0.405274302651791,0.598566486400009,-0.163139469854726,0.0329042694824772,-0.151610583421794,-0.230427965577994,-0.0677256137541067,0.0592824097729522,0.0139294347641431,-0.112636340069284,-0.466697830231227,-0.210536786987662
-0.245212450825353,-0.287729413840715,-0.166840772790739,-0.0516270957889194,0.035041880511127,-0.0490298742429672,-0.0326606233273661,-0.207558755745,-0.00449296583578128,-0.0195643249938424,-0.0186434827246405,0.0980846490928892
-0.0124073774496009,-0.128354206680999,-0.0954768417523047,-0.0408680678519628,0.0385428055118981,-0.0346991401711797,-0.102084898321877,-0.106383542822274,-0.110900335718888,0.0829754490261452,-0.138478966445894,0.0920609807759033
-0.078992194058459,0.108090726479137,0.147149724122428,0.0211841151330854,0.11215842493018,0.00675803951620477,0.0449317725797418,0.0485953504564351,-0.0287900117356565,0.0935884978020742,-0.101953690336023,0.0130571336776522
0.080062337712361,0.00702811411735807,-0.0283951344430105,-0.0290835408440046,-0.00328562000301664,0.0920473552442548,-0.0122636416969496,-0.0673353510720921,-0.106992833716509,0.108334680170697,0.156129524963128,-0.0633465697891857
