"","year","PC1","PC2","PC3","tas","hurs","pr","ps","rsds","rlds","sfcwind","tasmax","tasmin"
"1",1950,-7.29285824088913,8.10206728395176,12.956651178421,270.018048451654,71.4760989652081,1.63351774023903e-05,96559.2439228666,144.350116095044,254.026006067188,3.60379609941005,275.576632203614,265.524474914446
"2",1951,-11.9529927288812,-12.4548071742617,4.0924095803305,270.910098826701,72.5888512580309,1.72076331656572e-05,96538.7539866531,141.265070233091,257.404285934736,3.58896566132534,276.22932360798,266.570259107325
"3",1952,11.1951091180584,10.9593871618949,-0.433100793011607,272.902508010995,71.2886180223364,1.7614163765301e-05,96409.9092651158,138.555523154257,263.910034938701,3.57109396637611,278.301362235591,268.641282227191
"4",1953,17.2707110720347,2.69067733523998,13.0739425027716,272.975193501337,69.8747025877493,1.55809214613162e-05,96393.4584584048,143.55511630338,262.305351466707,3.61232547244731,278.592532018855,268.548668130184
"5",1954,-20.7263224174758,-36.8577182137615,12.2840347622082,272.223750826016,70.7957966020954,1.75221160096802e-05,96502.7890960013,139.784527976558,261.10866597668,3.65001575390634,277.714169667475,267.866938831467
"6",1955,22.6228387172875,-29.409021347989,-10.3230463222816,271.238891051932,69.8270972597047,1.7294717965863e-05,96448.8187714408,144.457731217504,257.248759274622,3.69686905372613,277.018110507553,266.685031321609
"7",1956,-24.0566174366003,14.3094274167133,-9.54963187420074,271.421570373849,71.9605883374222,1.78670881214951e-05,96552.0138695326,141.625517967839,259.372226224346,3.60611384994579,276.778617008268,267.076717343993
"8",1957,2.23484748344911,-1.60651121514572,-5.28137460662612,272.018725962827,71.7367357479769,1.70454153412034e-05,96479.6836473521,141.83807363232,260.97913730942,3.60330215970607,277.535061033062,267.585420166853
"9",1958,11.6285753200585,32.2617416861397,-0.736802854342288,272.822379215299,70.5701177508712,1.74164785775954e-05,96512.8638172706,139.944862633995,263.912640056316,3.51751207732827,278.142421689696,268.579977804351
"10",1959,-51.8063102096498,5.75208831910915,-9.10430606514216,271.224937190322,73.8104959164026,2.1522449923759e-05,96450.0976227487,136.977281554077,259.477069730415,3.66879657038694,276.481275764583,267.025741524803
