index,region,cluster,pc,cor
oni,Africa,1,1,0.394152921602352
pdo,Americas,1,1,0.265235605039489
npgo,Antarctica,1,1,0.259094306525646
nao,Asia,1,2,0.249751602391833
pdo,Europe,1,2,0.238521921643568
npo,Oceania,1,2,0.288220288927354
pdo,Africa,1,3,0.281823934747164
iod,Americas,1,3,0.231241816727926
npo,Antarctica,1,3,0.266154395160654
oni,Asia,2,1,0.28860413983412
pdo,Europe,2,1,0.307356578467162
oni,Oceania,2,3,0.265816158002209
nao,Africa,2,3,0.324165924995449
iod,Americas,2,3,0.273765949771156
npgo,Antarctica,2,3,0.324390896390408
npo,Asia,2,3,0.237000799285525
nao,Europe,3,2,0.364689692105238
pdo,Oceania,3,2,0.341599005558292
iod,Africa,3,2,0.275690781490502
npgo,Americas,3,2,0.349568838350849
oni,Antarctica,3,3,0.268363671771979
npgo,Asia,3,3,0.376560425062649
npo,Europe,3,3,0.246707472744792
oni,Oceania,4,1,cor04
pdo,Africa,4,1,cor04
iod,Americas,4,1,0.286823952537795
npgo,Antarctica,4,1,0.316418609080384
npo,Asia,4,1,cor04
npo,Europe,4,2,0.26272292515926
oni,Oceania,4,3,0.311750759126566
npgo,Africa,4,3,0.290142108073078
oni,Americas,5,1,0.371787383792266
nao,Antarctica,5,1,cor04
npgo,Asia,5,1,0.272035391990945
npo,Europe,5,1,0.239810816014389
oni,Oceania,5,2,0.307498591027794
pdo,Africa,5,2,0.291003536627454
npo,Americas,5,2,0.313286012287735
oni,Antarctica,5,3,0.232786494005407
nao,Asia,5,3,0.249234953235805
npo,Europe,5,3,0.265818759474453
oni,Oceania,6,1,0.251889877498593
nao,Africa,6,1,cor04
npgo,Americas,6,1,cor04
npo,Antarctica,6,1,0.324346785337407
nao,Asia,6,2,0.242874164164674
oni,Europe,6,3,0.2513527385191
nao,Oceania,6,3,0.23724434741447
pdo,Africa,6,3,0.329310666578614
oni,Americas,7,1,cor04
nao,Antarctica,7,1,0.274119921688757
pdo,Asia,7,1,0.318560399945637
iod,Europe,7,1,0.263182487547007
npgo,Oceania,7,1,0.288362389858518
npo,Africa,7,1,0.310895618617924
nao,Americas,7,2,0.257723300389775
pdo,Antarctica,7,2,0.284747226801799
npo,Asia,7,2,0.246079208893343
oni,Europe,7,3,0.31090989140362
iod,Oceania,7,3,0.3419804611023
npo,Africa,7,3,0.235853354508373
nao,Americas,8,1,0.234894213178495
pdo,Antarctica,8,1,0.309627626263832
iod,Asia,8,1,0.233508164442018
npgo,Europe,8,2,0.257226011848365
npo,Oceania,8,2,0.325024064796002
oni,Africa,8,3,0.237589522911851
iod,Americas,8,3,0.265254424811042
oni,Antarctica,9,1,0.250782359294694
iod,Asia,9,1,0.321931783635951
oni,Europe,9,2,0.274084874701237
nao,Oceania,9,2,0.262848371510442
npgo,Africa,9,2,0.254350442035528
npo,Americas,9,2,0.254835542328701
oni,Antarctica,10,1,cor04
nao,Asia,10,1,0.280400787627234
npgo,Europe,10,1,0.29132308346248
npo,Oceania,10,1,0.309304933149223
