pc.Variables,pc.Importance
hurs,8.64683964127598
rsds,5.11481665368773
tas,4.19963074284829
tasmax,3.60076206581123
tasmin,2.48450515630756
pr,2.43327327697249
rlds,1.81159483933864
ps,1.78581180558195
sfcwind,0.884331076629472
PC3,-0.366276147168839
PC1,-2.12334892036033
