global_cluster6_ccf1_oni,global_cluster6_ccf1_pdo,global_cluster6_ccf1_npo,global_cluster7_ccf2_oni,global_cluster7_ccf2_pdo,global_cluster7_ccf3_npo,global_cluster8_ccf1_oni,global_cluster9_ccf1_nao,global_cluster10_ccf1_pdo,global_cluster10_ccf1_npo,global_cluster13_ccf1_oni,global_cluster15_ccf1_npgo,global_cluster18_ccf1_nao,global_cluster19_ccf1_oni,global_cluster19_ccf3_oni,global_cluster20_ccf1_npgo,global_cluster20_ccf2_nao,global_cluster21_ccf3_iod,global_cluster21_ccf3_npgo,global_cluster23_ccf1_oni,global_cluster24_ccf1_nao,global_cluster25_ccf1_nao,global_cluster28_ccf1_oni,global_cluster31_ccf3_nao,global_cluster32_ccf3_oni,global_cluster32_ccf3_pdo,global_cluster46_ccf2_npgo,global_cluster60_ccf2_oni,global_cluster60_ccf2_npgo,global_cluster61_ccf1_oni,global_cluster61_ccf2_oni,global_cluster61_ccf2_pdo,global_cluster61_ccf2_npgo
0.00635642384556559,0.0172495610813188,0.0318009639253672,0.176318999502227,0.106047172791433,-0.0666671439066203,-0.113164037105604,0.00661039202655933,0.0523717695398925,0.110421727247769,-0.162340602273477,-0.0294850360595713,0.0446626026808286,0.197729690828362,0.0378104447829247,0.0298445742958609,-0.0172851911518146,-0.4317286726604,0.251285700272451,-0.134622896681116,-0.00568118900961746,0.0875253009893717,-0.070350900528344,0.213041820795583,0.0313825202599486,0.0688684759927226,-0.0186912990281253,-0.0515016825199496,0.122774830652915,-0.0583437824567175,0.00448256923563458,-0.0915214842236478,-0.0587362259251308
0.03793545593021,-0.0241186405680867,0.115975545856763,0.00552404017495776,0.09169470536704,0.00976345824941477,0.188832870804917,-0.0954690726722381,-0.0322177277773056,0.0361122508149851,0.0777104011892978,-0.00369553402442771,-0.267805878727933,-0.0657274299730379,0.135628541209743,-0.0157250425044672,-0.0153499808110875,-0.326986020174886,0.328466461848934,0.0120716424107612,0.122692680830974,-0.130484405981738,0.0374782974136055,0.0309500546010426,0.234288394602125,0.212640883424948,-0.387862487530018,-0.113582160249386,0.0798270652677795,-0.0548904661165157,-0.135125154466376,-0.158606781777292,0.0690421773516539
0.224178703123147,0.0884359963778835,0.0184919485714807,0.146257237095614,0.107739100866896,0.0244960624007419,0.285897220082839,0.0475823893078358,-0.01009569292793,0.152059587004742,0.051660218691696,0.146734084742346,-0.0990793843431266,-0.0303067635253857,0.0199363412090697,0.121881199696118,-0.117152361971676,-0.189718902784746,0.314111049912745,0.00184378074786846,-0.213272539021496,0.0897179886454811,0.120849071169282,0.0282064413549159,-0.0625446761509064,0.0803240629312465,-0.455908553767634,0.0302870625370365,0.00926403165176687,0.027718377100587,0.0855172870038648,-0.0391677812947292,0.0922923405831694
0.0115114133077539,0.0175364305284027,0.259516038791416,0.0459228052981362,-0.00129708843330823,-0.0990252269152667,-0.170312367002199,0.0229088021426743,-0.0999413670485424,0.0554626991586963,-0.179389420800083,0.250673505529764,-0.227813827188447,0.146956498597147,-0.151767742605671,0.208278126787519,-0.0154175765620685,-0.284286072668009,0.264079876977889,-0.181580683241039,0.104622442297476,-0.27945455905262,0.164718686288151,-0.116156428424682,-0.103414040947635,0.0900721523128302,-0.295206958024022,-0.169549184850275,-0.037845724541361,-0.0221385249377542,0.113033587995364,-0.130657927026932,0.215260283244351
-0.0968038302354747,0.121104039378313,-0.0370122458951578,-0.0542606003666237,-0.298888361985894,0.103322969197373,-0.462280197142706,0.217810592868842,-0.239066051095777,0.0859535045880206,-0.163185539498105,0.340966739837865,0.202374634924514,0.340763442310013,-0.0558496327342046,0.417979120819339,0.408384037146403,-0.405770991845197,0.420976383925134,-0.357276984810127,0.0360089556183638,0.19215644687594,-0.0377294043223547,0.10915784045382,0.0430275155694877,0.286009405817734,-0.244878625311617,-0.131179387234429,-0.101318088439291,0.114724076396357,-0.121272551007555,-0.383688490003395,0.333682298281625
0.448443772611745,0.427324144081859,-0.404517643949891,-0.451856990161083,-0.440067403989175,-0.482875670371205,0.00796680029402816,-0.419791508673851,-0.492682052128445,0.481698848136739,0.526241930989013,0.407672078118461,-0.435537885549725,-0.109437173220791,-0.11413579849806,0.332506015338267,-0.0394664139128381,-0.340652791362291,0.406731391614616,0.399753377094102,0.441596951262762,-0.520543064010984,-0.477738277422101,-0.438985094374148,0.482895793860018,0.43188554938398,-0.0964755428779189,0.126327905780516,-0.264207807550087,0.29608228297741,-0.512219598094105,-0.401274894383963,0.462550110430167
0.413171330405583,0.238200177515705,0.116529072171064,-0.270374765929877,-0.113061720032911,-0.0781779278222861,0.256394274702167,-0.0566077801918861,-0.178943337239015,0.00483730182001943,0.454264391934834,0.130134158541908,0.121554263269455,-0.641895726450066,-0.379329955797309,0.10305542822843,-0.000540647294437707,-0.143480002504083,0.243839923985698,0.65866353335393,0.147091549846684,0.10095224810106,-0.028112573544467,-0.287272703196313,0.274236224316302,0.137227179579333,0.0541759910055647,0.404703645974016,-0.401886383990574,-0.490189601930803,-0.245207682976386,-0.175572501395458,0.240070874874187
-0.136553605107615,-0.0460279701383317,0.0353951676022337,0.185682869731317,0.159234844765693,0.177326691339012,-0.188591840712336,-0.169515941352526,-0.0902333246403203,0.0219402275341546,-0.276413187693564,0.136999699680222,0.0270214588679626,0.127876676577538,-0.414143780535528,0.00232295156361161,-0.0237251675423853,-0.266591185147324,0.0293683236612052,-0.136708183695141,0.0999789455734468,-0.200502207143376,0.0383480534493182,-0.00836527882316568,-0.320304110729754,-0.0620782397139296,0.019624417906243,-0.0186694098087383,-0.183194456099584,-0.00433723186445592,0.0822032564671565,0.129950066897223,-0.0618095336876268
-0.225403022314175,-0.0709986992562524,-0.0732458199208587,0.188263105274853,0.159460586507564,0.0197828986847284,-0.151240035116338,-0.227291999887224,0.0269059091870129,-0.0737209037433804,-0.101176156830295,0.124848474998756,-0.036051585367547,0.0561083334254347,-0.0587280830469331,-0.0399790280223214,-0.0156137340213764,-0.1919375984426,-0.0856632871084071,-0.213373957807414,0.0392697240871216,-0.0765684274910617,0.0335299140341655,-0.0717608658059352,-0.122349078303807,-0.25127877404048,0.12727636447683,-0.148429012721539,-0.0613750216493862,0.0769766884430322,0.0877768791558436,0.275987119239334,-0.253111117667729
0.00659109621262911,-0.0857266806794298,0.0820576097195417,-0.00510009909449737,0.00325108866060877,0.00816794646037494,-0.0553231251485769,0.275121860926442,0.167263362709768,-0.0221846982224749,0.203966974521508,-0.0487472837555409,-0.01743872630557,-0.00517476733431817,0.0908869956945954,-0.0607699849858818,0.0463594009838105,-0.1093061380433,-0.170350494899543,-0.026304172634866,-0.0343610428485811,0.0517955008758626,0.0370950401765661,0.0388636256749141,-0.144433415363124,-0.232944768722681,0.170706881714037,-0.0491316009702386,-0.035554183088903,-0.0470571385144304,0.109044512206607,0.118708202337448,-0.317472182068174
