pc.Variables,pc.Importance
rsds,4.75642318859717
rlds,4.68337068639523
tasmin,4.33536679594381
ps,4.1493851898587
tas,4.09974194462575
tasmax,3.35124160918334
pr,1.74149703083737
hurs,-1.58817108010862
PC1,-1.8562874264723
PC2,-2.19979238373288
sfcwind,-2.39327995235857
