global_cluster2_ccf1_oni,global_cluster3_ccf1_oni,global_cluster3_ccf1_nao,global_cluster3_ccf2_oni,global_cluster4_ccf1_oni,global_cluster4_ccf1_pdo,global_cluster4_ccf1_npo,global_cluster5_ccf1_nao,global_cluster5_ccf1_npgo
0.0572032747685007,-0.208783613333748,-0.0167827062018783,-0.0744657025870378,0.0854984079595206,0.0636582038640396,-0.0363088105091224,0.00418863172180115,-0.022451339242194
-0.19609396681209,0.0307461440955715,-0.0828699556305181,-0.091908933735369,0.0613913522903313,-0.0330728339211493,0.0228487503962688,-0.113559994438517,-0.0124298311269747
-0.114869307772725,0.141131059485478,0.0339076221034939,0.184800149361908,0.147461918383681,-0.00725185816242778,0.0756000309682596,0.0860927168815003,0.13462452946484
0.192958231001182,-0.198890569053605,0.00775963624896759,0.0410307854471152,-0.0932828572581276,0.0766915745697502,0.114734649423918,-0.0158442520732848,0.238982728494803
0.395817340409665,-0.36774720822566,0.192090564909605,-0.0318690758128274,-0.0205866372678474,0.176691576568954,-0.183632789321634,0.0931035430764442,0.430365459781791
-0.110494387188123,0.310001890266348,-0.420526772889812,-0.402566206134159,0.470000847575386,0.400147749824835,-0.450441490684607,-0.482244178569599,0.380478895828516
-0.454325094463019,0.543587625786612,0.0148664436769116,-0.29429734830314,0.328338996621862,0.272246935137327,0.0102573331479602,-0.107241313216841,0.0262262973516523
0.0782747808940607,-0.239476412150265,-0.0163975426599974,-0.00774333641074687,-0.120059163344979,0.105756683764448,-0.112987612444857,-0.218182972226406,0.0504150472625954
0.0938329103346171,-0.147450809674291,-0.108449138929909,0.0214756503482391,-0.187751311198117,0.0488012328953993,-0.0517015719062993,-0.250339765201332,0.0570218831562305
-0.0468531182011548,0.0773588961988592,0.113817684162229,0.0975233691372964,-0.0365295832839365,-0.0211956263004394,0.0150542764992303,0.166309455398648,-0.0179032081388419
-0.00100348115687412,-0.0732880658967301,0.0763420848809457,-0.152407166256677,-0.10447125018634,-0.104496233486895,-0.0725571656071668,-0.107138543871636,-0.0969551349660147
