pc.Variables,pc.Importance
pr,6.91989577290631
sfcwind,5.07716771480976
rsds,4.88197066137704
hurs,4.07920764873303
tas,2.76235683044392
ps,1.76126955015977
tasmin,0.978794954991355
tasmax,0.56221676422996
rlds,0.0186233552871596
PC1,-0.173976063498336
PC3,-0.950765843716147
