,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72
global11,0.24215,0.13161,0.09483,0.06867,0.05296,0.03779,0.03111,0.02593,0.02413,0.02147,0.02015,0.01625,0.01526,0.01302,0.01228,0.01106,0.00996,0.0098,0.00943,0.00873,0.00792,0.00727,0.00665,0.00642,0.00635,0.00555,0.0054,0.00517,0.00468,0.00447,0.00401,0.00394,0.00379,0.0035,0.00346,0.00331,0.00318,0.00314,0.00295,0.00281,0.00277,0.0026,0.00247,0.00238,0.00225,0.00221,0.00219,0.00216,0.00207,0.00197,0.00191,0.00174,0.00164,0.00162,0.00156,0.00154,0.00147,0.00143,0.00137,0.00134,0.00121,0.00121,0.00116,0.00107,0.00103,0.00097,0.00096,0.00091,0.00086,0.00072,0.00066,0
global12,0.51679,0.10042,0.05743,0.05136,0.03119,0.0238,0.02109,0.01733,0.01713,0.01242,0.01149,0.01005,0.00789,0.00759,0.0069,0.00644,0.00621,0.005,0.00468,0.00467,0.00428,0.00419,0.00398,0.00356,0.00339,0.00326,0.00311,0.00285,0.00274,0.00269,0.00252,0.00225,0.00224,0.00213,0.00203,0.00198,0.00189,0.00181,0.00176,0.00162,0.00152,0.00148,0.00141,0.00136,0.00127,0.00122,0.00112,0.0011,0.00107,0.00103,0.00095,0.00092,0.00089,0.00088,0.00083,0.00081,0.00077,0.00073,0.00071,0.00069,0.00065,6e-04,0.00058,0.00057,0.00051,0.00047,0.00046,0.00041,0.00037,0.00028,0.00021,0
global13,0.47057,0.13812,0.07273,0.05444,0.04185,0.02547,0.01716,0.01555,0.01352,0.01241,0.01214,0.00979,0.00882,0.00778,0.00644,0.00609,0.00554,0.00515,0.00459,0.0044,0.00395,0.00365,0.00346,0.00327,0.00296,0.0028,0.00258,0.0025,0.00239,0.00213,0.002,0.00192,0.00184,0.00175,0.00173,0.00161,0.00153,0.00147,0.00137,0.00133,0.00129,0.00116,0.00112,0.00112,0.00104,0.00096,0.00093,0.00092,0.00088,0.00085,8e-04,0.00077,0.00072,0.00071,7e-04,0.00066,0.00061,0.00059,0.00054,0.00052,0.00051,0.00048,0.00046,0.00043,0.00041,0.00039,0.00036,0.00035,0.00034,3e-04,0.00028,0
global14,0.35234,0.12341,0.06463,0.04488,0.03397,0.02538,0.02401,0.01944,0.01804,0.01649,0.01504,0.01376,0.01253,0.01194,0.01041,0.01001,0.00951,0.00889,0.00862,0.00848,0.00771,0.00754,0.00737,0.00667,0.00641,0.00589,0.00572,0.00555,0.00536,0.00513,0.00487,0.00462,0.00454,0.0045,0.00421,0.00404,0.00381,0.00374,0.00354,0.00347,0.00326,0.00322,0.00316,0.00301,0.00292,0.00273,0.00264,0.00262,0.00249,0.00242,0.00239,0.00236,0.00221,0.00215,0.00207,0.00199,0.00193,0.00186,0.00178,0.00174,0.00167,0.00163,0.00158,0.00151,0.00146,0.00141,0.00138,0.00121,0.00119,9e-04,0.00063,0
global15,0.35752,0.12042,0.08201,0.07288,0.04278,0.02746,0.02319,0.0224,0.01747,0.01467,0.01424,0.01354,0.01119,0.00993,0.00913,0.00861,0.008,0.00735,0.00713,0.00674,0.00619,0.0061,0.0056,0.00523,0.00476,0.00456,0.00446,0.00434,0.00396,0.00375,0.00355,0.0034,0.00329,0.00321,0.00309,0.00299,0.00279,0.00269,0.00256,0.00252,0.00244,0.00233,0.00227,0.00226,0.00218,0.00206,0.00193,0.00188,0.00184,0.00177,0.00163,0.00158,0.00154,0.00148,0.00141,0.00137,0.00133,0.00127,0.00118,0.00112,0.00111,0.00108,0.001,0.00094,0.00092,0.00091,0.00087,0.00084,0.00076,0.00059,0.00042,0
global16,0.29815,0.08607,0.06416,0.0575,0.04228,0.03484,0.02981,0.02788,0.02603,0.02364,0.0192,0.01838,0.01751,0.01466,0.01298,0.01251,0.0121,0.00991,0.0097,0.00949,0.0088,0.00854,0.00775,0.00723,0.00707,0.00652,0.00622,0.00611,0.00562,0.0054,0.00525,0.00485,0.00448,0.00429,0.00422,0.00403,0.00398,0.00372,0.00366,0.00347,0.00345,0.0032,0.00308,0.00295,0.00274,0.0027,0.00264,0.0026,0.00251,0.00242,0.00232,0.00219,0.00218,0.002,0.00195,0.00189,0.00186,0.0018,0.00175,0.00173,0.00164,0.00155,0.00152,0.00143,0.00139,0.00131,0.00124,0.00118,0.00112,0.00106,0.00058,0
global17,0.48432,0.14837,0.05109,0.04217,0.02986,0.02683,0.02088,0.01853,0.01613,0.01125,0.01005,0.00962,0.00918,0.00859,0.00787,0.00674,0.00621,0.00594,0.00517,0.00508,0.00434,0.00411,0.00385,0.00336,0.00319,0.00305,0.00286,0.00283,0.00261,0.00256,0.00235,0.00227,0.0021,0.00205,0.00191,0.00186,0.00168,0.00163,0.00157,0.00156,0.00138,0.00136,0.00128,0.00123,0.00118,0.00113,0.00108,0.00106,0.00104,0.00101,0.00098,0.00093,0.00087,0.00085,0.00081,0.00076,7e-04,0.00067,0.00064,0.00061,0.00056,0.00054,0.00053,0.00049,0.00047,0.00046,0.00041,0.00039,0.00036,0.00034,0.00028,0
global18,0.60588,0.10359,0.08386,0.04635,0.03081,0.01985,0.01371,0.01282,0.00974,0.0078,0.00575,0.00503,0.00451,0.00401,0.00367,0.00327,0.00317,0.00265,0.00241,0.0023,0.00209,0.0018,0.00169,0.00156,0.00146,0.00144,0.00131,0.00118,0.00112,0.00101,0.00089,0.00081,0.00077,0.00074,0.00071,7e-04,0.00062,0.00058,0.00056,0.00054,5e-04,0.00048,0.00042,4e-04,0.00038,0.00036,0.00033,0.00032,0.00031,0.00029,0.00027,0.00026,0.00025,0.00023,0.00022,2e-04,2e-04,0.00018,0.00018,0.00016,0.00015,0.00015,0.00015,0.00013,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,8e-05,0
global19,0.66356,0.08247,0.05779,0.04661,0.02045,0.01875,0.01265,0.00991,0.00926,0.00731,0.00691,0.00584,0.00501,0.00401,0.00355,0.00346,0.00325,0.00279,0.00261,0.00243,0.00208,0.00189,0.0018,0.0016,0.00152,0.00148,0.00137,0.0013,0.00111,0.00107,0.00102,0.00091,8e-04,0.00078,0.00075,0.00069,0.00066,0.00065,0.00063,6e-04,0.00055,0.00051,0.00048,0.00046,0.00044,0.00044,0.00041,0.00039,0.00037,0.00036,0.00032,0.00031,3e-04,0.00029,0.00028,0.00027,0.00026,0.00024,0.00023,0.00022,0.00021,2e-04,0.00018,0.00018,0.00014,0.00013,0.00013,0.00012,0.00011,1e-04,5e-05,0
global20,0.60221,0.09437,0.07257,0.04048,0.02747,0.02145,0.01788,0.01156,0.0107,0.00987,0.00929,0.00636,0.00591,0.00525,0.00436,0.00425,0.00391,0.00343,0.00281,0.00258,0.00255,0.00235,0.00222,0.00211,0.00193,0.0019,0.00183,0.00167,0.00162,0.00146,0.00129,0.00123,0.0012,0.00104,0.001,0.00098,0.00096,9e-04,0.00083,0.00082,0.00078,0.00075,0.00073,0.00069,0.00068,0.00064,0.00061,0.00058,0.00055,0.00052,5e-04,0.00049,0.00045,0.00043,0.00042,0.00039,0.00038,0.00036,0.00036,0.00034,0.00033,0.00031,0.00031,0.00028,0.00026,0.00026,0.00024,0.00021,2e-04,0.00018,0.00017,0
global21,0.58007,0.14838,0.04851,0.04066,0.03086,0.02443,0.01799,0.0106,0.00855,0.00759,0.00716,0.00558,0.00495,0.00471,0.00447,0.0043,0.00384,0.00348,0.00315,0.00266,0.00246,0.00232,0.00207,0.00187,0.00181,0.00178,0.0016,0.00152,0.00135,0.00128,0.00119,0.00115,0.00109,0.00102,0.00094,0.00093,0.00083,0.00077,0.00072,7e-04,0.00067,0.00064,0.00058,0.00057,0.00052,0.00049,0.00048,0.00047,0.00045,0.00042,0.00041,0.00039,0.00038,0.00036,0.00033,0.00032,3e-04,3e-04,0.00027,0.00026,0.00025,0.00023,0.00023,0.00021,0.00019,0.00019,0.00018,0.00017,0.00015,0.00013,0.00012,0
global22,0.51908,0.09996,0.06173,0.05202,0.02728,0.02352,0.02038,0.01818,0.01606,0.01415,0.01111,0.01031,0.00913,0.0085,0.00707,0.00594,0.00575,0.00537,0.00489,0.00441,0.0042,0.00392,0.00379,0.00362,0.0033,0.00303,0.00296,0.00288,0.00269,0.00253,0.00249,0.00227,0.00222,0.00209,0.00207,0.00191,0.00175,0.00164,0.00159,0.00154,0.00147,0.00135,0.00132,0.00125,0.00115,0.00111,0.00108,0.001,0.00096,0.00093,0.00088,8e-04,0.00079,0.00078,0.00071,0.00069,0.00066,0.00062,0.00056,0.00054,0.00049,0.00047,0.00045,0.00041,4e-04,0.00037,0.00034,0.00033,3e-04,0.00026,0.00021,0
global23,0.39389,0.11493,0.09245,0.06418,0.03766,0.0325,0.02347,0.02075,0.0193,0.01251,0.01167,0.01094,0.01029,0.00944,0.00856,0.00774,0.00741,0.00669,0.00654,0.00591,0.00576,0.00548,0.00519,0.00459,0.00429,0.00416,0.0041,0.00374,0.0036,0.00326,0.00299,0.0029,0.00285,0.00269,0.00253,0.00241,0.00238,0.00218,0.00213,0.00203,0.00196,0.00185,0.00173,0.00168,0.00158,0.00154,0.00151,0.00146,0.00141,0.00132,0.00129,0.00122,0.0012,0.00116,0.00111,0.00109,0.00101,0.00096,0.00091,0.00088,0.00085,0.00079,0.00076,0.00075,0.00069,0.00066,0.00061,0.00059,0.00058,0.00042,0.00036,0
global24,0.4236,0.11377,0.06649,0.05469,0.03092,0.02772,0.02149,0.02027,0.01807,0.01615,0.01294,0.01166,0.01073,0.00932,0.00903,0.00869,0.00805,0.00714,0.00641,0.00617,0.00572,0.00556,0.00519,0.00488,0.00477,0.00433,0.00431,0.004,0.00391,0.00375,0.00352,0.00342,0.00318,0.00309,0.0029,0.00282,0.00271,0.00246,0.00238,0.00234,0.00223,0.0022,0.00213,0.00204,0.00189,0.00187,0.00181,0.00167,0.00164,0.00154,0.00153,0.00147,0.00141,0.00135,0.00132,0.00124,0.0012,0.0012,0.00117,0.00114,0.0011,0.00099,0.00096,0.00094,9e-04,0.00085,0.00083,0.00077,0.00076,0.00066,0.00063,0
global25,0.3929,0.10789,0.09404,0.04816,0.03547,0.03068,0.02234,0.01985,0.01777,0.01543,0.01411,0.01288,0.01211,0.00978,0.00893,0.00848,0.00776,0.00773,0.00704,0.0066,0.00634,0.00565,0.00555,0.00503,0.00486,0.00462,0.00451,0.00409,0.00397,0.00382,0.00356,0.00317,0.00316,0.00303,0.00293,0.00288,0.00278,0.00269,0.00254,0.00244,0.00236,0.0022,0.00212,0.00202,0.00196,0.00191,0.00184,0.00177,0.00174,0.00172,0.0016,0.00155,0.00147,0.00142,0.00136,0.00129,0.00128,0.00126,0.00117,0.00111,0.0011,0.00102,0.00097,0.00096,0.00091,0.00088,0.00082,0.00079,0.00072,0.00064,0.00044,0
global26,0.46631,0.15077,0.07892,0.03948,0.03493,0.03267,0.01833,0.01802,0.01464,0.01159,0.01084,0.01016,0.00801,0.00785,0.00639,0.00593,0.00554,0.00485,0.00437,0.00397,0.00382,0.00363,0.00341,0.00317,0.00306,0.00296,0.00284,0.00266,0.00244,0.00235,0.00205,0.00193,0.00184,0.00172,0.00146,0.00144,0.00142,0.00134,0.00128,0.00124,0.00119,0.00107,0.00106,0.00103,0.00101,0.00098,0.00096,9e-04,0.00084,0.00084,0.00078,0.00071,0.00068,0.00065,0.00062,0.00061,0.00059,0.00055,0.00055,0.00053,5e-04,0.00046,0.00045,0.00042,0.00041,4e-04,0.00037,0.00033,0.00031,3e-04,0.00023,0
global27,0.44995,0.12574,0.07358,0.04526,0.0365,0.02427,0.01924,0.01789,0.01452,0.01292,0.01121,0.00996,0.0096,0.00937,0.00828,0.00741,0.00702,0.00639,0.00608,0.00532,0.00511,0.00474,0.00452,0.00439,0.00403,0.00379,0.00367,0.00332,0.0032,0.00306,0.00298,0.00273,0.00271,0.0026,0.00252,0.0024,0.00231,0.00217,0.00212,0.002,0.00197,0.00192,0.0018,0.00171,0.00161,0.0016,0.00156,0.0015,0.00144,0.00139,0.00135,0.00131,0.00123,0.00119,0.00116,0.00107,0.00102,0.00098,0.00095,0.00087,0.00085,0.00082,8e-04,0.00073,0.00072,0.00072,0.00066,6e-04,0.00057,0.00056,0.00045,0
global28,0.52238,0.10196,0.08151,0.05737,0.03428,0.0282,0.02317,0.01942,0.01328,0.01165,0.01102,0.00857,0.00782,0.00626,0.00502,0.0043,0.00415,0.00379,0.00363,0.0034,0.00292,0.0025,0.00232,0.00215,0.0021,0.00202,0.0018,0.00178,0.00172,0.00148,0.00145,0.00142,0.00137,0.00136,0.00133,0.00123,0.0012,0.00107,0.00097,0.00095,0.00092,0.00087,0.00084,8e-04,0.00077,0.00076,0.00072,0.00067,0.00065,0.00062,0.00061,0.00057,0.00056,0.00051,5e-04,0.00046,0.00046,0.00044,0.00041,4e-04,0.00038,0.00036,0.00034,0.00032,0.00032,3e-04,0.00029,0.00027,0.00023,0.00019,0.00012,0
global29,0.43411,0.14698,0.0837,0.04829,0.03339,0.03173,0.02053,0.01706,0.016,0.01275,0.00998,0.00965,0.00866,0.00845,0.00726,0.00717,0.0063,0.00599,0.00566,0.00506,0.00453,0.00423,0.00392,0.00386,0.00357,0.00335,0.00328,0.00313,0.00289,0.00283,0.00243,0.00237,0.00229,0.00204,0.00199,0.00196,0.00178,0.00172,0.00166,0.00162,0.00153,0.00148,0.00138,0.00134,0.00123,0.0012,0.00116,0.00108,0.00103,0.001,0.00098,0.00093,0.00088,0.00087,0.00079,0.00076,0.00075,0.00073,0.00069,0.00067,0.00062,0.00062,0.00058,0.00056,0.00054,0.00049,0.00045,0.00044,0.00038,0.00037,0.00027,0
global30,0.49109,0.15947,0.09655,0.03587,0.02976,0.02715,0.01729,0.01476,0.01078,0.00882,0.00764,0.00691,0.0065,0.0058,0.00521,0.00482,0.00452,0.00396,0.00389,0.00344,0.00302,0.00269,0.00258,0.00252,0.00244,0.00235,0.00227,0.00208,0.002,0.00185,0.00182,0.00177,0.00158,0.00144,0.0014,0.00136,0.00128,0.00117,0.00113,0.00108,0.00104,0.00101,0.00092,0.00091,0.00087,0.00083,0.00078,0.00077,0.00075,0.00073,0.00068,0.00065,0.00064,6e-04,0.00056,0.00055,0.00053,0.00051,0.00048,0.00046,0.00043,0.00042,4e-04,0.00037,0.00036,0.00033,0.00032,3e-04,0.00029,0.00024,2e-04,0
global31,0.3911,0.12292,0.05738,0.04691,0.03845,0.03243,0.02521,0.02175,0.01949,0.01761,0.01438,0.01342,0.01196,0.01086,0.01023,0.00856,0.00824,0.00784,0.00727,0.00724,0.00632,0.00601,0.00552,0.0053,0.00504,0.00484,0.00437,0.0042,0.00414,0.00402,0.00389,0.0038,0.00341,0.00331,0.00322,0.00302,0.00291,0.00285,0.00272,0.00258,0.00253,0.00239,0.00231,0.00229,0.00214,0.00204,0.00197,0.0019,0.00185,0.00174,0.0017,0.00165,0.00161,0.00152,0.00145,0.00138,0.00132,0.00131,0.00126,0.00118,0.00117,0.00115,0.0011,0.00107,0.001,0.00091,0.00087,0.00086,0.00078,0.00046,0.00035,0
global32,0.65822,0.08237,0.06122,0.0301,0.02165,0.01642,0.01552,0.01112,0.01011,0.00792,0.00688,0.0059,0.00504,0.0048,0.00437,0.00362,0.00348,0.00339,0.00308,0.00293,0.00259,0.00251,0.00241,0.00204,0.00193,0.00172,0.00163,0.00155,0.00145,0.00139,0.00127,0.00124,0.00115,0.0011,0.00105,0.00099,0.00093,0.00089,0.00084,0.00083,0.00081,0.00073,0.00069,0.00067,6e-04,0.00058,0.00056,0.00053,0.00053,0.00051,0.00049,0.00046,0.00042,0.00042,4e-04,0.00037,0.00037,0.00033,0.00032,3e-04,3e-04,0.00028,0.00027,0.00025,0.00022,0.00022,0.00019,0.00018,0.00016,0.00013,0.00011,0
global33,0.38954,0.12429,0.08618,0.05583,0.03441,0.02802,0.02589,0.01998,0.01702,0.01518,0.01459,0.0126,0.01156,0.00932,0.0089,0.00813,0.00771,0.00684,0.00664,0.00582,0.00575,0.00539,0.00514,0.00476,0.00467,0.00441,0.0043,0.00404,0.00361,0.0035,0.00325,0.00303,0.00286,0.00283,0.00273,0.00271,0.00244,0.00241,0.0023,0.00217,0.00216,0.00207,0.00196,0.00192,0.00185,0.0018,0.0017,0.00164,0.00164,0.00151,0.00148,0.00139,0.00137,0.00132,0.00128,0.00124,0.00119,0.00115,0.00111,0.00105,0.00101,0.00099,0.00093,0.00089,0.00085,0.00083,0.00077,0.00074,0.00064,0.00047,0.00033,0
global34,0.34451,0.15036,0.07624,0.05955,0.03262,0.02964,0.02323,0.02005,0.01956,0.0165,0.01434,0.013,0.01156,0.01086,0.01016,0.0084,0.00769,0.00753,0.00701,0.00674,0.00633,0.00611,0.00574,0.00552,0.00524,0.00514,0.00496,0.00472,0.00425,0.00401,0.00386,0.00367,0.00364,0.00342,0.00328,0.00309,0.00295,0.00288,0.00284,0.00275,0.00266,0.00254,0.00241,0.00236,0.00218,0.00213,0.00207,0.00201,0.00192,0.00184,0.00178,0.00169,0.00164,0.00154,0.0015,0.00141,0.00137,0.00134,0.00127,0.00124,0.00117,0.00112,0.00101,0.00099,0.00095,0.00091,0.00085,0.00081,0.00062,0.00039,0.00029,0
global35,0.48438,0.10847,0.09043,0.04148,0.03292,0.02659,0.02161,0.01948,0.01651,0.01173,0.01112,0.01076,0.0103,0.00896,0.00825,0.00665,0.00575,0.00531,0.00525,0.00473,0.00453,0.0038,0.00357,0.00351,0.00325,0.00306,0.00281,0.00273,0.00242,0.00217,0.00201,0.00199,0.00197,0.00175,0.00173,0.00164,0.00159,0.0015,0.00146,0.00141,0.00124,0.00117,0.00115,0.00112,0.00108,0.00101,0.00096,0.00091,0.00088,8e-04,0.00076,0.00074,0.00071,0.00067,0.00066,0.00061,0.00057,0.00054,0.00054,5e-04,0.00048,0.00046,0.00044,0.00042,0.00037,0.00036,0.00033,0.00027,0.00025,0.00023,0.00017,0
global36,0.58365,0.1199,0.06388,0.04198,0.02268,0.01606,0.01423,0.01256,0.01206,0.01,0.0084,0.00709,0.0065,0.00534,0.00519,0.00502,0.00454,0.00406,0.00355,0.00312,0.00303,0.00281,0.00257,0.00248,0.00221,0.00204,0.00195,0.0018,0.00171,0.00158,0.00152,0.00147,0.00138,0.00133,0.00127,0.00121,0.00114,0.0011,0.00104,0.00098,0.00094,0.00088,0.00085,8e-04,0.00077,0.00076,0.00072,0.00068,0.00066,0.00065,0.00059,0.00057,0.00055,0.00054,0.00049,0.00047,0.00046,0.00042,0.00041,0.00038,0.00037,0.00035,0.00035,0.00031,0.00028,0.00027,0.00024,0.00024,0.00022,0.00017,0.00015,0
global37,0.38216,0.13321,0.07764,0.0526,0.0406,0.02951,0.02781,0.0225,0.01642,0.0151,0.01423,0.0124,0.01225,0.01012,0.00994,0.0086,0.00773,0.00671,0.00648,0.00596,0.00545,0.00529,0.00521,0.00492,0.00461,0.00423,0.00394,0.00356,0.00341,0.00326,0.00324,0.00317,0.00302,0.00279,0.00277,0.00269,0.00254,0.00246,0.00236,0.00224,0.00213,0.00193,0.00188,0.00185,0.00179,0.00171,0.00163,0.00153,0.00149,0.00139,0.00138,0.00127,0.00126,0.00123,0.00119,0.00113,0.00105,0.00104,0.001,0.00099,0.00093,9e-04,0.00088,0.00085,0.00078,0.00074,0.00071,0.00066,0.00061,0.00048,0.00045,0
