pc.Variables,pc.Importance
tasmax,7.01252510757509
tas,6.19012361207186
rlds,5.24921136358097
tasmin,3.77908268162321
sfcwind,3.03152014848103
PC1,2.62386358622864
rsds,0.500191038083127
hurs,0.293318119941818
pr,-0.461931133544807
ps,-1.59229181568533
PC3,-3.12256621704785
