pc.Variables,pc.Importance
tasmin,4.56061581336981
PC1,4.10840040581358
rlds,3.97912416747109
hurs,3.80600948924238
tas,3.63102473103659
tasmax,3.47542617920653
pr,0.415777374002304
rsds,0.291150481596039
sfcwind,-0.448089673949419
PC2,-1.60008914391224
ps,-2.20639721412616
