pc.Variables,pc.Importance
tasmin,14.6921471681479
tas,12.3569772682293
tasmax,12.0521793391268
rlds,8.56108260014633
hurs,7.32236322247175
pr,7.25826923220851
rsds,6.68322622450737
ps,2.98294106879393
sfcwind,2.5698340394486
PC2,-0.564724404521183
PC3,-2.23201595079962
