pc.Variables,pc.Importance
rsds,5.80754201505371
tasmin,4.7055740381738
tasmax,4.4684476855608
rlds,3.6954418236053
tas,3.27533243223248
ps,2.93913144632601
pr,2.63743473635822
sfcwind,1.8653501121405
hurs,1.20135497820638
PC3,0.106271392309952
PC1,-3.31569128013842
