pc.Variables,pc.Importance
rsds,3.29489295907622
tasmax,1.81275741506124
tas,1.6228447223191
sfcwind,0.719280805827574
PC1,0.61803645633551
rlds,0.602455758343784
hurs,0.368435772329352
tasmin,0.260451276654905
ps,0.0739237448773468
pr,-2.78709305588312
PC3,-4.52241487643963
