pc.Variables,pc.Importance
tasmax,10.9880711695488
tas,10.8468842778138
tasmin,8.43720875586143
rlds,6.31585602847922
pr,6.02564609589879
sfcwind,3.7293061289146
PC2,3.47850491057572
ps,2.16593356792314
hurs,1.97243401737939
rsds,-1.58089372449012
PC3,-3.09280060123964
