pc.Variables,pc.Importance
tasmax,7.30920493589762
PC1,6.9295144121896
rsds,6.1273320977166
sfcwind,5.79770206223967
ps,5.24343836479646
tas,4.65413449113479
hurs,3.51861287689866
tasmin,3.37586220753148
rlds,1.3800029180917
pr,1.32268510992115
PC2,-2.46184111028085
