pc.Variables,pc.Importance
tasmin,17.1937441712453
tas,9.82142673931152
rlds,6.80337453400804
tasmax,6.01716422105397
hurs,4.93796113666998
ps,3.70267812897427
pr,2.36843760880817
rsds,0.575505245519977
sfcwind,-0.484015307206833
PC3,-1.67150758683272
PC2,-4.06659321138068
