global_cluster4_ccf1_npo,global_cluster4_ccf2_oni,global_cluster4_ccf2_pdo,global_cluster4_ccf2_npgo,global_cluster5_ccf1_nao,global_cluster6_ccf1_nao,global_cluster6_ccf1_npgo,global_cluster7_ccf1_oni,global_cluster8_ccf1_oni,global_cluster11_ccf1_oni,global_cluster19_ccf1_oni,global_cluster19_ccf3_oni,global_cluster19_ccf3_pdo,global_cluster19_ccf3_npgo
-0.04776532447105,-0.0720749844255514,-0.10769851972263,-0.183620018931955,0.0801074364757565,0.00418863172180115,-0.022451339242194,-0.0744451841164781,-0.164437298710033,-0.070361633628838,-0.0117388650216201,0.0274780183828211,-0.0689006063606118,-0.210011135087614
0.0205207903290078,0.0408422398497045,-0.0320999296679346,-0.223430409026491,-0.278762532353927,-0.113559994438517,-0.0124298311269747,-0.0675919500630877,0.0418628738561294,0.0860976523541691,-0.157115998078188,0.000791937576430479,-0.0608503137963517,-0.0800569948611373
0.0662561939748331,-0.0526405366984749,-0.0539592387783258,-0.196399966273366,0.0123676506037981,0.0860927168815003,0.13462452946484,0.06699619981939,0.036004410602763,0.0813261168687249,-0.0489468519140027,0.0686838821660011,0.0136717013056352,0.051436828378794
0.192818544562303,-0.0307077823230818,-0.0718153369721602,-0.161283276422593,-0.180285668660306,-0.0158442520732848,0.238982728494803,0.142519062054263,-0.205971016712112,-0.299333782590902,0.0174231720545182,0.190264029349449,-0.0799066371741188,0.154402056295543
-0.0739382372729697,0.0743173420695577,0.255988370588396,-0.341999041012582,0.253788063501657,0.0931035430764442,0.430365459781791,-0.119149107690905,-0.329351638700164,-0.411723321801794,0.0679681822165578,0.00739855834205456,-0.330968464238237,0.264254906584148
-0.421007277754228,0.484688946320906,0.488569204417737,-0.407705281063599,-0.51468847001527,-0.482244178569599,0.380478895828516,-0.42332392283936,0.4159379769917,0.145841977896858,0.152170767659742,-0.495978288114615,-0.425024509819086,0.420954779851247
0.125827800300222,0.251441172980715,0.088744914154969,-0.179057156556805,0.0419198165867957,-0.107241313216841,0.0262262973516523,-0.0686194886341058,0.651123460724494,0.251250159164172,-0.42156217807948,-0.345105813470695,-0.299936133239726,0.341186267405289
-0.0699397412991923,-0.0115602202047697,-0.143824375237001,0.00189514948671773,-0.0848810259128306,-0.218182972226406,0.0504150472625954,-0.0109350999156516,-0.23086185725152,-0.166458002914641,-0.0354045919092912,0.0792112136051857,0.117795356732118,0.0884065671621983
-0.0402591570827283,-0.18771264432307,-0.1517298085783,0.150259196181165,-0.104154238389946,-0.250339765201332,0.0570218831562305,0.0432708795718891,-0.143877881299693,-0.0852036720146513,0.190838666040478,0.124190432079296,0.243336633715001,-0.0897954843924749
0.0619007052713832,-0.0830586915564614,-0.0483991484900691,0.221719501105077,0.0409646923154034,0.166309455398648,-0.0179032081388419,0.109111900675567,0.0664901087083877,0.177353819579919,0.00779480083045078,0.0832282926345923,0.202704721072324,-0.15538629214958
-0.00807129108445688,0.0425321183469443,0.0748682254058326,0.248226270807665,-0.0499797869834194,-0.107138543871636,-0.0969551349660147,0.0738200564712534,0.0340296055916832,0.0190862956446159,0.00864450367528677,0.0357741600198153,0.0974606503468352,-0.179344791670625
