global_cluster2_ccf1_oni,global_cluster3_ccf1_nao,global_cluster4_ccf1_oni,global_cluster4_ccf1_pdo,global_cluster4_ccf1_npo,global_cluster5_ccf1_nao,global_cluster5_ccf1_npgo,global_cluster6_ccf1_oni
0.0572032747685007,-0.0461325270348749,0.0854984079595206,0.0636582038640395,-0.0363088105091224,0.00418863172180117,-0.0224513392421939,-0.139211331194043
-0.19609396681209,0.170773310742509,0.0613913522903313,-0.0330728339211493,0.0228487503962689,-0.113559994438517,-0.0124298311269747,0.0227171694004596
-0.114869307772725,-0.0137966221717526,0.147461918383681,-0.0072518581624279,0.0756000309682597,0.0860927168815003,0.13462452946484,0.0376902011154143
0.192958231001182,0.115922062033019,-0.0932828572581277,0.0766915745697501,0.114734649423918,-0.0158442520732848,0.238982728494803,-0.183892742697935
0.395817340409665,-0.243164536305432,-0.0205866372678474,0.176691576568954,-0.183632789321634,0.0931035430764442,0.430365459781791,-0.320278378800821
-0.110494387188123,0.450774145349517,0.470000847575387,0.400147749824835,-0.450441490684606,-0.482244178569599,0.380478895828516,0.414335211115613
-0.454325094463018,-0.0620286570932296,0.328338996621862,0.272246935137327,0.01025733314796,-0.10724131321684,0.0262262973516523,0.586406768287101
0.0782747808940606,0.0479181136718121,-0.120059163344979,0.105756683764448,-0.112987612444857,-0.218182972226406,0.0504150472625954,-0.236688727892599
0.0938329103346171,0.0335511854684035,-0.187751311198117,0.0488012328953992,-0.0517015719062992,-0.250339765201332,0.0570218831562305,-0.139120582050735
-0.0468531182011549,-0.153592410065617,-0.0365295832839366,-0.0211956263004394,0.0150542764992303,0.166309455398648,-0.017903208138842,0.0573360642903909
-0.00100348115687411,-0.0127052106869256,-0.10447125018634,-0.104496233486895,-0.0725571656071669,-0.107138543871636,-0.0969551349660148,0.002614965952446
