global_cluster3_ccf1_oni,global_cluster3_ccf3_oni,global_cluster3_ccf3_npgo,global_cluster4_ccf1_pdo,global_cluster8_ccf1_oni,global_cluster8_ccf1_pdo,global_cluster8_ccf3_pdo,global_cluster9_ccf1_oni,global_cluster10_ccf2_nao,global_cluster14_ccf1_pdo,global_cluster14_ccf3_pdo,global_cluster18_ccf1_oni,global_cluster18_ccf1_npgo,global_cluster18_ccf3_iod,global_cluster19_ccf3_npo,global_cluster21_ccf1_nao,global_cluster24_ccf1_oni,global_cluster24_ccf3_oni,global_cluster26_ccf1_npgo,global_cluster27_ccf1_nao,global_cluster30_ccf3_oni,global_cluster32_ccf1_oni,global_cluster32_ccf1_nao,global_cluster32_ccf3_oni,global_cluster34_ccf1_nao,global_cluster35_ccf2_oni,global_cluster38_ccf3_nao,global_cluster43_ccf1_oni,global_cluster43_ccf2_npgo,global_cluster49_ccf1_oni,global_cluster51_ccf3_nao,global_cluster59_ccf2_oni,global_cluster64_ccf1_oni,global_cluster64_ccf3_oni,global_cluster72_ccf1_oni,global_cluster72_ccf1_iod,global_cluster74_ccf3_pdo,global_cluster74_ccf3_npo,global_cluster75_ccf3_oni
-0.0159117477836484,-0.0707873288390755,0.00247931466808777,0.182438861448427,-0.0356825077732763,-0.147154313884586,0.116676124738308,-0.0312113176848179,0.0200631344342539,0.162546206779516,-0.0807442320110074,0.170061260407672,-0.204901468579286,-0.292815001124513,0.077250342616064,0.0372931121659207,-0.143957947587795,-0.000285245053594355,-0.000636417781094887,0.00674362306705104,0.0784357086129052,0.159259538317532,0.0296495851762736,0.0426352292866463,0.0686818963668013,-0.0202431288365319,0.0561665870639226,-0.113196412372103,0.121936669595921,0.0902958366425561,-0.00316524691245891,-0.00514633248137899,0.143262116048031,-0.0870374634624373,-0.0181554556978018,0.00441564823928321,0.12963462243381,-0.0838394433908637,0.0691438362471126
0.0381838662840732,0.0617762815477158,-0.0529414480700573,0.0776721294712762,-0.139829197822463,-0.212596022521039,0.0349035324317178,0.0661694626622658,0.0959891659904072,0.0820989947246178,-0.0273815401464037,0.019506296335531,-0.0121861990732419,-0.057111447757045,-0.0575621161458907,-0.103062991172937,0.0743442350783546,-0.0556717093585857,-0.0209344992047789,-0.0756017935979324,-0.0771152585728465,-0.00438108151548703,-0.031429487245172,-0.0309544591561588,-0.0876685957429774,-0.0821501418338058,0.00898168864247397,0.0749441028215753,0.0370321308360797,0.0410461835944033,0.172962598396928,0.24267952790082,-0.100936075051306,0.0646774526597085,-0.00932364482943467,0.0642801926345647,0.0311953962187459,0.0497098103902659,0.0625586587404869
-0.0601678466233022,-0.00386871082608623,-0.12400561883736,0.0258066937743908,0.0283132848306683,-0.129116434289189,-0.0415449653824428,-0.0406067853009135,-0.108783817247804,-0.000500726146387967,-0.0736160983810465,-0.0584318652335888,0.154087041338569,-0.0790412173707561,-0.0437612601655203,-0.0234933564753697,0.0377799392069322,-0.0200094021652777,0.134018550691578,0.0586771970905336,0.187859821643905,-0.0255460873423148,0.00374805149144717,-0.0558985001886099,0.0461629374312405,0.098042169666704,0.245661528557568,0.0557097935341446,0.0181008596760102,-0.0589549956891842,0.0497885150026493,0.00494479628334756,-0.0746831326140709,-0.189132982667161,-0.0938722204601003,0.0820588779430703,0.0635585311490123,0.0437681008118056,-0.00846533125905924
-0.128129493070436,-0.149456476360792,-0.202153651484907,-0.00432197051932208,-0.00378381004091574,0.0787250999417908,-0.0433735144999392,-0.0319678123643842,0.0858452092083687,-0.0704043564222346,-0.169288690250032,0.177329111370543,0.217335647578233,-0.212241637871063,0.0708219526462544,-0.152135136731651,-0.206630177145182,0.0732398408563733,0.218186099484399,-0.277013830805605,0.271387311694776,0.23132837934154,0.00448511111909821,0.0113504853863316,0.1358836505956,0.188781026214609,-0.0468751452845785,-0.151357448133923,-0.0930427334291867,-0.256478832324473,-0.0598602587946106,-0.126630951590826,0.148221378862094,-0.0886535019110179,0.026359373678432,0.0389263406785427,0.0452690839421754,0.110761025023856,0.0306528494234126
0.210072927163625,-0.0997707313337772,-0.264807308945036,-0.132376657382215,0.0823092633565122,0.269732279957236,-0.20502338875461,-0.00914046155462065,-0.113327662921293,-0.168557858261363,-0.340377307675421,0.113833655154149,0.209093389567249,-0.469220146459154,-0.077356888191224,0.178717088708748,-0.319680717460315,-0.306231193453542,0.415515893546025,0.117457650621437,0.0246335632916105,0.489557509033235,-0.0964905493384811,0.121525301492032,-0.139559183314094,-0.0620125078661432,-0.0813935789462984,-0.0588274114884816,-0.0768252832146006,-0.25549448279489,-0.0142545829841598,0.0333238371303068,0.291416466763492,0.215373193368294,0.0364565145050458,0.0238187112913468,-0.284294827457584,0.0158214277882261,0.11796590955462
0.622640199380365,0.474336001853369,-0.430802197305311,-0.413304900736649,0.506148230444003,0.480297047292258,-0.497758011431728,-0.405249182781496,-0.150006328726773,-0.414367802671107,-0.460870906579585,-0.407132871405367,0.434286830964474,-0.26911924478082,-0.437327269620934,-0.449992388076193,0.487427610000715,-0.478319386470616,0.320478909470881,-0.519942918440838,-0.636067915672888,0.0225632554602854,0.409211258145984,0.489932680396125,0.544072219353294,-0.508541185593216,0.43874622796041,0.498498254057549,-0.251662091010461,0.415655926350168,-0.42012716592954,0.32389706448724,-0.293755415881578,0.574347362353621,-0.0294582142917746,-0.440784407829635,-0.479877188001875,0.422514506051587,-0.0797210792736028
-0.216643178713016,0.401172686863508,-0.304142547997886,-0.0995390736954579,0.279888356550618,0.158242552126038,-0.233692073298254,-0.232266138942368,-0.0264509664190461,-0.220127818801972,-0.169378981749719,-0.114235043321642,0.283167914486845,-0.172721512280909,-0.105341561803649,-0.00189944825704471,0.60653696324824,0.181220665027149,0.0127248939427665,0.089595814399633,0.0895096518211956,-0.388643245431455,0.0310390049676276,-0.0487911448067167,-0.101648476679237,0.0211842801147079,0.0466027780491546,0.405543927289252,-0.416416184691345,0.333454639821938,-0.0402404591672299,-0.0416830172795893,-0.49787207351922,0.00240862288176896,0.5253954275562,0.243183320794852,-0.439347578762693,0.283303631195452,-0.451679075517397
-0.100812885653518,-0.124883155504982,-0.00243553173007284,0.0509454529523055,-0.100466942978464,-0.0167949970604157,0.0101437610130701,0.0857214222950432,-0.406368274520991,-0.0956667485592031,0.0772209105973559,-0.0157289093526132,0.213020386842067,-0.298178064844111,-0.0857927779542786,0.0827280766382121,-0.238609093820245,0.0865237860911409,0.0112367368898364,-0.134106617968793,0.341432895334069,0.00635679222416412,0.0532048255114919,0.0694544731843812,0.114856370535953,0.205188157378804,0.0339430355977114,-0.372028242537008,-0.361677081716441,-0.192647038791174,-0.201694504657364,-0.51185137964962,0.338478305841416,-0.099099024665501,-0.112923554984167,-0.000901909173331608,-0.126316965692429,0.0358217960490884,0.166853238049858
-0.051712137928803,0.0243538414644557,0.0508557875969527,0.127493293955589,-0.176239960230873,-0.042012663114987,0.130286193643867,0.125971471444722,-0.00720564897426928,-0.0708191633645655,0.119428529150552,-0.119350288722098,0.137025231770116,-0.299579548150283,0.018882948832185,-0.134221921770238,-0.153408124198771,-0.0719276287151941,-0.0885417051424176,-0.0767586590671229,0.0951397387208168,0.0495641932760018,0.0347609174137508,-0.0412793496008563,0.12226015314196,0.0777647384656685,-0.0547156565770611,-0.0857978845551162,-0.102320948623288,-0.187574152943597,0.0763790271432054,-0.222189803594638,0.0186689067094766,-0.0688706676202282,-0.10986770085898,-0.0517533069367914,0.0138596643342312,0.0938926258511754,0.145157399578932
-0.117246938713045,-0.018203868604154,0.0243455370704515,0.139440383833271,-0.0865089059688146,-0.0307314039376498,0.0815248752543721,-0.0378205913719507,0.0467288220175648,0.105086459710655,0.0538811009885105,-0.0886397984857939,0.0674927783368892,-0.160233889417941,-0.037662525843595,-0.0405079740898587,0.0706072897105121,-0.163774071205667,-0.010129626191442,-0.00620535607673484,-0.151333769003524,-0.117401168530722,-0.0984124917903417,-0.111247162319662,-0.0323732868273104,-0.0407246591499646,-0.0371625652930344,0.225459395525945,0.0235673790706911,0.0189069144832016,-0.0154231478124221,-0.0468809550520321,0.00122578090591797,0.0428517947192508,0.0331333136829583,0.00226943287356559,0.0431352716789993,-0.0773579100016786,-0.0834035326159503
-0.0936087683524126,-0.104922670875133,0.151161038510533,0.204722694284726,0.110291820007131,-0.0274748368575412,0.0472599827523978,0.135865367238144,-0.0167778744165885,0.113004315676534,0.0326566529244034,0.0144495211760346,-0.0318219456460724,-0.29588223443376,-0.0191480444265913,-0.0577839911779288,0.0452788725596006,0.173784385424987,-0.0558527020281197,-0.0865036715668574,-0.0354474037456739,-0.0335833369631966,-0.111764165910138,0.0879125575486918,0.197708353873718,0.00421005614273929,-0.0741270227845501,0.0196138771789541,0.0989187134267022,0.152506726907416,0.113434241591649,0.0369661829449261,0.0663623781955045,0.0241814536112133,0.0371970596427547,-0.0261603891092087,-0.00761792579015179,0.170719825710432,0.00468154574143216
