"","year","PC1","PC2","PC3","tas","hurs","pr","ps","rsds","rlds","sfcwind","tasmax","tasmin"
"1",1950,-8.28743574029165,2.74129546884333,7.31971282620813,296.431753190776,74.8197390214587,4.51584120805674e-05,96779.4051067073,206.479597395849,382.414080478461,2.19904389099601,301.960609937027,292.231866489432
"2",1951,29.1662540479184,-14.16528534692,-5.91015254523315,295.62535412987,78.1156096610522,4.62963151180676e-05,96816.5067278377,199.635678890722,382.864534245647,2.2311546283636,300.775066096608,291.723250111764
"3",1952,23.2683452839977,17.4393785635508,-1.87357841685669,295.684908639647,78.0726631694171,4.97021321338061e-05,96785.7474642355,198.248480533793,383.24897328103,2.13437974452972,300.819744632571,291.793619753496
"4",1953,-11.1885481221903,-1.91882111724736,-10.0850401395744,296.315396879672,77.650492412288,5.04257493524576e-05,96775.0634674015,197.852595746182,387.655922150746,2.14446766202043,301.40736437828,292.41750302771
"5",1954,-42.9071338472007,-15.255235098608,0.327920267611768,296.832158072581,77.0957011568166,5.31544222692177e-05,96717.536687969,201.052063818497,389.194045247549,2.16315575835852,302.009509746845,292.889537360386
"6",1955,-33.8695109044902,-1.42130659926453,1.15793244158856,296.323221117202,80.7595587152477,6.21832481843009e-05,96693.7140742261,194.587067623747,390.827734512415,2.10565096352382,301.164949399222,292.674874082068
"7",1956,37.2249486808475,7.76533590270636,-2.87105929307297,295.294895594384,80.4813925222429,6.0892288085365e-05,96752.8859199109,189.726826909335,384.655485285603,2.12277398637267,300.123529201601,291.646533042808
"8",1957,22.6279367468253,-10.4666622961127,0.841079314066498,295.751017958765,79.353648845966,5.54363019754322e-05,96789.7927562148,196.030416377713,384.97904324129,2.23098496156159,300.739929714525,291.959770216951
"9",1958,-22.2312221530517,-6.53738793323555,3.64224356972539,296.56755080232,76.9563032082277,5.10334313566898e-05,96757.5556988743,203.752428895761,386.260552383051,2.21782613068987,301.777741509128,292.603644337037
"10",1959,0.919196468758567,5.37230333633463,-4.75586667043598,296.273131408119,76.7341366350986,4.88425820452047e-05,96797.8960336538,203.998382339334,384.288816240894,2.26200847867282,301.583700899335,292.216004334069
"11",1960,14.9003771409827,2.96430250384016,7.78131342614214,296.157991391409,75.4548831245465,4.6187514918592e-05,96797.2092079034,203.797367804493,381.565057579169,2.25395817649297,301.577401281074,292.041591508304
"12",1961,-24.3699333803999,3.68245487844686,10.7719993034089,296.86178027756,75.4714573758181,4.65152690464866e-05,96788.4739681051,205.463229438825,387.263983177199,2.2558430842566,302.183851517611,292.798661280305
"13",1962,36.6586936750599,0.782468191341964,-6.74466008449806,295.528972289352,78.3573156503531,5.15966954313749e-05,96841.8526471623,198.329529667437,381.523277984104,2.21132139931477,300.643193629624,291.637660500704
"14",1963,-14.7702977756638,-2.27164619291456,3.31139124448734,296.848733869771,73.9324618369956,3.98756133748579e-05,96762.1061356707,207.365626494388,385.150857320646,2.27390218362576,302.339064893311,292.61302376867
"15",1964,22.5953047577402,-5.21176937680621,3.96261190609496,295.8828753101,78.378479175675,5.19232307100978e-05,96792.0458929409,196.943317921479,384.190773969296,2.24937652289085,300.947926820107,292.064993967482
"16",1965,-8.42746666376906,2.25190430419837,-6.97946204523794,296.433130546985,77.794381519196,4.94933959841903e-05,96775.3709398452,200.764099206978,386.808336783976,2.234191498658,301.607247987787,292.486883224287
"17",1966,9.68355884657924,-3.42777329682519,-1.98078853257192,296.145271286955,77.4994246606308,4.97369275172645e-05,96764.0750615619,202.270410934935,384.599784750876,2.32307932233721,301.344994750748,292.190222706177
"18",1967,-17.9942646202776,-2.65126687632303,-1.38008105279734,296.570482894583,76.7165124689213,4.84671206167394e-05,96787.4611133912,202.658032300996,386.407302083486,2.1919452367983,301.861848355234,292.542485965349
"19",1968,22.7924289095958,-21.9561895066419,5.26983239793453,296.013979226519,75.5930088036056,4.46922995576163e-05,96844.3009791276,205.160757841357,381.162430181736,2.25041744498777,301.453158036853,291.892711016743
"20",1969,-28.6716238961853,-12.8614191819279,-7.75613947227763,296.79220455091,76.1987888414909,4.68272474376217e-05,96732.4428353659,203.334491608067,388.568248870449,2.2275677150007,302.149370776779,292.749221028799
"21",1970,-15.7998323456885,-4.04475262648543,0.130449496087225,296.400576994075,77.0604849094298,4.90036808792698e-05,96780.298516651,204.573359934966,385.222038455126,2.15379312002636,301.668572574351,292.407366954811
"22",1971,-8.54988335170449,11.4486787572474,1.68021310781378,296.31682410607,77.2795959529912,4.99339079717829e-05,96799.1728570591,202.63401894632,385.952806655283,2.15276832137725,301.523216261873,292.385953692066
"23",1972,-20.8701560655541,2.49290537328219,1.69496664683075,296.491087092244,76.9622672190138,4.66478886050552e-05,96759.0588942308,205.823703214778,386.120171809957,2.16651427522162,301.802367534244,292.470668656741
"24",1973,-16.8396314833473,20.3818472438727,-7.73932554504121,296.474595060939,77.2446196808377,4.82403248373011e-05,96832.3549923781,203.073391483157,388.0586583923,2.14965770861892,301.729169090514,292.512533735379
"25",1974,5.51171846566583,15.2897006042233,3.42739956586508,295.951145937921,78.0475703484569,4.7908168819892e-05,96802.7021869137,204.871433766206,382.870861175136,2.13967660421726,301.156474387221,291.990496036036
"26",1975,8.11050553743714,8.75327566676408,1.549926075067,296.006834334325,77.9069978810609,4.67686241529869e-05,96829.5940284944,204.61430842702,383.538307805446,2.17959123055886,301.238860511422,292.042482759
"27",1976,21.5894950548807,15.5779558047629,-0.805785917442874,295.7742921067,78.9497163353897,5.21353714277116e-05,96812.605725258,199.93721340387,384.21179164865,2.18585314043915,300.838117130702,291.946264900365
"28",1977,-10.4625512182192,7.43721632417266,10.3995275319491,296.322110632347,78.1518170784383,5.13033843080797e-05,96816.3961509146,204.403034918751,385.977339180952,2.18831948290175,301.535821796582,292.385792744764
"29",1978,-6.05826730848042,-5.43609678412698,8.14142514049499,296.110910555211,78.1931032391919,5.35538329711834e-05,96823.367334076,203.462036848516,384.209016495753,2.11612657333181,301.267066883996,292.203308277237
"30",1979,23.8785577497274,-12.1428344618748,-3.50965656671711,295.859824060723,78.3000800470921,5.31287731518261e-05,96816.4038021811,198.438892987164,384.835850413253,2.21792047064032,301.005127926481,291.97162861493
"31",1980,16.056712642476,5.02164406750051,2.58026684321845,296.130436480381,78.6196919596889,5.60722579687264e-05,96836.0812470685,198.406306454657,386.414088494335,2.27452613958498,301.106098053379,292.251246640204
"32",1981,19.6277902207041,0.209166704787178,6.85196527716443,295.959089268439,78.1980347624416,5.40446828115198e-05,96831.8810829034,198.984841609762,384.185589473646,2.22009556020626,300.96356275605,292.068822119965
"33",1982,-3.4964607228025,-13.8883089113296,-0.398728693987573,296.130417643076,80.9621123981297,5.86521235549312e-05,96823.1349964822,194.427556136312,388.192778682172,2.16713021642495,300.905602431879,292.539648517659
"34",1983,6.44316593552831,-3.02704485628347,-8.60332029035495,296.086645988765,80.8654761538049,6.41472687356468e-05,96795.3587300657,192.385829760925,390.405536930736,2.26322873604902,300.773927040887,292.522655723243
