"","year","PC1","PC2","PC3","tas","hurs","pr","ps","rsds","rlds","sfcwind","tasmax","tasmin"
"1",1950,-13.1995316788869,4.37173476820408,9.68932422035449,272.907166959254,70.8227122130632,1.69716727980911e-05,95249.5838526393,143.25306712847,261.546003280147,3.04485140448092,277.765888650396,267.261358535185
"2",1951,-25.3694807510469,-8.51158412235542,-9.9449054824701,273.706683788132,67.954830566809,1.50267931169437e-05,95275.184498717,146.959422505846,262.777247879163,3.18366496898562,278.609573677488,267.992933167041
"3",1952,11.6277504414382,7.43038571669904,-4.27302910697254,271.950122956307,71.5884297614223,1.79646135330663e-05,95366.4175792705,143.846452405376,258.517624706816,3.08957463083379,276.791084177683,266.3014394363
"4",1953,-32.0964483816091,-5.97305400949187,8.9304652331219,273.762720639405,69.2291276545818,1.60740476319548e-05,95262.3433032441,145.199682218938,264.350949284618,3.13669380309645,278.600057831258,268.097335725935
"5",1954,8.75729160388108,-0.495154172881996,-0.993823714069215,271.395743227425,71.4221074951709,1.69543739191453e-05,95387.462128849,144.394430020688,255.360749387322,2.93149985421088,276.148573083961,265.900753927371
"6",1955,-11.7056338557401,-0.971646902790583,-3.83430572741271,273.389263566988,68.5683672952512,1.62376279157613e-05,95240.6267412023,146.584134401114,261.700999464108,3.11743285404272,278.281312825044,267.729549598134
"7",1956,9.37099467209566,3.92853305237839,-0.159505727039888,272.501073977115,69.5014602012299,1.69408674390715e-05,95320.5135630499,143.975004772287,257.547808493337,2.97850528298235,277.21234963157,267.127113006681
"8",1957,7.43459719576856,4.83516890197721,-4.97914633624871,273.291825862225,70.8594205470379,1.89227601186382e-05,95205.9680741386,140.85374431666,264.109702884976,3.21921745930249,278.032185126609,267.727571906932
"9",1958,53.0794130538937,-0.173280440837877,4.78657467106517,272.480570415598,72.1685060182275,1.85044202053951e-05,95251.9316463526,140.978565831338,261.335106343468,3.17355731785123,277.021652400668,267.100322063368
"10",1959,6.27492577290778,-5.44811364418738,7.64624552526949,272.334022186369,72.3750973363076,1.88577892077451e-05,95211.6855984237,140.62347259969,261.206232311439,3.02274858269873,276.972473144531,266.913641205281
