global_cluster4_ccf1_oni,global_cluster4_ccf1_pdo,global_cluster4_ccf1_npo,global_cluster5_ccf1_nao,global_cluster6_ccf1_nao,global_cluster6_ccf1_npgo,global_cluster7_ccf1_oni,global_cluster10_ccf1_oni,global_cluster14_ccf1_oni,global_cluster14_ccf3_oni,global_cluster14_ccf3_pdo,global_cluster14_ccf3_npgo
0.0854984079595206,0.0636582038640395,-0.0363088105091224,0.0801074364757565,0.00418863172180117,-0.0224513392421939,-0.164437298710033,-0.0703616336288379,-0.0117388650216201,0.0274780183828211,-0.0689006063606117,-0.210011135087615
0.0613913522903313,-0.0330728339211493,0.0228487503962689,-0.278762532353927,-0.113559994438517,-0.0124298311269747,0.0418628738561295,0.0860976523541692,-0.157115998078188,0.000791937576430526,-0.0608503137963517,-0.0800569948611375
0.147461918383681,-0.0072518581624279,0.0756000309682597,0.012367650603798,0.0860927168815003,0.13462452946484,0.036004410602763,0.0813261168687249,-0.0489468519140027,0.0686838821660011,0.0136717013056351,0.0514368283787939
-0.0932828572581277,0.0766915745697501,0.114734649423918,-0.180285668660306,-0.0158442520732848,0.238982728494803,-0.205971016712111,-0.299333782590902,0.0174231720545182,0.190264029349449,-0.079906637174119,0.154402056295543
-0.0205866372678474,0.176691576568954,-0.183632789321634,0.253788063501657,0.0931035430764442,0.430365459781791,-0.329351638700164,-0.411723321801794,0.0679681822165577,0.00739855834205462,-0.330968464238237,0.264254906584148
0.470000847575387,0.400147749824835,-0.450441490684606,-0.51468847001527,-0.482244178569599,0.380478895828516,0.4159379769917,0.145841977896858,0.152170767659742,-0.495978288114615,-0.425024509819086,0.420954779851246
0.328338996621862,0.272246935137327,0.01025733314796,0.0419198165867956,-0.10724131321684,0.0262262973516523,0.651123460724494,0.251250159164172,-0.42156217807948,-0.345105813470695,-0.299936133239726,0.341186267405288
-0.120059163344979,0.105756683764448,-0.112987612444857,-0.0848810259128306,-0.218182972226406,0.0504150472625954,-0.23086185725152,-0.166458002914641,-0.0354045919092911,0.0792112136051857,0.117795356732117,0.0884065671621984
-0.187751311198117,0.0488012328953992,-0.0517015719062992,-0.104154238389946,-0.250339765201332,0.0570218831562305,-0.143877881299693,-0.0852036720146514,0.190838666040479,0.124190432079296,0.243336633715001,-0.0897954843924747
-0.0365295832839366,-0.0211956263004394,0.0150542764992303,0.0409646923154034,0.166309455398648,-0.017903208138842,0.0664901087083876,0.177353819579919,0.00779480083045072,0.0832282926345921,0.202704721072324,-0.15538629214958
-0.10447125018634,-0.104496233486895,-0.0725571656071669,-0.0499797869834194,-0.107138543871636,-0.0969551349660148,0.0340296055916831,0.0190862956446158,0.00864450367528673,0.0357741600198152,0.0974606503468351,-0.179344791670625
