,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72
global17,0.85479,0.06038,0.04394,0.01145,0.00588,0.00534,0.0026,0.00241,0.00158,0.00148,0.00133,0.00098,0.00078,0.00069,0.00053,0.00048,0.00045,0.00044,0.00041,3e-04,0.00029,0.00027,0.00027,0.00023,0.00021,0.00018,0.00016,0.00016,0.00015,0.00013,0.00012,0.00011,0.00011,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0
global18,0.81104,0.09011,0.02742,0.01516,0.00748,0.00739,0.00617,0.0041,0.00364,0.00294,0.00209,0.002,0.00183,0.00157,0.00146,0.0013,0.00111,0.00106,0.00094,0.00089,0.00075,0.00063,0.00057,0.00056,0.00052,0.00047,0.00045,0.00039,0.00036,0.00035,0.00034,0.00032,0.00031,0.00027,0.00024,0.00023,0.00023,0.00021,2e-04,0.00019,0.00019,0.00017,0.00017,0.00015,0.00015,0.00014,0.00013,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,2e-05,1e-05,0
global19,0.78268,0.08654,0.07084,0.01323,0.0111,0.00787,0.005,0.00356,0.00293,0.00221,0.0017,0.00127,0.00123,0.00097,0.00082,0.00081,0.00071,0.00059,0.00053,0.00044,0.00039,0.00036,0.00031,0.00029,0.00027,0.00025,0.00021,0.00019,0.00019,0.00017,0.00016,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0
global20,0.62217,0.13233,0.07919,0.05007,0.02793,0.01494,0.01249,0.00797,0.00649,0.00463,0.00447,0.00382,0.00335,0.00261,0.00232,0.00203,0.00194,0.00165,0.00147,0.00139,0.00127,0.00114,0.00112,0.00099,0.00094,0.00088,0.00081,0.00069,0.00067,0.00062,0.00051,5e-04,0.00045,0.00042,0.00041,0.00037,0.00036,0.00035,3e-04,0.00029,0.00027,0.00025,0.00024,0.00023,0.00021,0.00019,0.00018,0.00018,0.00016,0.00016,0.00015,0.00014,0.00013,0.00013,0.00011,0.00011,1e-04,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,3e-05,2e-05,0
global21,0.88324,0.05878,0.02569,0.00843,0.00617,0.00352,0.00231,0.00163,0.00145,0.00125,0.00103,0.00086,0.00059,0.00051,0.00046,0.00042,0.00035,0.00029,0.00025,0.00023,0.00021,0.00018,0.00017,0.00015,0.00014,0.00013,0.00012,0.00012,1e-04,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,6e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0
global22,0.81059,0.06862,0.04681,0.02004,0.01337,0.00708,0.00635,0.00436,0.0037,0.00221,0.00195,0.00173,0.00141,0.0013,0.00101,0.00091,0.00076,0.00073,0.00066,0.00057,0.00052,0.00048,0.00042,0.00035,0.00034,0.00031,0.00026,0.00024,0.00022,2e-04,0.00019,0.00018,0.00016,0.00015,0.00013,0.00012,0.00011,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0
global23,0.81678,0.08567,0.04131,0.01733,0.00763,0.0066,0.00646,0.00292,0.00226,0.00164,0.0013,0.00121,0.00097,0.00084,0.00072,0.00053,0.00052,0.00045,4e-04,0.00037,0.00035,0.00034,0.00027,0.00025,0.00023,0.00021,0.00018,0.00017,0.00016,0.00014,0.00013,0.00012,0.00011,1e-04,1e-04,9e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
global24,0.7744,0.1009,0.04998,0.01737,0.00923,0.00737,0.00635,0.00437,0.00328,0.00308,0.00226,0.00209,0.00188,0.00157,0.00139,0.00116,0.00103,0.001,9e-04,0.00083,0.00076,0.00066,0.00058,0.00053,0.00051,0.00046,0.00042,4e-04,0.00039,0.00038,3e-04,3e-04,0.00027,0.00026,0.00025,0.00022,0.00022,0.00019,0.00018,0.00016,0.00015,0.00015,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,1e-05,0
global25,0.45473,0.2146,0.15098,0.05076,0.02842,0.01614,0.01228,0.00977,0.00915,0.00708,0.00591,0.005,0.00409,0.00353,0.00307,0.00244,0.00204,0.00184,0.00165,0.00151,0.00129,0.00107,0.00099,9e-04,8e-04,0.00077,0.00068,0.00063,0.00058,0.00057,0.00051,0.00048,0.00046,0.00042,0.00035,0.00033,0.00032,0.00029,0.00028,0.00026,0.00024,0.00023,0.00021,0.00019,0.00017,0.00016,0.00015,0.00015,0.00014,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,8e-05,7e-05,6e-05,6e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,3e-05,3e-05,3e-05,2e-05,2e-05,0
global26,0.58681,0.13959,0.06682,0.0298,0.02519,0.02097,0.01484,0.01469,0.01232,0.01027,0.00839,0.00808,0.00533,0.0044,0.00402,0.00368,0.0032,0.00313,0.00287,0.00239,0.00238,0.00209,0.00193,0.00181,0.00167,0.00159,0.00142,0.00128,0.00121,0.00113,0.00102,0.00096,0.00085,0.00081,0.00077,0.00074,0.00068,0.00067,6e-04,6e-04,0.00056,0.00054,0.00051,5e-04,0.00048,0.00044,0.00042,4e-04,0.00038,0.00036,0.00034,0.00033,0.00031,0.00029,0.00027,0.00027,0.00025,0.00024,0.00023,0.00022,0.00021,2e-04,0.00018,0.00017,0.00016,0.00015,0.00014,0.00013,0.00012,9e-05,9e-05,0
global27,0.84567,0.06766,0.03936,0.00923,0.00743,0.00664,0.00502,0.00372,0.00236,0.00171,0.00147,0.00125,0.00115,0.00078,0.00065,0.00054,0.00053,0.00045,0.00035,0.00033,0.00033,0.00027,0.00025,0.00022,0.00021,0.00018,0.00016,0.00016,0.00014,0.00012,0.00012,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0
global28,0.62778,0.05214,0.04283,0.03638,0.0291,0.02093,0.0191,0.01567,0.01341,0.01081,0.01001,0.00935,0.00751,0.0072,0.00636,0.00595,0.00539,0.00527,0.0048,0.00419,0.00401,0.00387,0.00345,0.0032,0.00286,0.00285,0.00262,0.00235,0.00221,0.00216,0.00192,0.0018,0.00171,0.00165,0.0016,0.00154,0.0014,0.00134,0.00131,0.00124,0.00119,0.00116,0.00115,0.00107,0.00099,0.00096,9e-04,0.00089,0.00085,0.00079,0.00078,0.00075,0.00072,0.00067,0.00066,0.00063,0.00062,0.00057,0.00055,0.00052,5e-04,0.00048,0.00047,0.00044,0.00043,0.00043,0.00038,0.00037,0.00032,3e-04,0.00018,0
global29,0.78631,0.09073,0.0485,0.02152,0.00863,0.0078,0.00614,0.00444,0.00338,0.00267,0.00231,0.00203,0.00185,0.0016,0.00116,0.00104,0.00092,0.00072,0.00069,0.00058,0.00052,0.00046,0.00041,4e-04,0.00037,0.00034,0.00032,3e-04,3e-04,0.00026,0.00023,0.00021,2e-04,0.00017,0.00017,0.00017,0.00015,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,0
global30,0.87775,0.04543,0.03497,0.01142,0.00726,0.00481,0.00338,0.00219,0.00175,0.00132,0.00115,0.00094,0.00073,0.00066,0.00058,0.00045,0.00043,0.00039,0.00038,0.00035,0.00029,0.00028,0.00025,0.00023,0.00019,0.00017,0.00016,0.00014,0.00013,0.00012,0.00012,0.00011,0.00011,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0
global31,0.79231,0.1049,0.04784,0.01191,0.00849,0.00635,0.00503,0.00376,0.00292,0.00212,0.00177,0.00139,0.00115,0.00101,0.00085,0.00069,0.00064,0.00062,5e-04,0.00046,4e-04,0.00036,0.00035,0.00032,0.00027,0.00026,0.00024,0.00023,2e-04,0.00019,0.00017,0.00017,0.00016,0.00014,0.00013,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0
global32,0.83558,0.06551,0.0334,0.0171,0.00842,0.00566,0.005,0.0042,0.00283,0.00245,0.00216,0.00182,0.00156,0.00135,0.00128,0.00115,0.00107,0.00082,0.00075,0.00069,0.00056,0.00053,0.00045,0.00044,4e-04,0.00037,0.00032,0.00031,0.00029,0.00028,0.00028,0.00023,0.00022,0.00019,0.00018,0.00016,0.00015,0.00015,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0
global33,0.69929,0.11187,0.05448,0.02642,0.01733,0.01259,0.01043,0.00876,0.00706,0.00594,0.00493,0.00389,0.00331,0.00301,0.00224,0.00214,0.00199,0.00186,0.00162,0.00157,0.0015,0.00135,0.00123,0.00112,0.00094,0.00088,0.00087,0.00074,7e-04,0.00065,0.00059,0.00058,0.00052,5e-04,0.00043,0.00041,0.00039,0.00039,0.00035,0.00033,0.00032,0.00031,3e-04,0.00028,0.00026,0.00025,0.00023,0.00021,2e-04,0.00019,0.00018,0.00018,0.00016,0.00015,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,5e-05,4e-05,0
global34,0.76215,0.10245,0.0504,0.01789,0.01403,0.01028,0.00558,0.00524,0.00413,0.00376,0.00268,0.00245,0.00169,0.00158,0.00142,0.00124,0.00112,0.00105,0.00088,8e-04,7e-04,0.00059,0.00056,0.00051,0.00048,0.00044,0.00039,0.00038,0.00035,0.00034,3e-04,0.00029,0.00026,0.00024,0.00024,0.00022,0.00021,0.00019,0.00018,0.00017,0.00015,0.00014,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,8e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,0
global35,0.72315,0.11031,0.07259,0.02462,0.01498,0.01171,0.00738,0.0053,0.00422,0.00349,0.00295,0.00192,0.00168,0.00149,0.00141,0.00115,0.00105,9e-04,0.00082,0.00077,0.00065,0.00056,0.00053,0.00051,0.00045,0.00038,0.00034,0.00032,0.00029,0.00028,0.00024,0.00024,0.00021,0.00021,2e-04,0.00019,0.00018,0.00017,0.00015,0.00014,0.00013,0.00013,0.00012,1e-04,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,0
global36,0.70628,0.11771,0.03736,0.02937,0.02435,0.01445,0.00884,0.00789,0.00699,0.00557,0.00407,0.00379,0.00322,0.00284,0.0028,0.00199,0.00182,0.00179,0.0016,0.0015,0.00127,0.00119,0.00105,0.00097,0.00084,0.00075,0.00073,7e-04,0.00062,0.00058,0.00055,5e-04,0.00049,4e-04,0.00038,0.00036,0.00034,0.00032,0.00031,0.00028,0.00025,0.00024,0.00023,0.00021,0.00018,0.00018,0.00017,0.00016,0.00015,0.00014,0.00012,0.00011,0.00011,0.00011,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,2e-05,2e-05,2e-05,1e-05,0
global37,0.80455,0.07801,0.05954,0.01325,0.00785,0.00698,0.0053,0.00445,0.0026,0.00233,0.00194,0.00172,0.00128,0.00096,0.00094,8e-04,0.00069,0.00067,0.00055,5e-04,0.00045,0.00044,0.00041,0.00035,0.00026,0.00025,0.00023,0.00021,0.00019,0.00017,0.00017,0.00015,0.00014,0.00013,0.00011,0.00011,0.00011,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
