pc.Variables,pc.Importance
rlds,8.3508913171286
hurs,7.40265574586008
tasmax,4.05004145780827
tasmin,3.90558702947933
tas,3.74844778832403
ps,2.48123161345345
pr,2.30068875700802
PC1,1.47803623341996
sfcwind,-0.227563624159187
rsds,-0.633582980522916
PC2,-0.840754543990337
