pc.Variables,pc.Importance
sfcwind,12.7129150179325
tasmax,5.37020709480925
tas,2.98118884241997
pr,2.63203806139087
hurs,1.20848115350585
rlds,0.465654610093356
tasmin,-0.905365858900464
ps,-1.36474228003611
rsds,-2.32907243462798
PC1,-3.26041818046156
PC2,-3.53770174756438
