global_cluster2_ccf1_oni,global_cluster3_ccf1_oni,global_cluster3_ccf1_iod,global_cluster3_ccf2_oni,global_cluster3_ccf2_pdo,global_cluster3_ccf2_npgo,global_cluster4_ccf1_pdo,global_cluster8_ccf1_oni,global_cluster8_ccf1_pdo,global_cluster8_ccf3_pdo,global_cluster9_ccf1_oni,global_cluster10_ccf2_nao,global_cluster17_ccf1_nao,global_cluster19_ccf1_oni,global_cluster19_ccf3_oni,global_cluster21_ccf1_npgo,global_cluster22_ccf1_nao,global_cluster26_ccf1_oni,global_cluster28_ccf1_nao,global_cluster31_ccf3_nao,global_cluster35_ccf1_oni,global_cluster35_ccf3_npgo,global_cluster40_ccf1_oni,global_cluster41_ccf3_nao,global_cluster49_ccf2_oni,global_cluster52_ccf3_oni,global_cluster55_ccf2_oni
-0.166337311408993,-0.00061157177029821,-0.0108709753713251,0.0253084692147162,-0.0449483199253857,-0.0631674474987701,0.182438861448427,0.0235866378877892,0.124130639270278,-0.0938493419225024,-0.031211317684818,0.0200631344342537,0.0372931121659207,-0.143957947587795,-0.000285245053594607,-0.000636417781094911,0.00674362306705106,0.163250476477836,0.0686818963668012,0.0561665870639224,-0.0914329425538236,0.0720861879793697,0.0902958366425561,-0.00316524691245891,-0.00514633248137896,0.113812590081069,0.132044628610028
-0.0143512902624728,-0.024550696560696,-0.0146478717036565,-0.0672344546294935,-0.0249896164123981,0.0546196648592894,0.0776721294712762,0.144682887733308,0.154846285921929,-0.166669726000832,0.0661694626622658,0.0959891659904071,-0.103062991172937,0.0743442350783546,-0.0556717093585856,-0.020934499204779,-0.0756017935979325,-0.0758352320335914,-0.0876685957429774,0.00898168864247401,0.0826144300497816,-0.0996794073022439,0.0410461835944033,0.172962598396928,0.24267952790082,0.00105425715299851,0.151321656211674
0.104164497335495,-0.0445912570141548,0.0476443344127816,0.133533658759138,0.0352724392302827,0.172916071843005,0.0258066937743908,-0.127590425301167,0.0790389957128964,-0.102879995595899,-0.0406067853009133,-0.108783817247804,-0.0234933564753697,0.0377799392069321,-0.0200094021652777,0.134018550691578,0.0586771970905336,-0.0615522861911242,0.0461629374312405,0.245661528557568,0.054146240066342,-0.192288698282822,-0.0589549956891842,0.0497885150026493,0.0049447962833476,-0.415724723491285,0.049165597321344
-0.17351713269194,0.0709335823777657,0.0310503448177708,0.144871587192159,-0.116917399104458,0.268567309356855,-0.00432197051932207,0.00216831034012022,-0.0851746745743065,0.0397658373343821,-0.0319678123643842,0.0858452092083687,-0.152135136731651,-0.206630177145182,0.0732398408563728,0.218186099484399,-0.277013830805605,0.19186691091546,0.1358836505956,-0.0468751452845785,-0.163327858156159,-0.278488221158518,-0.256478832324473,-0.0598602587946107,-0.126630951590826,0.0902249502111978,0.152276604123346
-0.154463929556258,-0.067862393546162,0.0952524853852528,-0.190009696526873,-0.408006221891041,0.320322395412074,-0.132376657382215,-0.0247589614611918,-0.194520510419792,0.309123258493686,-0.00914046155462074,-0.113327662921293,0.178717088708748,-0.319680717460315,-0.306231193453543,0.415515893546025,0.117457650621437,0.391427931884454,-0.139559183314094,-0.0813935789462985,-0.0798224397769209,-0.329184951062595,-0.25549448279489,-0.0142545829841598,0.0333238371303068,0.15061821562524,-0.0468008690196592
0.403704326044392,-0.273330048300637,-0.44141316546417,-0.646877289948671,-0.467038729903304,0.415471445691787,-0.413304900736649,-0.413717295075969,-0.409008081122797,0.4164653886147,-0.405249182781496,-0.150006328726773,-0.449992388076193,0.487427610000715,-0.478319386470615,0.320478909470881,-0.519942918440837,-0.207321042602771,0.544072219353294,0.43874622796041,0.484419693488432,-0.423353640951744,0.415655926350168,-0.420127165929541,0.32389706448724,-0.0122000603823869,-0.266037323166886
0.182788591200834,0.473965359523913,0.294677140006978,-0.295458830923067,-0.125944333393973,0.203808752445927,-0.099539073695458,-0.259305936104173,-0.175596137007557,0.0716184233750102,-0.232266138942368,-0.0264509664190461,-0.00189944825704479,0.60653696324824,0.181220665027149,0.0127248939427665,0.0895958143996329,-0.511078106781499,-0.101648476679237,0.0466027780491543,0.375174121347521,-0.477761182920746,0.333454639821938,-0.0402404591672299,-0.0416830172795892,-0.126176345444961,-0.419440437293463
0.0215900247331705,-0.0504724572335455,0.0238047979792385,0.203899808329164,0.202108059217888,-0.095046748808458,0.0509454529523054,0.0819238238397994,-0.0332617197429635,-0.1145586296108,0.0857214222950431,-0.406368274520991,0.0827280766382122,-0.238609093820245,0.0865237860911408,0.0112367368898364,-0.134106617968793,0.253820897359711,0.114856370535953,0.0339430355977115,-0.385379075728234,-0.255549248697132,-0.192647038791174,-0.201694504657364,-0.511851379649621,-0.0917885012507102,0.218304005451512
0.0678280280604369,-0.0632461939247342,-0.0509196909079975,0.172646280997222,0.239065149212731,-0.266071823031765,0.127493293955589,0.0995694605301686,-0.0328568561155341,-0.19614390133056,0.125971471444722,-0.00720564897426944,-0.134221921770238,-0.153408124198771,-0.0719276287151944,-0.0885417051424176,-0.0767586590671229,0.0345516993310424,0.12226015314196,-0.054715656577061,-0.0969555707630955,-0.0910915425762903,-0.187574152943597,0.0763790271432054,-0.222189803594638,0.0623236915677629,0.156508256455866
0.095768878351465,0.0731896518340283,-0.0108291051752415,0.126734595053334,0.122550653177905,-0.39532010811894,0.139440383833271,0.0911880692019708,0.0367590429539095,-0.0352283660502612,-0.0378205913719506,0.0467288220175647,-0.0405079740898587,0.0706072897105121,-0.163774071205667,-0.0101296261914419,-0.0062053560767348,-0.0404175321479325,-0.0323732868273103,-0.0371625652930344,0.236681073241475,0.19504929068886,0.0189069144832016,-0.0154231478124221,-0.0468809550520319,0.0348249985466363,-0.103676191654371
-0.00452084107399381,0.0696539028351281,-0.042804098704891,0.0624541999545187,0.00531291420473955,-0.335414177997462,0.204722694284726,-0.0511491828457853,0.0790284372191457,0.0673100930390605,0.135865367238144,-0.0167778744165885,-0.0577839911779288,0.0452788725596006,0.173784385424987,-0.0558527020281197,-0.0865036715668573,0.0370956204933102,0.197708353873718,-0.0741270227845501,0.000314404765609574,0.17674428879757,0.152506726907416,0.113434241591649,0.0369661829449259,0.202912960229677,-0.156418102280643
