pc.Variables,pc.Importance
pr,7.22124889297599
rlds,4.61145478119691
tasmin,4.01763716201035
tasmax,3.7913055171578
tas,2.86074027666648
sfcwind,1.26509937116869
PC1,1.04836959276788
PC3,-1.23436297655144
rsds,-1.42091143674429
hurs,-2.3039943067999
ps,-4.23268680670408
