index,cluster,pc,cor
oni,1,1,0.326764115596476
pdo,1,1,0.318643737809843
iod,1,1,0.231375502396908
oni,1,3,0.282906708543232
nao,1,3,0.33027151468349
pdo,1,3,0.258163226690996
npgo,1,3,0.310244661387869
oni,2,1,0.262145531764337
pdo,2,1,0.32175066740016
nao,2,2,0.247242529402886
nao,2,3,0.311622979421704
pdo,2,3,0.266198008457773
iod,2,3,0.244438531989692
npgo,2,3,0.231964356955337
pdo,3,1,0.285839317137441
npgo,3,1,0.237075241246594
oni,3,2,0.342903868607438
nao,3,2,0.276413994428717
pdo,3,2,0.331491092919067
npgo,3,2,0.324259411859482
nao,3,3,0.233116024148201
npo,4,1,0.264581325290304
oni,4,2,0.280557435232808
iod,4,3,0.269453428026678
oni,5,1,0.241513020536549
nao,5,1,0.25505619569849
iod,5,1,0.254308389664574
oni,5,2,0.346222909837111
pdo,5,2,0.264723904725373
iod,5,2,0.250806975691511
npgo,5,2,0.326103083371245
nao,5,3,0.350782050834706
pdo,5,3,0.236214117134085
iod,5,3,0.287738494325448
npgo,5,3,0.297746046345886
oni,6,1,0.29266398996623
nao,6,1,0.349735985674483
iod,6,1,0.276989752061497
npo,6,1,0.253723891005977
oni,6,2,0.238697436723259
npo,6,2,0.246173020821444
oni,6,3,0.250129959356614
npgo,6,3,0.284409046280363
oni,7,1,0.448443772611745
nao,7,1,0.28978323941879
pdo,7,1,0.427324144081859
npgo,7,1,0.398396249771387
npo,7,1,0.404517643949891
pdo,7,2,0.276534655488679
npo,7,2,0.268748898126118
npgo,7,3,0.356533514721279
npo,7,3,0.251735154884954
oni,8,1,0.396708369701346
pdo,8,1,0.354191635821627
iod,8,1,0.248205924888321
npgo,8,1,0.32028775377785
npo,8,1,0.387616800036781
oni,8,2,0.451856990161083
pdo,8,2,0.440067403989175
npgo,8,2,0.361083572219747
oni,8,3,0.265999159708828
npo,8,3,0.482875670371206
oni,9,1,0.462280197142706
nao,9,1,0.316928121876404
pdo,9,1,0.293849402403023
npgo,9,1,0.331258745158439
npo,9,1,0.272912118262953
oni,9,2,0.250078429833588
nao,9,2,0.287518249225044
npo,9,2,0.234119839669424
oni,9,3,0.319054863535806
nao,9,3,0.24742337675163
pdo,9,3,0.231189893901895
iod,9,3,0.256698496238378
npgo,9,3,0.290371461718714
nao,10,1,0.419791508673851
iod,10,1,0.2571736744364
npgo,10,1,0.34642346042752
npo,10,1,0.288914955029986
oni,10,3,0.240683715189331
nao,10,3,0.343504001945046
iod,10,3,0.25398271516155
npgo,10,3,0.296355902631595
oni,11,1,0.252361183201688
pdo,11,1,0.492682052128445
iod,11,1,0.24940709168431
npo,11,1,0.481698848136739
nao,11,2,0.246597915185039
pdo,11,2,0.235227156564567
npo,11,2,0.240912600565827
oni,11,3,0.263226889935959
iod,11,3,0.261119945755224
npo,11,3,0.256792219460061
nao,12,1,0.308303831132259
iod,12,1,0.250153681985933
npo,12,1,0.25584981333321
oni,12,2,0.248731484353949
pdo,12,2,0.238180289450416
npgo,12,2,0.311266269768081
oni,12,3,0.244996776261418
nao,12,3,0.276614218282466
npgo,12,3,0.268213298957432
oni,13,1,0.233078436660752
nao,13,1,0.240618762085942
iod,13,1,0.31966643590219
npgo,13,1,0.246154114231065
npo,13,1,0.329462957255453
oni,13,2,0.261748541141747
npo,13,2,0.24950803539651
npo,13,3,0.252909126940689
oni,14,1,0.526241930989014
pdo,14,1,0.359499242764332
iod,14,1,0.312012960872865
npgo,14,1,0.311118759440185
npo,14,1,0.23734880198281
oni,14,2,0.341627141001646
pdo,14,2,0.287992428368932
iod,14,2,0.331125964017414
npgo,14,2,0.280698082855575
oni,14,3,0.355062279729244
pdo,14,3,0.234550783570586
npgo,14,3,0.365227456110594
oni,15,1,0.296334993022592
pdo,15,1,0.244003210605096
iod,15,1,0.23564552668852
npgo,15,1,0.250629347944778
oni,15,2,0.33189274563454
nao,15,2,0.254378180436873
iod,15,2,0.257317375882669
npgo,15,2,0.246463819916799
npo,15,2,0.334679784122045
oni,15,3,0.306617827422775
nao,15,3,0.237477192938986
npo,15,3,0.258028633896098
nao,16,1,0.341533098561592
npgo,16,1,0.407672078118461
npo,16,1,0.323760072296292
oni,16,2,0.254123304722947
nao,16,2,0.276174074709812
oni,16,3,0.267713091348652
pdo,16,3,0.276334514071407
npgo,16,3,0.356954281462025
pdo,17,1,0.235961440242801
iod,17,1,0.23857485935892
npgo,17,1,0.246790012232423
iod,17,2,0.24849327286841
npo,17,2,0.379224145649363
nao,18,1,0.252622972905403
pdo,18,1,0.313271371053121
oni,18,2,0.242171795442081
npgo,18,2,0.373594136869139
npo,18,2,0.299411130402286
nao,18,3,0.30393322223528
oni,19,1,0.352016963802201
nao,19,1,0.435537885549725
nao,19,2,0.351435012951134
pdo,19,2,0.284028773243622
npo,19,2,0.284846926291591
nao,19,3,0.273909842342633
pdo,19,3,0.242892033180522
npo,19,3,0.248973617293389
oni,20,1,0.641895726450066
nao,20,1,0.302565209545392
pdo,20,1,0.297368601393359
iod,20,1,0.244305933903352
npgo,20,1,0.284969093649775
npo,20,1,0.275213386839488
oni,20,2,0.339274193431364
nao,20,2,0.389200606636348
pdo,20,2,0.264386343602696
iod,20,2,0.300191870854252
npgo,20,2,0.296797824268057
npo,20,2,0.251371269673811
oni,20,3,0.414143780535528
pdo,20,3,0.32511210690202
iod,20,3,0.274436259742955
npgo,20,3,0.393922768031862
nao,21,1,0.37669229920817
npgo,21,1,0.417979120819339
nao,21,2,0.408384037146403
oni,21,3,0.23578343836182
nao,22,1,0.282765577377338
iod,22,2,0.331824016674122
npo,22,2,0.243448203720958
oni,22,3,0.240180268952672
iod,22,3,0.4317286726604
npgo,22,3,0.420976383925135
npo,22,3,0.316566332855928
oni,23,1,0.249506354802329
nao,23,1,0.238909620905134
npgo,23,1,0.245620046834433
nao,23,2,0.237577351258378
pdo,23,2,0.237229472264959
iod,23,2,0.248236462658168
npgo,23,2,0.329435691308686
oni,23,3,0.322134742508617
pdo,23,3,0.351762847830097
npo,23,3,0.286871932114282
oni,24,1,0.65866353335393
nao,24,1,0.237030431301171
pdo,24,1,0.344458069703343
iod,24,1,0.235190063563224
npo,24,1,0.35903240898327
pdo,24,2,0.263425799776751
npgo,24,2,0.235180212618689
pdo,24,3,0.279025648122682
iod,24,3,0.23697767384635
npo,24,3,0.271484167128368
nao,25,1,0.441596951262762
npgo,25,1,0.248162514994035
oni,25,3,0.29778422973081
nao,25,3,0.258723705287162
pdo,25,3,0.348603159720601
iod,25,3,0.232227804281429
nao,26,1,0.520543064010984
npgo,26,1,0.274445911965634
npo,26,1,0.266583702755325
nao,26,2,0.235918005992961
iod,26,2,0.235773091468137
nao,26,3,0.261738648164213
pdo,27,1,0.27650308329626
oni,27,2,0.394026929611855
pdo,27,2,0.236471388141378
npgo,27,2,0.344084830675229
npo,27,2,0.232587485252028
pdo,27,3,0.260059668848011
npgo,27,3,0.351311767210808
oni,28,1,0.302958833382467
nao,28,1,0.242544188505326
oni,28,2,0.341893125939858
iod,28,2,0.242693251939529
oni,28,3,0.296734546177932
nao,28,3,0.251749153015974
iod,28,3,0.316464329548704
npgo,28,3,0.271412087570381
npo,28,3,0.253012686998966
oni,29,1,0.310767239789051
pdo,29,1,0.263973390692473
npgo,29,1,0.274985046370829
oni,29,2,0.319741611662458
pdo,29,2,0.328917893510724
npgo,29,2,0.317217449457312
npo,29,2,0.327154759708623
oni,29,3,0.243535921564137
nao,29,3,0.284629878247461
oni,30,1,0.477738277422101
pdo,30,1,0.298718871304153
iod,30,1,0.252646446220028
npo,30,1,0.255696782276615
oni,30,2,0.399560994978786
pdo,30,2,0.327538026721586
oni,30,3,0.27594158302985
nao,30,3,0.245309920894195
oni,31,1,0.374008603376259
nao,31,1,0.257596105315102
iod,31,1,0.258848077460818
npgo,31,1,0.283520079158263
npo,31,1,0.290427232646489
nao,31,2,0.260861445105248
pdo,31,2,0.260135090331095
iod,31,2,0.325939022716668
oni,31,3,0.272740095108102
nao,31,3,0.269284414433968
pdo,31,3,0.37294242819309
iod,31,3,0.326029097216073
npgo,31,3,0.278469894171057
nao,32,1,0.32794703518359
npo,32,1,0.308969620157901
oni,32,2,0.265100546899253
pdo,32,2,0.333898780110188
npo,32,2,0.292721272121292
npgo,32,3,0.245940339875163
npo,32,3,0.247259644931448
nao,33,1,0.301067810593986
pdo,33,1,0.311110031760432
npo,33,1,0.244330552972272
iod,33,2,0.242568148390656
nao,33,3,0.438985094374147
npgo,33,3,0.284049507421651
oni,34,1,0.341529335600788
nao,34,1,0.348440554040115
pdo,34,1,0.368089000181089
iod,34,1,0.241757744736397
npo,34,1,0.255830934013007
pdo,34,2,0.283326920450432
iod,34,2,0.267375668750299
npgo,34,2,0.234237327031178
oni,34,3,0.482895793860018
pdo,34,3,0.431885549383982
iod,34,3,0.366034289211492
npo,34,3,0.324419715573743
nao,35,1,0.322290511663621
nao,35,2,0.257850543678156
pdo,35,2,0.26484666187593
npgo,35,2,0.334634267013696
npo,35,3,0.237527907942151
nao,36,1,0.32612577504151
pdo,36,1,0.242233202241716
oni,36,2,0.325162088330287
pdo,36,2,0.353076407779571
npgo,36,2,0.238515921467352
npo,36,2,0.312190427684612
nao,36,3,0.290103783337491
pdo,37,1,0.281192774117201
npo,37,1,0.235851921192889
oni,37,2,0.310038509587241
nao,37,2,0.277911912806184
iod,37,2,0.335691703172041
npgo,37,2,0.285961952878452
npo,37,2,0.240727676766267
oni,37,3,0.347236867612556
pdo,37,3,0.36701979251013
iod,37,3,0.251695726555034
npo,37,3,0.350425914265856
pdo,38,1,0.25797223919714
npo,38,1,0.361348763501582
oni,38,2,0.318971773171123
npgo,38,2,0.271320473248096
nao,38,3,0.258004141098744
npgo,38,3,0.236856087625288
npo,38,3,0.269684640976422
oni,39,1,0.233994957888726
pdo,39,1,0.310541312371722
iod,39,1,0.258153497863753
oni,39,2,0.300405774797915
pdo,39,2,0.334353063458817
iod,39,2,0.308118910504187
npo,39,2,0.245766308935151
iod,39,3,0.238792758498314
oni,40,1,0.244023047179279
nao,40,1,0.291842050758216
npo,40,1,0.25089550294901
oni,40,3,0.262201058430248
nao,40,3,0.272207036452602
pdo,40,3,0.233717667953677
iod,40,3,0.307251160799634
npo,40,3,0.266290122182786
nao,41,1,0.304085423221042
npgo,41,1,0.272636488948972
oni,41,2,0.238109809157561
npgo,41,2,0.276222936357708
npo,41,2,0.262177368011292
iod,41,3,0.247741190247245
npo,41,3,0.240090738262205
oni,42,1,0.268224799480177
iod,42,1,0.270630726028553
iod,42,2,0.233826936082851
oni,42,3,0.296941287828621
nao,42,3,0.267925912879026
pdo,42,3,0.244640585260289
oni,43,1,0.302240479784821
pdo,43,1,0.326457366177045
npo,43,1,0.263662752910224
oni,43,2,0.23545538831346
nao,43,2,0.370243690951296
pdo,43,2,0.244615513782363
iod,43,2,0.294184642109592
nao,43,3,0.294072633613474
oni,44,1,0.305050363309963
nao,44,1,0.304695796274978
npo,44,1,0.243322971751364
nao,44,2,0.256211224617501
npo,44,2,0.318131109288716
nao,44,3,0.36197381886884
oni,45,1,0.25572932609314
npgo,45,1,0.24538780780988
oni,45,2,0.340026803305113
pdo,45,2,0.371116114683577
iod,45,2,0.284790801742439
nao,45,3,0.295472638669109
iod,45,3,0.235845808724106
npo,45,3,0.281154405225667
npo,46,2,0.255427719360451
nao,47,1,0.25034548959231
iod,47,1,0.30337014789696
npo,47,1,0.283796099141045
nao,47,2,0.24767011620759
npo,47,2,0.304470918702998
nao,47,3,0.328879991716023
nao,48,1,0.246030890762535
pdo,48,1,0.254234554108854
iod,48,1,0.297902822198536
nao,48,2,0.283426102753555
npo,48,2,0.279602268985244
oni,48,3,0.268899317983619
nao,48,3,0.291785464063831
pdo,48,3,0.243878845788626
npgo,48,3,0.236578377038333
oni,49,1,0.267656801879386
nao,49,2,0.260999195010632
npgo,49,2,0.455908553767634
npo,49,2,0.286361400197526
nao,49,3,0.253867881223498
iod,49,3,0.262326239166578
nao,50,1,0.252249015671259
iod,50,1,0.322458065859727
npo,50,1,0.274460358286668
oni,50,2,0.254216957041178
iod,50,2,0.283647301045127
oni,50,3,0.368638095319195
nao,50,3,0.315362327352023
npgo,50,3,0.308756039425442
npo,50,3,0.259227980475713
nao,51,1,0.31302411396604
npo,51,1,0.243515375336159
iod,51,3,0.289807712801849
npgo,51,3,0.278090607075541
npo,51,3,0.238338938875471
oni,52,1,0.248318971032737
pdo,52,1,0.251783279543008
iod,52,2,0.284038920966533
nao,52,3,0.350218642704114
oni,53,1,0.243956411231771
nao,53,1,0.23869422932349
pdo,53,1,0.284916387345821
oni,53,2,0.309998967121865
oni,53,3,0.316898793959851
iod,53,3,0.307078179090804
oni,54,1,0.342763439090253
nao,54,1,0.238462961027087
pdo,54,1,0.233319167375131
npo,54,1,0.239197118645511
npo,54,2,0.319083735528865
npo,54,3,0.255495707264016
oni,55,1,0.25961362610461
pdo,55,1,0.239993460718012
iod,55,1,0.333166507052956
npgo,55,1,0.283875294628528
oni,55,2,0.266146641424434
npgo,55,2,0.298466377740472
nao,55,3,0.255450056682791
npo,55,3,0.241363359333438
oni,56,1,0.29017563362648
nao,56,1,0.242650207494879
pdo,56,1,0.238025464150233
npo,56,1,0.309495531191329
oni,56,2,0.233403285814245
nao,56,2,0.248316503129312
iod,56,2,0.269338444139103
npo,56,3,0.254439247382019
oni,57,1,0.379172381922065
nao,57,1,0.27759387366922
pdo,57,2,0.261623888375933
npo,57,2,0.276477235726553
oni,57,3,0.36710921874084
pdo,57,3,0.237201524430564
npgo,57,3,0.344412965482232
npgo,58,1,0.277391184359769
nao,58,2,0.321339155494071
npgo,58,2,0.269630711925498
npo,58,2,0.23629112566568
oni,58,3,0.274149718209623
nao,58,3,0.232176309396317
pdo,58,3,0.293237530262949
iod,58,3,0.232892970607834
npgo,58,3,0.283097011141798
oni,59,2,0.277426683343781
nao,59,2,0.264251011949738
npo,59,2,0.312265266305458
oni,59,3,0.367548393692436
pdo,59,3,0.232574701793985
nao,60,1,0.236941217424863
pdo,60,1,0.245243253114443
npo,60,1,0.322905012240879
oni,60,2,0.254174385650044
iod,60,2,0.325610188601234
npgo,60,2,0.243115350533578
oni,60,3,0.246299403168782
pdo,60,3,0.231115782705445
npo,60,3,0.263239746584889
nao,61,1,0.280792328378478
nao,61,2,0.264081632681944
pdo,61,2,0.233502624060599
npgo,61,2,0.232638234654013
iod,61,3,0.259391734670105
npo,61,3,0.256822612728078
oni,62,1,0.310801180976132
nao,62,1,0.289110066274489
oni,62,2,0.338528661559838
pdo,62,2,0.23814702661785
iod,62,2,0.242550623648034
npo,62,2,0.240718698422732
oni,62,3,0.245870857372506
oni,63,1,0.309176114390143
npgo,63,1,0.240599571455291
oni,63,2,0.404703645974016
nao,63,2,0.301486938694895
pdo,63,2,0.270976278292799
iod,63,2,0.256548255298142
npgo,63,2,0.401886383990573
oni,63,3,0.294650783415858
pdo,63,3,0.274123829004914
npo,63,3,0.261274884674531
oni,64,1,0.490189601930803
nao,64,1,0.279908414288951
pdo,64,1,0.256321455471651
iod,64,1,0.387974659221203
npgo,64,1,0.23300106415811
npo,64,1,0.252209444602271
oni,64,2,0.512219598094104
nao,64,2,0.283151795010637
pdo,64,2,0.401274894383963
npgo,64,2,0.462550110430167
iod,64,3,0.235166295604986
npo,64,3,0.271076094548506
oni,65,1,0.28753008528858
pdo,65,1,0.248564627900536
npgo,65,1,0.333507514335924
nao,65,2,0.282511392075258
oni,65,3,0.295203038761086
nao,65,3,0.232533711117248
pdo,65,3,0.282608024306225
npo,65,3,0.266664506679721
