pc.Variables,pc.Importance
pr,4.26571778471132
rsds,3.17367871969479
tas,1.37971308795606
tasmax,1.36360390684695
hurs,1.11946762507111
rlds,0.543884348200824
ps,-0.722007285862401
PC1,-0.852997204181971
sfcwind,-2.45828587167578
tasmin,-3.33402547167234
PC2,-4.57542933203528
