index,cluster,pc,cor
oni,1,1,0.23328130336345
npo,1,1,0.339571489332472
oni,1,2,0.308626256424418
pdo,1,2,0.290168925717655
npgo,1,2,0.297903862194043
nao,1,3,0.27905689582341
nao,2,1,0.305694150510895
pdo,2,1,0.246727358876214
iod,2,1,0.316919714437722
oni,2,2,0.298473496098322
pdo,2,2,0.405274302651791
nao,2,3,0.333605916803406
npgo,2,3,0.324341989017401
npo,2,3,0.247814407567059
oni,3,1,0.598566486400009
nao,3,1,0.261268639792096
pdo,3,1,0.344856632654216
iod,3,1,0.250916937561969
npgo,3,1,0.268755254535677
npo,3,1,0.362989190322496
oni,3,2,0.465587874390989
nao,3,2,0.311943420274207
iod,3,2,0.351685107556243
npgo,3,2,0.235353463042422
npo,3,2,0.328959302163674
pdo,3,3,0.293128684421447
npo,3,3,0.254950760697828
oni,4,1,0.331396442358569
pdo,4,1,0.282690885294094
npgo,4,1,0.267799285496946
nao,4,2,0.247266192908547
iod,4,2,0.299477606911662
npgo,4,2,0.266152141075925
oni,4,3,0.374355591564041
nao,4,3,0.250755789688821
pdo,4,3,0.440820991218731
npgo,4,3,0.327250289795552
oni,5,1,0.298439444262158
nao,5,1,0.270222801519063
pdo,5,1,0.2500240554203
npgo,5,1,0.243689297442487
npo,5,1,0.359916964420895
oni,5,2,0.241624282078975
iod,5,2,0.30750147156783
npgo,5,2,0.272833040215492
oni,5,3,0.27151841921213
iod,5,3,0.263298973608878
oni,6,1,0.45585244491431
pdo,6,1,0.419447920373509
iod,6,1,0.250668405108853
npgo,6,1,0.286566703547964
npo,6,1,0.308728111918874
oni,6,2,0.260105595642693
pdo,6,3,0.245474510947508
npgo,6,3,0.23807207498584
oni,7,1,0.36873232110315
nao,7,1,0.513681553936589
pdo,7,1,0.251477349594224
oni,7,2,0.365323441113762
pdo,7,2,0.294062582241199
npo,7,2,0.298109887158642
oni,7,3,0.275114234008599
pdo,7,3,0.318636207031701
iod,7,3,0.27361154801297
npgo,7,3,0.273090810523436
npo,7,3,0.235067546975037
oni,8,1,0.24758087425133
nao,8,1,0.317216202268268
iod,8,1,0.239797233347169
npgo,8,1,0.358560151859485
npo,8,1,0.346423508910061
npo,8,2,0.242920069113495
oni,8,3,0.286769661527298
pdo,8,3,0.252459864477816
iod,8,3,0.286153525538412
npgo,8,3,0.278144150744779
iod,9,1,0.272281465888268
nao,9,2,0.259977459463309
oni,9,3,0.359256520370207
nao,9,3,0.314453327375187
npgo,9,3,0.277251906647578
npo,9,3,0.391261612788231
oni,10,1,0.341888875038247
nao,10,1,0.408094181440655
pdo,10,1,0.291656234061933
iod,10,1,0.274985617988198
npgo,10,1,0.437167897738594
nao,10,2,0.361690720511269
npgo,10,2,0.302913582750333
npo,10,2,0.283236997745732
iod,10,3,0.23589800030975
oni,11,1,0.364600085660732
npgo,11,1,0.338215853455418
npo,11,1,0.263488047603082
oni,11,3,0.265541914566357
iod,11,3,0.354050818777562
npgo,11,3,0.358873719083576
oni,12,1,0.328934467226333
nao,12,1,0.324614139629812
npgo,12,3,0.266682579352776
oni,13,1,0.274598142644201
nao,13,1,0.32560424765082
pdo,13,1,0.360902290910062
npo,13,1,0.313783553924609
oni,13,2,0.275250258686595
nao,13,2,0.391108840278217
oni,13,3,0.295775450609716
iod,13,3,0.236058732860442
oni,14,1,0.256787152336751
oni,14,2,0.235202910884256
nao,14,2,0.367125275228918
pdo,14,2,0.231263957488712
npgo,14,2,0.4010262672842
oni,14,3,0.260538289928153
iod,14,3,0.237804392717427
oni,15,1,0.275347907773948
nao,15,1,0.27896018570683
nao,15,2,0.28050362371527
npgo,15,3,0.237452232738413
npo,15,3,0.233679924423446
nao,16,1,0.314072409690726
iod,16,1,0.256721501039737
npgo,16,1,0.234989092505666
oni,16,2,0.293852141220768
pdo,16,2,0.275479472790719
npgo,16,2,0.237095496608763
npo,16,2,0.466697830231227
oni,16,3,0.331693655526361
nao,16,3,0.300685268530851
npgo,16,3,0.309101557161638
oni,17,2,0.371676282547652
oni,17,3,0.232431816481316
pdo,17,3,0.292787948699294
iod,17,3,0.23977976036455
oni,18,1,0.235124982154983
iod,18,1,0.255418749116976
oni,18,2,0.26843924745642
nao,18,2,0.236575139420334
iod,18,2,0.344996195282375
npo,18,2,0.248335847036866
oni,18,3,0.392354250300402
pdo,18,3,0.401932432232495
npgo,18,3,0.327983857289486
npo,18,3,0.309638140362771
