global_cluster5_ccf1_oni,global_cluster5_ccf1_pdo,global_cluster5_ccf1_npo,global_cluster5_ccf3_npo,global_cluster6_ccf1_oni,global_cluster7_ccf1_nao,global_cluster8_ccf1_pdo,global_cluster8_ccf1_npo,global_cluster11_ccf1_oni,global_cluster13_ccf1_npgo,global_cluster15_ccf1_nao,global_cluster16_ccf1_oni,global_cluster17_ccf1_nao,global_cluster21_ccf1_oni,global_cluster24_ccf3_nao,global_cluster25_ccf1_oni,global_cluster43_ccf2_oni,global_cluster43_ccf2_npgo,global_cluster44_ccf1_oni,global_cluster44_ccf2_oni,global_cluster44_ccf2_pdo,global_cluster44_ccf2_npgo
0.0728247998711215,0.0467214542019085,-0.00174101722186258,0.00068938939332584,-0.113164037105604,0.00661039202655933,0.0557439635448134,0.102247869946084,-0.162340602273477,-0.0294850360595713,0.0642260946203883,-0.165499580291923,-0.0204208292135993,-0.070350900528344,0.213041820795583,0.0624976170632566,-0.0515016825199496,0.122774830652915,-0.0583437824567175,0.00448256923563458,-0.0915214842236478,-0.0587362259251308
0.0508931227133407,-0.0179796166347287,0.0554952792507899,0.0160387036130201,0.188832870804917,-0.0954690726722381,-0.0602178924269728,0.0740002564818499,0.0777104011892978,-0.00369553402442771,-0.236340368926813,0.0304315344920176,-0.0784183302169383,0.0374782974136055,0.0309500546010426,0.0299343848794725,-0.113582160249386,0.0798270652677795,-0.0548904661165157,-0.135125154466376,-0.158606781777292,0.0690421773516539
0.207569549829402,0.0254687385845843,0.0920964005467192,0.0799688258664724,0.285897220082839,0.0475823893078358,-0.00446963622525283,0.15894872624581,0.051660218691696,0.146734084742346,-0.033901040683745,0.0117994498675698,0.0610231361303441,0.120849071169282,0.0282064413549159,-0.0558824389497555,0.0302870625370365,0.00926403165176687,0.027718377100587,0.0855172870038648,-0.0391677812947292,0.0922923405831694
-0.0378157763087369,0.0691887296361551,0.222415616008421,-0.0105399596206491,-0.170312367002199,0.0229088021426743,-0.0719729779286726,0.054855807569475,-0.179389420800083,0.250673505529764,-0.28184295363619,-0.180344425698396,-0.0137846563182839,0.164718686288151,-0.116156428424682,0.168532736901723,-0.169549184850275,-0.037845724541361,-0.0221385249377542,0.113033587995364,-0.130657927026932,0.215260283244351
-0.0473890891967992,0.152805330316483,-0.0826701599866428,-0.0090817067809341,-0.462280197142706,0.217810592868842,-0.246280231793031,0.129992336177398,-0.163185539498105,0.340966739837865,0.228331546136849,-0.371830216308958,-0.0488328806281256,-0.0377294043223547,0.10915784045382,0.253910749374386,-0.131179387234429,-0.101318088439291,0.114724076396357,-0.121272551007555,-0.383688490003395,0.333682298281625
0.466347168888488,0.427328474308765,-0.438578574546001,-0.473034234882615,0.00796680029402816,-0.419791508673851,-0.445927374491856,0.429028921929169,0.526241930989013,0.407672078118461,-0.537716413799249,0.325712994237881,-0.450559289959384,-0.477738277422101,-0.438985094374148,-0.217448266236941,0.126327905780516,-0.264207807550087,0.29608228297741,-0.512219598094105,-0.401274894383963,0.462550110430167
0.372955024895883,0.171751873677186,0.128850084929879,-0.085967488879814,0.256394274702167,-0.0566077801918861,-0.168999304695375,0.035335256939935,0.454264391934834,0.130134158541908,0.138383224181466,0.69482823385709,-0.0860872543505331,-0.028112573544467,-0.287272703196313,-0.406132676285668,0.404703645974016,-0.401886383990574,-0.490189601930803,-0.245207682976386,-0.175572501395458,0.240070874874187
-0.133042601326348,-0.0392318755467013,-0.0306969140241244,0.143679525953264,-0.188591840712336,-0.169515941352526,-0.0956158630446806,0.0350093920150399,-0.276413187693564,0.136999699680222,-0.0733175877348079,-0.136815445241029,-0.24504687353938,0.0383480534493182,-0.00836527882316568,0.240122709073243,-0.0186694098087383,-0.183194456099584,-0.00433723186445592,0.0822032564671565,0.129950066897223,-0.0618095336876268
-0.242488685130313,-0.0668716833079401,-0.0195084574004935,0.0199083721206762,-0.151240035116338,-0.227291999887224,0.081675090905755,-0.134671922021243,-0.101176156830295,0.124848474998756,-0.0469822796886372,-0.171419338528337,-0.148961243953075,0.0335299140341655,-0.0717608658059352,0.0546560972530614,-0.148429012721539,-0.0613750216493862,0.0769766884430322,0.0877768791558436,0.275987119239334,-0.253111117667729
-0.0864109885292808,-0.0807344372998562,-0.0159726104328041,-0.0738626839814233,-0.0553231251485769,0.275121860926442,0.131203482926264,-0.00708245878352618,0.203966974521508,-0.0487472837555409,0.00846951016103025,-0.0168389756520371,0.0487076677646019,0.0370950401765661,0.0388636256749141,-0.0646860604486196,-0.0491316009702386,-0.035554183088903,-0.0470571385144304,0.109044512206607,0.118708202337448,-0.317472182068174
-0.0805115464746519,-0.0678182603359331,-0.0502420127213513,-0.137441843691052,0.0564458765421396,-0.102429274287126,0.119408034074691,-0.088629763169776,0.0223157290973829,-0.135124504135851,0.00188869001179085,0.0544845794199617,-0.0303689135169516,0.0054879409117955,-0.11560503000527,0.00649342027139626,0.091902690760002,-0.0546588314317628,-0.0864077515705618,0.174092870451347,0.101919806740707,-0.323513040354011
