global_cluster2_ccf1_oni,global_cluster3_ccf1_oni,global_cluster3_ccf3_oni,global_cluster3_ccf3_npgo,global_cluster4_ccf1_pdo,global_cluster8_ccf1_oni,global_cluster8_ccf2_pdo,global_cluster9_ccf1_oni,global_cluster10_ccf2_nao,global_cluster13_ccf1_pdo,global_cluster13_ccf3_pdo,global_cluster18_ccf1_nao,global_cluster20_ccf1_oni,global_cluster20_ccf3_oni,global_cluster22_ccf1_npgo,global_cluster23_ccf1_nao,global_cluster27_ccf1_oni,global_cluster27_ccf1_nao,global_cluster27_ccf3_oni,global_cluster29_ccf1_nao,global_cluster30_ccf2_oni,global_cluster33_ccf3_nao,global_cluster38_ccf1_oni,global_cluster38_ccf3_npgo,global_cluster44_ccf1_oni,global_cluster45_ccf3_nao,global_cluster53_ccf2_oni,global_cluster58_ccf1_oni,global_cluster58_ccf3_oni,global_cluster65_ccf1_oni,global_cluster65_ccf1_iod,global_cluster67_ccf3_pdo,global_cluster67_ccf3_npo,global_cluster68_ccf3_oni
-0.166337311408993,-0.0159117477836484,-0.0707873288390755,0.00247931466808777,0.182438861448427,0.00115708660828901,-0.209030186621089,-0.0312113176848179,0.0200631344342539,0.162546206779516,-0.0807442320110074,0.0372931121659207,-0.143957947587795,-0.000285245053594355,-0.000636417781094887,0.00674362306705104,0.159259538317532,0.0296495851762736,0.0426352292866463,0.0686818963668013,-0.0202431288365319,0.0561665870639226,-0.0914329425538236,0.0720861879793671,0.0902958366425561,-0.00316524691245891,-0.00514633248137899,0.143262116048031,-0.0870374634624373,-0.0181554556978018,0.00441564823928321,0.12963462243381,-0.0838394433908637,0.0691438362471126
-0.0143512902624728,0.0381838662840732,0.0617762815477158,-0.0529414480700573,0.0776721294712762,-0.125133738734879,-0.188848014235261,0.0661694626622658,0.0959891659904072,0.0820989947246178,-0.0273815401464037,-0.103062991172937,0.0743442350783546,-0.0556717093585857,-0.0209344992047789,-0.0756017935979324,-0.00438108151548703,-0.031429487245172,-0.0309544591561588,-0.0876685957429774,-0.0821501418338058,0.00898168864247397,0.0826144300497817,-0.0996794073022459,0.0410461835944033,0.172962598396928,0.24267952790082,-0.100936075051306,0.0646774526597085,-0.00932364482943467,0.0642801926345647,0.0311953962187459,0.0497098103902659,0.0625586587404869
0.104164497335495,-0.0601678466233022,-0.00386871082608623,-0.12400561883736,0.0258066937743908,0.128184627505455,-0.114554197483639,-0.0406067853009135,-0.108783817247804,-0.000500726146387967,-0.0736160983810465,-0.0234933564753697,0.0377799392069322,-0.0200094021652777,0.134018550691578,0.0586771970905336,-0.0255460873423148,0.00374805149144717,-0.0558985001886099,0.0461629374312405,0.098042169666704,0.245661528557568,0.054146240066342,-0.192288698282824,-0.0589549956891842,0.0497885150026493,0.00494479628334756,-0.0746831326140709,-0.189132982667161,-0.0938722204601003,0.0820588779430703,0.0635585311490123,0.0437681008118056,-0.00846533125905924
-0.17351713269194,-0.128129493070436,-0.149456476360792,-0.202153651484907,-0.00432197051932208,-0.00556590942089669,0.0148413102378281,-0.0319678123643842,0.0858452092083687,-0.0704043564222346,-0.169288690250032,-0.152135136731651,-0.206630177145182,0.0732398408563733,0.218186099484399,-0.277013830805605,0.23132837934154,0.00448511111909821,0.0113504853863316,0.1358836505956,0.188781026214609,-0.0468751452845785,-0.163327858156159,-0.278488221158519,-0.256478832324473,-0.0598602587946106,-0.126630951590826,0.148221378862094,-0.0886535019110179,0.026359373678432,0.0389263406785427,0.0452690839421754,0.110761025023856,0.0306528494234126
-0.154463929556258,0.210072927163625,-0.0997707313337772,-0.264807308945036,-0.132376657382215,0.00325703745657353,0.274664828145395,-0.00914046155462065,-0.113327662921293,-0.168557858261363,-0.340377307675421,0.178717088708748,-0.319680717460315,-0.306231193453542,0.415515893546025,0.117457650621437,0.489557509033235,-0.0964905493384811,0.121525301492032,-0.139559183314094,-0.0620125078661432,-0.0813935789462984,-0.0798224397769208,-0.329184951062597,-0.25549448279489,-0.0142545829841598,0.0333238371303068,0.291416466763492,0.215373193368294,0.0364565145050458,0.0238187112913468,-0.284294827457584,0.0158214277882261,0.11796590955462
0.403704326044392,0.622640199380365,0.474336001853369,-0.430802197305311,-0.413304900736649,0.440571164213654,0.409403724331047,-0.405249182781496,-0.150006328726773,-0.414367802671107,-0.460870906579585,-0.449992388076193,0.487427610000715,-0.478319386470616,0.320478909470881,-0.519942918440838,0.0225632554602854,0.409211258145984,0.489932680396125,0.544072219353294,-0.508541185593216,0.43874622796041,0.484419693488432,-0.423353640951742,0.415655926350168,-0.42012716592954,0.32389706448724,-0.293755415881578,0.574347362353621,-0.0294582142917746,-0.440784407829635,-0.479877188001875,0.422514506051587,-0.0797210792736028
0.182788591200834,-0.216643178713016,0.401172686863508,-0.304142547997886,-0.0995390736954579,0.256691684769334,0.0999130728666623,-0.232266138942368,-0.0264509664190461,-0.220127818801972,-0.169378981749719,-0.00189944825704471,0.60653696324824,0.181220665027149,0.0127248939427665,0.089595814399633,-0.388643245431455,0.0310390049676276,-0.0487911448067167,-0.101648476679237,0.0211842801147079,0.0466027780491546,0.375174121347522,-0.47776118292074,0.333454639821938,-0.0402404591672299,-0.0416830172795893,-0.49787207351922,0.00240862288176896,0.5253954275562,0.243183320794852,-0.439347578762693,0.283303631195452,-0.451679075517397
0.0215900247331705,-0.100812885653518,-0.124883155504982,-0.00243553173007284,0.0509454529523055,-0.126642577482191,-0.0561493929400683,0.0857214222950432,-0.406368274520991,-0.0956667485592031,0.0772209105973559,0.0827280766382121,-0.238609093820245,0.0865237860911409,0.0112367368898364,-0.134106617968793,0.00635679222416412,0.0532048255114919,0.0694544731843812,0.114856370535953,0.205188157378804,0.0339430355977114,-0.385379075728233,-0.255549248697126,-0.192647038791174,-0.201694504657364,-0.51185137964962,0.338478305841416,-0.099099024665501,-0.112923554984167,-0.000901909173331608,-0.126316965692429,0.0358217960490884,0.166853238049858
0.0678280280604369,-0.051712137928803,0.0243538414644557,0.0508557875969527,0.127493293955589,-0.125478570272585,-0.147187851366538,0.125971471444722,-0.00720564897426928,-0.0708191633645655,0.119428529150552,-0.134221921770238,-0.153408124198771,-0.0719276287151941,-0.0885417051424176,-0.0767586590671229,0.0495641932760018,0.0347609174137508,-0.0412793496008563,0.12226015314196,0.0777647384656685,-0.0547156565770611,-0.0969555707630954,-0.0910915425762886,-0.187574152943597,0.0763790271432054,-0.222189803594638,0.0186689067094766,-0.0688706676202282,-0.10986770085898,-0.0517533069367914,0.0138596643342312,0.0938926258511754,0.145157399578932
0.0957688783514649,-0.117246938713045,-0.018203868604154,0.0243455370704515,0.139440383833271,-0.0438263362614982,-0.0582623670987433,-0.0378205913719507,0.0467288220175648,0.105086459710655,0.0538811009885105,-0.0405079740898587,0.0706072897105121,-0.163774071205667,-0.010129626191442,-0.00620535607673484,-0.117401168530722,-0.0984124917903417,-0.111247162319662,-0.0323732868273104,-0.0407246591499646,-0.0371625652930344,0.236681073241475,0.195049290688862,0.0189069144832016,-0.0154231478124221,-0.0468809550520321,0.00122578090591797,0.0428517947192508,0.0331333136829583,0.00226943287356559,0.0431352716789993,-0.0773579100016786,-0.0834035326159503
