pc.Variables,pc.Importance
tasmax,5.56993534566867
tas,4.88169074778245
rlds,4.71910511005708
tasmin,4.43156851210898
pr,4.43089532031838
hurs,3.49377043421032
PC3,3.31681127149927
PC1,2.43890789727977
rsds,1.74836307589126
ps,1.74533013955522
sfcwind,-1.13805840718353
