pc.Variables,pc.Importance
tasmax,13.4002100936199
tas,12.5100609801889
tasmin,8.8282720510482
rlds,6.56445378234613
pr,5.81193760691475
rsds,3.7594183696194
ps,3.59414906201652
sfcwind,3.17868920692277
PC3,2.62209368480495
hurs,2.33381862885376
PC2,1.83632915020434
