pc.Variables,pc.Importance
tasmax,13.8484364912142
hurs,9.90819487656215
tas,9.63140802971118
rsds,9.56288324278808
rlds,8.30106334276781
tasmin,6.41765996772516
pr,4.92848244471176
sfcwind,3.64238099926741
PC2,1.90546634708841
PC3,1.5265655333442
ps,0.487913724801302
