global_cluster3_ccf1_oni,global_cluster3_ccf1_iod,global_cluster3_ccf2_oni,global_cluster3_ccf2_pdo,global_cluster3_ccf2_npgo,global_cluster7_ccf1_oni,global_cluster7_ccf1_pdo,global_cluster7_ccf3_pdo,global_cluster8_ccf1_nao,global_cluster13_ccf1_oni,global_cluster13_ccf2_oni,global_cluster13_ccf2_pdo,global_cluster14_ccf1_nao,global_cluster14_ccf1_npgo,global_cluster20_ccf1_oni,global_cluster20_ccf3_npgo,global_cluster26_ccf2_npo,global_cluster28_ccf3_pdo
-0.00061157177029821,-0.0108709753713251,0.0253084692147162,-0.0449483199253857,-0.0631674474987701,0.0235866378877892,0.124130639270278,-0.0938493419225024,0.0183892507340696,-0.157907031469696,0.0548415753511209,0.0380412194189127,-0.0255551645849621,0.0161756864631993,-0.0164046887562235,0.0503095243442684,0.124162225589974,0.0996727222393128
-0.024550696560696,-0.0146478717036565,-0.0672344546294935,-0.0249896164123981,0.0546196648592894,0.144682887733308,0.154846285921929,-0.166669726000832,-0.0543736088050498,0.0788537085336943,0.0709547909473805,0.0909208215304899,-0.0315991704580818,0.0137742106023439,0.0440352916288222,-0.020385477673201,-0.0379848140428504,0.137628209910117
-0.0445912570141548,0.0476443344127816,0.133533658759138,0.0352724392302827,0.172916071843005,-0.127590425301167,0.0790389957128964,-0.102879995595899,-0.0603788564538729,0.0466065665737619,-0.0355126353850015,0.184391130444104,0.0455812770430759,0.180352833090006,0.0550824155745789,-0.122971926149653,-0.00596221028901796,0.0214633918147061
0.0709335823777657,0.0310503448177708,0.144871587192159,-0.116917399104458,0.268567309356855,0.00216831034012022,-0.0851746745743065,0.0397658373343821,-0.113143449654409,-0.210292875045786,0.0408559746334657,0.203884366410453,-0.112032342169184,0.272505026319545,-0.194788168605171,-0.204381726612023,-0.00626737892974132,-0.0932304202089864
-0.067862393546162,0.0952524853852528,-0.190009696526873,-0.408006221891041,0.320322395412074,-0.0247589614611918,-0.194520510419792,0.309123258493686,0.159227613987408,-0.359296950469964,0.313364865052578,0.436535455677915,0.139631869099406,0.437167897738594,-0.087448108592546,-0.230322103652318,-0.0569802545947408,-0.401932432232495
-0.273330048300637,-0.44141316546417,-0.646877289948671,-0.467038729903304,0.415471445691787,-0.413717295075969,-0.409008081122797,0.4164653886147,-0.506980929351053,0.405025419693777,0.577139850074693,0.365590073397192,-0.408094181440655,0.342960898144847,0.49039686979545,-0.403018022739638,-0.0454353615535877,-0.335254439921068
0.473965359523913,0.294677140006978,-0.295458830923067,-0.125944333393973,0.203808752445927,-0.259305936104173,-0.175596137007557,0.0716184233750102,-0.00147186530912412,0.597705096838171,0.0110007353189621,-0.000683539674959488,0.0592824097729522,0.0139294347641431,0.344864673978786,-0.465933096025223,-0.466697830231227,-0.210536786987662
-0.0504724572335455,0.0238047979792385,0.203899808329164,0.202108059217888,-0.095046748808458,0.0819238238397994,-0.0332617197429635,-0.1145586296108,-0.0454889868482619,-0.255844171942359,-0.176911019851111,-0.0918677524061011,-0.207558755745,-0.00449296583578134,-0.327185333539698,-0.24520861761176,-0.0186434827246406,0.0980846490928893
-0.0632461939247342,-0.0509196909079975,0.172646280997222,0.239065149212731,-0.266071823031765,0.0995694605301686,-0.0328568561155341,-0.19614390133056,-0.14898023005144,-0.116573821822764,-0.101402185624614,-0.285393734008291,-0.106383542822274,-0.110900335718888,-0.137918599873563,-0.00406956368750721,-0.138478966445894,0.092060980775903
0.0731896518340283,-0.0108291051752415,0.126734595053334,0.122550653177905,-0.39532010811894,0.0911880692019708,0.0367590429539095,-0.0352283660502612,0.00348591793401964,0.0617770776493112,-0.0534050547087464,-0.0942900545648109,0.0485953504564351,-0.0287900117356565,0.218546057009121,0.146769706870096,-0.101953690336023,0.0130571336776522
0.0696539028351281,-0.042804098704891,0.0624541999545187,0.00531291420473955,-0.335414177997462,-0.0511491828457853,0.0790284372191457,0.0673100930390605,-0.108946799866186,0.0151796831897696,0.00706870069577722,-0.0889101581792906,-0.0673353510720921,-0.106992833716509,-0.00558418935501622,0.125164563549229,0.156129524963128,-0.0633465697891858
