pc.Variables,pc.Importance
rsds,10.0999479632467
tasmin,6.63887106775911
tas,6.15390628250803
hurs,5.8140192797529
tasmax,2.71238977872367
rlds,1.56000012146411
PC2,1.22614018265807
PC1,0.155138327188822
sfcwind,-0.31726033789125
ps,-0.872790986042992
pr,-1.27790416591236
