pc.Variables,pc.Importance
tasmin,10.4947491363426
tasmax,10.1202008399483
tas,8.18663989226396
rlds,4.69732259501865
hurs,3.05552931513552
ps,2.06129316411982
sfcwind,0.858822314076044
pr,0.841815184819718
rsds,0.215252901476833
PC3,-1.86922536869299
PC2,-2.38043034046035
