global_cluster2_ccf2_pdo,global_cluster3_ccf1_oni,global_cluster3_ccf2_oni,global_cluster4_ccf3_pdo,global_cluster6_ccf1_oni,global_cluster6_ccf1_pdo,global_cluster6_ccf3_pdo,global_cluster7_ccf1_nao,global_cluster11_ccf1_nao,global_cluster11_ccf1_npgo,global_cluster16_ccf2_npgo,global_cluster18_ccf2_npo,global_cluster20_ccf3_pdo
0.0370554441791059,-0.130658220394613,0.091065121881741,-0.156967707576505,0.0235866378877891,0.124130639270278,-0.0938493419225023,0.0183892507340696,-0.0255551645849621,0.0161756864631994,-0.0265204852733149,0.124162225589974,0.0996727222393127
0.0422161248217195,0.0829550277852022,-0.0105904432487372,-0.173800743574565,0.144682887733308,0.154846285921929,-0.166669726000832,-0.0543736088050498,-0.0315991704580818,0.0137742106023439,-0.221671315688057,-0.0379848140428508,0.137628209910117
0.0118710827462596,0.0472458385947289,0.0392717995149909,-0.0446786958249121,-0.127590425301167,0.0790389957128964,-0.102879995595899,-0.060378856453873,0.0455812770430758,0.180352833090006,-0.337596786252288,-0.00596221028901832,0.0214633918147059
0.0123924134262114,-0.205692763143948,-0.127816485408525,0.145594533930529,0.00216831034012025,-0.0851746745743065,0.0397658373343821,-0.113143449654409,-0.112032342169184,0.272505026319545,-0.4010262672842,-0.00626737892974133,-0.0932304202089865
-0.0577866291728432,-0.282616261281372,0.140665563482534,0.366683601408094,-0.0247589614611918,-0.194520510419792,0.309123258493686,0.159227613987408,0.139631869099406,0.437167897738594,-0.256482002199756,-0.0569802545947406,-0.401932432232495
-0.196249990328763,0.443487819710585,0.465587874390989,0.440820991218731,-0.413717295075969,-0.409008081122797,0.4164653886147,-0.506980929351053,-0.408094181440655,0.342960898144847,-0.181092905638106,-0.0454353615535879,-0.335254439921068
-0.405274302651791,0.598566486400009,-0.163139469854726,0.0329042694824772,-0.259305936104173,-0.175596137007557,0.0716184233750104,-0.0014718653091242,0.0592824097729522,0.0139294347641431,-0.112636340069284,-0.466697830231227,-0.210536786987662
-0.245212450825353,-0.287729413840715,-0.166840772790739,-0.0516270957889194,0.0819238238397993,-0.0332617197429635,-0.1145586296108,-0.0454889868482619,-0.207558755745,-0.00449296583578128,-0.0195643249938424,-0.0186434827246405,0.0980846490928892
-0.0124073774496009,-0.128354206680999,-0.0954768417523047,-0.0408680678519628,0.0995694605301686,-0.032856856115534,-0.19614390133056,-0.14898023005144,-0.106383542822274,-0.110900335718888,0.0829754490261452,-0.138478966445894,0.0920609807759033
-0.078992194058459,0.108090726479137,0.147149724122428,0.0211841151330854,0.0911880692019709,0.0367590429539096,-0.0352283660502613,0.00348591793401963,0.0485953504564351,-0.0287900117356565,0.0935884978020742,-0.101953690336023,0.0130571336776522
0.080062337712361,0.00702811411735807,-0.0283951344430105,-0.0290835408440046,-0.0511491828457853,0.0790284372191456,0.0673100930390603,-0.108946799866186,-0.0673353510720921,-0.106992833716509,0.108334680170697,0.156129524963128,-0.0633465697891857
