global_cluster4_ccf1_npo,global_cluster4_ccf3_oni,global_cluster4_ccf3_pdo,global_cluster5_ccf1_nao,global_cluster6_ccf1_nao,global_cluster6_ccf1_npgo,global_cluster7_ccf1_oni,global_cluster8_ccf1_oni,global_cluster11_ccf1_oni,global_cluster16_ccf1_oni,global_cluster16_ccf3_oni,global_cluster16_ccf3_pdo,global_cluster16_ccf3_npgo
-0.00701904887745397,0.0630837162839627,0.0540288182463085,0.0801074364757565,0.00418863172180115,-0.022451339242194,-0.0744451841164781,-0.164437298710033,-0.070361633628838,-0.0117388650216201,0.0274780183828211,-0.0689006063606118,-0.210011135087614
0.0446095689479104,-0.0572029597665845,0.0143147485589919,-0.278762532353927,-0.113559994438517,-0.0124298311269747,-0.0675919500630877,0.0418628738561294,0.0860976523541691,-0.157115998078188,0.000791937576430479,-0.0608503137963517,-0.0800569948611373
0.0757590761992,0.0438122182188736,0.0204185631688646,0.0123676506037981,0.0860927168815003,0.13462452946484,0.06699619981939,0.036004410602763,0.0813261168687249,-0.0489468519140027,0.0686838821660011,0.0136717013056352,0.051436828378794
0.228051019715046,0.00711645217446156,0.0185050271442855,-0.180285668660306,-0.0158442520732848,0.238982728494803,0.142519062054263,-0.205971016712112,-0.299333782590902,0.0174231720545182,0.190264029349449,-0.0799066371741188,0.154402056295543
-0.102612929531408,-0.0920787754379846,-0.229402114475624,0.253788063501657,0.0931035430764442,0.430365459781791,-0.119149107690905,-0.329351638700164,-0.411723321801794,0.0679681822165578,0.00739855834205456,-0.330968464238237,0.264254906584148
-0.42771251678666,-0.450711118546951,-0.472785408531825,-0.51468847001527,-0.482244178569599,0.380478895828516,-0.42332392283936,0.4159379769917,0.145841977896858,0.152170767659742,-0.495978288114615,-0.425024509819086,0.420954779851247
0.0971394618154064,-0.215177811023626,-0.0479662596253867,0.0419198165867957,-0.107241313216841,0.0262262973516523,-0.0686194886341058,0.651123460724494,0.251250159164172,-0.42156217807948,-0.345105813470695,-0.299936133239726,0.341186267405289
-0.0856530218624512,0.0184046368608367,0.202816572837298,-0.0848810259128306,-0.218182972226406,0.0504150472625954,-0.0109350999156516,-0.23086185725152,-0.166458002914641,-0.0354045919092912,0.0792112136051857,0.117795356732118,0.0884065671621983
-0.0860339829480993,0.182008386034827,0.250054723083337,-0.104154238389946,-0.250339765201332,0.0570218831562305,0.0432708795718891,-0.143877881299693,-0.0852036720146513,0.190838666040478,0.124190432079296,0.243336633715001,-0.0897954843924749
0.0219715987813884,0.187014072522602,0.160232686517529,0.0409646923154034,0.166309455398648,-0.0179032081388419,0.109111900675567,0.0664901087083877,0.177353819579919,0.00779480083045078,0.0832282926345923,0.202704721072324,-0.15538629214958
-0.0245484697114068,-0.0356040842727272,-0.0468060784348427,-0.0499797869834194,-0.107138543871636,-0.0969551349660147,0.0738200564712534,0.0340296055916832,0.0190862956446159,0.00864450367528677,0.0357741600198153,0.0974606503468352,-0.179344791670625
